,company,cons,pros,rating,title
40,AT&T,"Hard to get progress or promoted. Many long term employees work here, only way to get progress is to find other roles. Dallas and El segundo are better offices for open positions.",Great benefits and vacation and paternity and maternity leaves. Large network of folks. In TechDev working from options available as well.,4.0,"""Big company"""
41,AT&T,Not a lot of opportunity to move up.,"For a large company, took care of people financially.",4.0,"""A decent place to work."""
42,AT&T,"Lack of job security, lots of senior leadership change, lack of innovation.",I liked my co-workers and my boss. Telecommuting options.,3.0,"""Ups and downs"""
43,AT&T,Poor management from lower and mid levels,Great 401K matching each year,3.0,"""Good job while at school"""
44,AT&T,"Downsides of AT&amp;T would be the struggle between two-way understanding and communication from the front line managers to the senior managers. The career opportunities to grow are limited to more so the handshakes and your networking abilities. There is no structured development plan for the front line managers to grow into senior managers (if there is one, I have yet to hear of it). Several organizations are not back-filling positions lost from layoffs, which adds additional responsibilities to thinly stretched front line managers. And did I already mention the layoffs? AT&amp;T has a constant need to layoff employees for a quick financial solution it seems like. Tough to see some employees and former team members laid off less than 2 years before their retirement, doesn't provide much long term security to the younger employees.","AT&amp;T does offer very generous benefits to management employees. 401(k) bumped up an additional percent starting in 2020, if you contribute 6% they will give 7%. Depending on organization, flexible work locations (different offices or even from home). Lots of learning opportunities, generous vacation (18 days for new employees plus 5 national holidays). Phone and internet services at a 50% discount is very nice.",3.0,"""Lukewarm - Not terrible but also not that great"""
45,AT&T,Management don’t care about you,Great pay and benefits,5.0,"""Call rep"""
46,AT&T,Tough to get schedule you want when you're first hired.,"Commission, easy-going job, get to work with people",5.0,"""Good job but hiring process takes a while"""
47,AT&T,Promotion is difficult if you’re not living in Dallas.,"Excellent pay and benefits, they emphasize diversity and employee development.",5.0,"""Great Company to work for"""
48,AT&T,"Constant downsizing, no career movement or advancement opportunites","Honest, diverse and respectful culture",2.0,"""Great Culture - Limited Growth Opportunties"""
49,AT&T,Upper Management did not help,"Hunter,know how to do the job",4.0,"""Business to Business"""
50,AT&T,Work/life balance Location Store manager Scheduling,Great work environment Great people Opportunity for advancement Good pay,4.0,"""Retail sales consultant review"""
51,AT&T,"too many layoffs, could not trust management","pay was good, co-workers were great",3.0,"""company did not treat employees right"""
52,AT&T,"Seniority based scheduling, you have no control over your schedule at all, even with days that you said before being hired you had to have off","Competitive base salary, high comission",3.0,"""In store management detemines the job"""
53,AT&T,Stressful with ridiculous metrics to meet,Pay with bonuses and Medical Benefits,3.0,"""It's OK"""
54,AT&T,No work life balance,Great benefits and pay if you don’t have a family,3.0,"""Great pay  if...."""
55,AT&T,No Career development. Funding.,"Flexible, Great work life balance.",3.0,"""No career growth"""
56,AT&T,Company changes from one minute to the next. They hired hundreds of techs and within a couple of years decided to lay them off. Most techs that suffered the lay off were the last ones hired.,AT&amp;T offers great on the job training that prepares you for the role.,4.0,"""Good Company to work for that offers training"""
57,AT&T,The hours. Not flexible with retail hours.,Excellent pay. If you are willing to put in the time to develop product knowledge the company rewards success.,4.0,"""Fantastic Entry Level Job"""
58,AT&T,Nearly everything is based on seniority.,This company has amazing benefits and offers something for everyone.,4.0,"""Something for Everyone"""
59,AT&T,Benefits were subpar Culture of yes sir Vision and direction weren't filtering down to the rest of the company Constantly rolling layoffs Constantly outsourcing more work to vendors and offshore,Vision and direction of the company Great investment in employee training,3.0,"""Shaky investments created instability for workers"""
60,AT&T,Lots of layoffs at this company,Great team director who provided autonomy,3.0,"""Lots of Layoffs"""
61,AT&T,"Managers are instructed to micromanage to an extreme extent, customers will demand that you perform services for them that you are not paid for which you are forced to do in the name of ""an extraordinary customer experience"" but then chastised for doing because it didn't result in a sale, if you take more than 8 days off they fire you, sick days doctors' notes are not accepted.","Half off cell phone service, helpful sales traning",2.0,"""Decent Pay, But Terrible Micromanagement"""
62,AT&T,"High Stress, Dealing with Lazy Techs protected by a Union that doesn't enforce quality work! They cry about everything when they are the highest paid Techs in the Nation. You need to understand business is changing and you need to change with it.","Excellent pay and Benefits, lots of room for advancement. They are a leader in innovative products. They offer programs to help you learn new job skills but YOU need to be willing to learn, OUT WITH OLD TECHNOLOGY, IN WITH THE NEW!!",3.0,"""Be Ready!!"""
63,AT&T,Limited movement if you want to seek Director or higher management levels. Sometimes there is not clear communications on corporate strategy.,"My career at AT&amp;T was great. There are little opportunities in middle management to be promoted, but there is great possibility in lateral movement to learn new jobs/tasks and assignments. The pay is excellent . I have worked for some great Directors and AVP.",4.0,"""AT&amp;T"""
64,AT&T,"multiple silos - hierarchy, new to the market in media",Global Organization with multiple career opportunties,3.0,"""Disruptor and Leader in Telecommunications"""
65,AT&T,"Terrible management, lazy employees, and union based so lazy employees cant be fired basically.","Provided benefits, high pay, and flexible hours.",3.0,"""Good job in college"""
66,AT&T,do not care so much about employees,great cellular service in most areas,3.0,"""Manager"""
67,AT&T,Unreasonable performance expectations and workload,"Great benefits, wages and training",4.0,"""Long term career"""
68,AT&T,Too Many Re-Orgs .... ....,"Challenging Projects, Pay, Benefits, Perks",4.0,"""Great Company"""
69,AT&T,All of the hostile situations. Forced six day work weeks then forced 4 day work weeks weeks apart from each other. No work life balance. If the company tells you you are working your off day... your working your off day.,It taught me a lot with how to talk to people in hostile situations.,3.0,"""Taught me alot"""
70,AT&T,"Most roles have high volume times, where work/life balance may suffer","Many people who work at AT&amp;T have the potential to move throughout the organization, learning new sets of skills often.",5.0,"""Great Experience Potential"""
71,AT&T,very strict to work schedule very high stress,"Pay, benefits, tuition reimbursement and chance for advancement",2.0,"""Would not recommend"""
72,AT&T,The culture throughout all of the sales channels at At&amp;t is extremely demoralizing. I’ve been in retail and in the call centers. There are no sick days and no showing up late. If AT&amp;T learned how to treat its employees and create a better culture it might perform better instead of treating their employees like they are cattle.,"Pay is good, I have made some friends in my position.",2.0,"""Negative culture"""
73,AT&T,the manager was not easy to work with,easy sale. people came to you.,2.0,"""Sales"""
74,AT&T,Always downsizing their workforce every year.,Good Job if you work on the side that makes money.,3.0,"""Aquisitions lead to Downsizing"""
75,AT&T,Much of the work is moving to TX or CA.,Large company with lots of job variety.,3.0,"""Shrinking opportunities"""
76,AT&T,The hours are long and stress is high,The money was great. Fun job.,4.0,"""Digital Advertising"""
77,AT&T,You MUST manage your career Get through the chaff to your perfect boss and job. Layoffs happen in OLD TECH,Leading edge technologies Diverse environment encouraged Manage your own career Paid degree programs Continuing education encouraged Good salary & benefits,4.0,"""Lots of toys with career opportunities"""
78,AT&T,"You’re just a number, not fair for everyone working",Good possible income and super easy going,3.0,"""Not bad"""
79,AT&T,"High stress- pressure from both customers and upper management. Worked 50-60 hours a week, but overtime was paid.",Fair pay Fun coworkers Fun product to sell,3.0,"""Good pay, stressful work"""
80,AT&T,Frequent Training on Technologies Required-Verbal,Excellent work/life Support from Management,3.0,"""Outlook"""
81,AT&T,Must be willing to relocate to advance,"Great benefits, Advancement Opportunities if Flexible",5.0,"""Company Overview"""
82,AT&T,Heavy top level. Lots of politics.,Great career opportunities if willing to move around.,5.0,"""Great opportunities"""
83,AT&T,"strict attendance , company is outsourcing most jobs, too many difficult/faulty systems, lack of communication among departments, favoritism in career advancement, union jobs foster mediocre employees who won't do their best and abuse attendance policy thus DEMORALIZING GOOD EMPLOYEES and making them LEAVE the company . Lots of sales pressure if you work the front-line.",Good pay and good benefits.,4.0,"""AT&amp;T losing its magic in the customer service field...."""
84,AT&T,Layoffs are a constant practice,Freedom to explore new technolgies.,3.0,"""Resume ready"""
85,AT&T,The hours starting out until you get seniority,Benefits and one you get seniority the hours,5.0,"""Great Benefits"""
86,AT&T,Very wishy washy management system.,Pleasure comes from servicing the customer.,4.0,"""Great Pay Hard Work"""
87,AT&T,Most teams are remote which can make communicating difficult,"Collaborative work environment, great people",4.0,"""Very flexible hours and environment"""
88,AT&T,Very little work life balance. Weekend schedule is mandatory. Work must be completed before going home.,Company Training. No prior experience required. Plenty of training material to help be able to do the job most effectively and efficiently.,3.0,"""Great entry for the IT field. Best to launch into other career opportunities."""
89,AT&T,Terrible hours and union protects awful employees so you’re at the mercy of there horrible work ethic.,Good money if you hustle,3.0,"""Meh"""
90,AT&T,Work life balance And no overtime,Good pay and benefits .,3.0,"""5/10"""
91,AT&T,"Bell shaped heads, antiquated culture that treats bargained employees like they are stealing from the company","Salary is good, benefits are good as well",3.0,"""Techs are micromanaged here very badly"""
92,AT&T,"More than a lot of ""NOs""",Face to face sales. Company car Company phone Full benefits,4.0,"""Key Roles and Responsibilities: In the residential customer's home, sells AT&T products and services in coordination wit"""
93,AT&T,"Idiotic processes—that nobody can fix except senior leaders. Yet, senior leaders are too busy with politics to roll up their sleeves and lead. Too many “CEOs” reporting to other CEOs who have an opinion and actually over-ride decisions in the business units. This fuels the politics, and the broken processes are never fixed. Or if they are fixed, it takes years.",Polite coworkers. Non-toxic environment. Good salary. Great networking. Great benefits.,2.0,"""Just OK."""
94,AT&T,"If you are in IT, beware that they continue to downsize, through layoffs or by selling you to an outsourcing firm at a moments notice. The downsizing has been going on for over a decade, and there isn't any reason to think it will end anytime soon. They have strongly suggested employees move to their major headquarters, particularly Dallas, Atlanta or New Jersey. However, even after moving to one of these sites, many still end up getting surplussed after just a few months. Corporate politics is alive and well at AT&amp;T.","AT&amp;T does offer very competitive pay with excellent benefits. The employee concessions includes deep discounts on home phone, internet, Direct TV and cell phone plans. Their vacation policy is generous, and you do build up quite a bit of PTO the longer you stay, and you are required to use it each year, which is nice.",2.0,"""Not the place to be for IT"""
95,AT&T,You're at the mercy of corporate's whims. Imagine getting tons of orders for one product one day and corporate decides we no longer want to support that product.,Really good managers and employees.,2.0,"""There is no future here."""
96,AT&T,"Too many conference calls, they bother you on your days off and don't respect your vacation time. Too much micromanaging.",Good pay and room for growth.,4.0,"""Not bad"""
97,AT&T,too many calls for not enough pay micro management you're supposed to meet metrics on the daily easily written up,Monthly meetings with food co workers,3.0,"""Avoid"""
98,AT&T,"No job security, unpredictable future, regardless of performance. All about seniority","Great pay, home every night, good benefits",3.0,"""Dying career in copper facilities"""
99,AT&T,Constant change (which can be a benefit sometimes),Technologically advanced; fast-paced environment; plenty of opportunity to grow; great benefits; excellent people,5.0,"""Great place to build a career"""
100,AT&T,Constant change (which can be a benefit sometimes),Technologically advanced; fast-paced environment; plenty of opportunity to grow; great benefits; excellent people,5.0,"""Great place to build a career"""
101,AT&T,Not enough time in a day; some biases regarding project assignments,Flexibility; work life balance; build great professional relationships; give commendations freely and honestly,3.0,"""Professional Culture"""
102,AT&T,Transitioning to a media company is creating challenges,800 lb. Gorilla has its advantages. Market leader with less competition than years past.,4.0,"""Still a market leader"""
103,AT&T,As a developer we were not a technology focused company that valued engineers (in the department I was in). No,"The people, work life balance, and experience working at AT&amp;T were a delight",4.0,"""Great People, Not a development culture"""
104,AT&T,Schedule based on seniority meaning new reps for the first year or so will have little to no say in schedule preferences. Strict point system that combines tardies with absences. If you have bad managers they can be annoying. Commission could be better but with high hourly it makes up for it. Hard to sell products such as direct Tv and internet if there is poor coverage.,Work is easy sales practically walk through the door. Great hourly pay for slow days. Fair non aggressive commission structure to prevent hard selling. Internal hiring for management opportunities for growth after 6 months. Goals are easy to reach and they won't fire you for missing them as long as you follow key behaviors. Union representation available. 6 month raises followed by a cost of living expense raise in February. Sales incentives constantly.,4.0,"""Good company for growth"""
105,AT&T,Long hours working and always busy.,Good company to work for,4.0,"""Great place"""
106,AT&T,Have to work nights and weekends,Pay and benefits great.,5.0,"""Great Company!"""
107,AT&T,"Retail hours, work on holidays","Good money, good benefits, good discounts",5.0,"""Great place to work"""
108,AT&T,Out of state training to work for this company,Amazing benefits and 401k working for this company,5.0,"""Great company"""
109,AT&T,"Toxic, full of vultures, management does not appreciate self-improvement. Take pleasure in pricing employees like !@#$%. They will kill your motivation with layoffs.","Relaxed, good for those that joined prior to 2007 (Randall)",2.0,"""Toxic Environment, Cruel Management"""
110,AT&T,If you have a manager that does not do their job and then blames the tech for what he did not do the crew quits caring. The management u the line does everything from a spreadsheet. They don't allow managers down the line to make many decisions. There job is to try a clean up the mess before things get worse. One department does not seem to know what the other department is doing so work that could have been done once ends up getting done twice just a few months apart. Customers want Fiber to the house FTTH and 5G but the company has a big layoff.,If you have a good manager that does his/her job it is not a bad job.,2.0,"""Glad to be gone"""
111,AT&T,"No such thing as job security. You can be identified as a key contributor, and still be surplussed. Budget is more important than you are!",Working with the latest and greatest technology. Very fast paced technologically. Great pay and benefits. Great people.,4.0,"""I never wanted to leave"""
112,AT&T,Hard to get a promotion. Lots of fire drills.,Pays well and really good benefits.,4.0,"""Work hard and be visible"""
113,AT&T,For me personally the con would be work/life balance.,"They offer a great benefits package, vacation time, and the pay scale is top notch. You do have to work very hard but there is a way to grow with the company through networking.",4.0,"""Great benefits and pay!!"""
114,AT&T,"Terrible management ,very undermining rotten","Good job , good pay",3.0,"""Loved the job before SBC got their hands on it.."""
115,AT&T,"As a manager the goals are ridiculous sometimes. You never get a break, you have to be constantly going and going to move up and get noticed. They always want you to be better year over year, but every year traffic goes down by about 10%.",Great pay and benefits Lots of opportunity to move up especially if you’re willing to relocate,3.0,"""Overall great place to work"""
116,AT&T,Sometimes hours can get a little overwhelming.,Great benefits and salary are great!,5.0,"""AT&T"""
117,AT&T,lots of turnover in management due to sheer size of company,Great place to work fulltime,5.0,"""Great place to work"""
118,AT&T,Toxic working environment. Only want to hire 18-20 yrs olds and eventually get rid of seasoned employees.,Steady Paycheck that you can rely on.,2.0,"""Unhappy environment"""
119,AT&T,Sales and commission with a lot of pressure to make numbers; sometimes to the detriment of moral or ethical standards. Mostly a popularity contest because even if you’re a top performer the opportunities for advancement are based mostly off what others opinions of you. High-stress environment.,Good money and benefits.,2.0,"""Popularity Contest"""
120,AT&T,the pay was not great,fun easy low stress good environment easy to work with,3.0,"""good"""
121,AT&T,the system is a nightmare,the sales position is tough but manageable.,5.0,"""great company"""
122,AT&T,Opportunities to move up the chain.,"Constant innovation, change and good work life balance.",5.0,"""Solid company"""
123,AT&T,I have no cons about AT&amp;T,Great benefits and great atmostphere throughout the company. Worked in several different locations and still have a great experience.,5.0,"""Awesome Company"""
124,AT&T,Sometimes hours can get a little overwhelming.,Great benefits and salary are great!,5.0,"""AT&T"""
125,AT&T,Scheduling issues always at this location.,Known company in the industry,2.0,"""Ugh"""
126,AT&T,"AT&amp;T is a bit like the Titanic. Its technology stack is aging and it's very slowly turning toward modern technologies. Also, just like the Titanic after it hit the iceberg, AT&amp;T is a slowly sinking ship. Layoffs are a constant way of life and have been for over a decade. Most recently, they've been laying off in a very shady way - laying you off but forcing you to accept a contract position with an external vendor who will then lay you off in a year. This allows AT&amp;T to effectively lay off staff without paying expensive severance packages.","Flexible work environment and schedules including generous telecommuting and flexible hours. Some offices have fitness centers and showers which made commuting by bike practical. Pretty good discounts on wireless services, TV (DirecTV or AT&amp;T TV Now, or U-Verse), Internet (if you're in an area where AT&amp;T provides service). 401k match. Decent (but not great) medical benefits with HSA. Tuition reimbursement.",2.0,"""Keep looking over your shoulder"""
127,AT&T,"No loyalty. the executive eat the companies resources, they don't hear their employee. bureaucratic culture.",the company is good to start the job,2.0,"""The company is good for a graduate job, after that they want to hire the best with no appreciation."""
128,AT&T,Poor work/life balance High stress Long hours Unstable career Poor leadership,Great benefits Paid time off Own company vehicle Flexible schedule,2.0,"""Long hours with high pressure but big benefits provided"""
129,AT&T,very stressful not for everyone,you can learn alot and get paid well,4.0,"""AT&amp;T"""
130,AT&T,Not applicable love this job,"Care about employees, have many opportunities to grow within. They provide many incentives and awards.",5.0,"""Retail"""
131,AT&T,Things can be very complicated and levels of decision maker,Technology Drives the company and customers,5.0,"""Good place to work"""
132,AT&T,I have no cons to share,Great at developing their people. Work flexibility,4.0,"""HR Pro"""
133,AT&T,Upper management forgetting where they came from and forgetting the true worth of a valuable employee.,"The training, people, and culture is a reason you will enjoy going to work everyday.",4.0,"""A company where you can grow."""
134,AT&T,"Processes and procedures are EXTREMELY difficult to work through. Company CRM / Portals etc are hard to work with, old and there are 100's. Almost impossible to move past a Level 2.","Direct management is great. Benefits are stellar. I have experienced 0 micromanagement, however if you need help there is always someone around willing/able to lend a hand.",4.0,"""Hustle and Win"""
135,AT&T,"I don't know yet, I'm new.",Company car &amp; Benefits,5.0,"""I'm excited to start and need some advice."""
136,AT&T,none at&amp;t is a great company,great pay good benefits growth,5.0,"""great job"""
137,AT&T,I honestly have no cons but if I have to find something it will be the hours but you get pay OT so not really a con lol.,"AT&amp;T has been a blessing for me and my family I started over 2 years ago and work myself up to store manager. If you’re hungry, competitive and looking to make a change, AT&amp;T is the right place for you. I love the environment great benefits! I love this company and everything it has provided for me!",5.0,"""The BEST COMPANY"""
138,AT&T,Budget and operational priorities compete with EH&amp;S priorities.,Very fullfilling work with leadership support.,5.0,"""Environment, Health and Safety Program Manager"""
139,AT&T,Lots of layoffs Lack of job security Micro management at the worse level,Lots of skills acquired Good pay,2.0,"""Decent"""
140,AT&T,Need Better health benefits for management,Best place for young college grads,4.0,"""Overall Great company"""
141,AT&T,"Not much work/life balance; if you're not on the tech side of the house, you have little to no long term value.",Good opportunities for further education relating to current technical environment.,4.0,"""I great place to work if..."""
142,AT&T,Medical deductibles are high now.,Can move around.,4.0,"""Great Company!"""
143,AT&T,Company doesn’t care about you at all,Decent pay and benefits,3.0,"""Decent pay but tough cokpany"""
144,AT&T,"Nothing about the company, I wish the HQ was located somewhere with a beach though",Diversity and Inclusion. Great company culture. Positive and Encouraging work environment,5.0,"""Great Place to Work"""
145,AT&T,The operating system you work on glitches and slows down transactions.,"Great pay, great culture and in depth training",5.0,"""Favorite job so far"""
146,AT&T,I can't think of a negative about this company at this time.,"This company puts so much into their employees, they give an abundance of training and skills for you to succeed. They want to see you succeed just as much as you want to see yourself succeed. You get what you put into this job.",5.0,"""Great Company and management"""
147,AT&T,More Work Life Balance - even in Union Environment Scheduling Review,Excellent Benefits Multiple Buckets for Sales Opportunity for Advancement Work Life Balance Promoted Great Team Work Atmostpher,4.0,"""Love Telecommunications"""
148,AT&T,-Incompetent managers who believe everything from corporate is right. -Inability to adapt to new technologies,"Good pay, and employee benefits",3.0,"""Decent college job (FROM SUMMIT WINNER)"""
149,AT&T,"Everything. Customers were the absolute worst, but it was collections and not a good fit for me.",Pay was decent. Coworkers were nice.,2.0,"""The absolute worst"""
150,AT&T,Training is not adequate. More sales oriented trainings are available.,Large team to work. Ample opportunities to learn and grow.,5.0,"""Good place to work."""
151,AT&T,Despite being a Union job they cannot and will not save you when Surplus conditions come along. Don't believe the hype. You do not have to join.,The first Telecom company and leader in the field of Telecommunications,5.0,"""Best Job Ever"""
152,AT&T,"VPGM in Charleston will lie to you if it will help him, so don't trust him. In retail locations the union protects people who should be fired and punishes those doing their job but don't have seniority yet. Management is not very stable because VPGM likes to move them around regularly. ATT internally stands for ""at this time"" because of all the changes, which is not a con by itself. The con is they don't care how these changes effect their employees just the bottom line. I have been with this company over 10 years and the future is not bright without some changes.","Decent pay if your very good at sales, non management benefits are ok. You can win stuff with sales in retail locations.",2.0,"""Don't trust VPGM in Charleston"""
153,AT&T,You're a number on a spreadsheet. Even if you exceed goals you aren't doing enough.,You can work as long as you want.,2.0,"""long hours, no support from management"""
154,AT&T,Management does not care about you the company does not care about you as a wire technician you are bottom of the barrel home life and hours are not the greatest there is not opportunity to promote within the company as seniority gets everything and working hard and quality of work gives you nothing. Also the company is all about saving a dollar a dollar and laying off more people than hiring,Pay is good for entry level position and Benifits are good with discounted phone cable and internet.,3.0,"""Wire/premise technician"""
155,AT&T,micromanaged politics working in different climates inexperienced managers unpredictable work hours,great benefits time off in house training safety is a priority,3.0,"""Benefits where great but too much politics"""
156,AT&T,"If you're in Mobility, there is no upward movement. If you're in a call center, brace yourself for back to back calls. If you're in collections, well, that probably speaks for itself. Folks don't really ""want"" to talk to the receivables department. If you to manage to make it to a Leadership position. Beware, AT&amp;T has been cutting Management rolls since 2017. This makes teams larger with less 1 on 1 time available.",Good pay and excellent people,3.0,"""Working at AT&amp;T"""
157,AT&T,"Numbers driven, bad management, poor communication between management and sales staff",Big company good benefits worldwide room to grow good starting salary,3.0,"""At&amp;T"""
158,AT&T,can be surplused at anytime,good benefits and work life balance,2.0,"""networking, Big Data"""
159,AT&T,Don't really care about the employees,"Lots of overtime, company vehicle",2.0,"""Install troubleshoot att products"""
160,AT&T,A lot of movement around you as far as management is concerned,Hours are great and they work around my schedule,4.0,"""Solid Part time"""
161,AT&T,"Sometimes there is not enough notice given when changes are made that affect quotas, sales compensation, rules of engagement. Certain processes should be brought in house especially on the service implementation side.","The vast portfolio of technologies and business solutions available to customers. Tons of career options, the company encourages you to move around and advance within the company. There are business units within the company that are the size of some fortune 500 companies so there are plenty of opportunities to grow your career.",3.0,"""Great Place to work"""
162,AT&T,hours no leads management salary,good atmosphere nice peeps benefits,3.0,"""hello"""
163,AT&T,"It's sales, so lots of prospecting and funnel building","Lots of resources and learning on the job, awesome people.",4.0,"""Great pay, high expectations"""
164,AT&T,High goals with slow traffic,"Good commission, flexible hours, good benefits if you hit goals",5.0,"""Assistant Manger"""
165,AT&T,Poor policy’s. Linked to corporate,I can’t think of any,1.0,"""Stock market policies"""
166,AT&T,"Corporate decisions and policy, pay structure",The atmosphere pay and opportunities to move up are all great.,4.0,"""Great part time work"""
167,AT&T,"Hard core selling of products to the point of telling yourself.. “am i really pushing this product that bad to every customer, even though they truly don’t need it”.... but then again, it’s like any other sales job","Decent pay,$ incentives for student employees",4.0,"""Fair experience"""
168,AT&T,"Company no longer wishes to remain within federal regulatory constraints. When enough customers leave the company landline/fiber services, the company will no longer hold a majority of communication services. No interest in placing more underground services will lead to less tax base for communities.",Outside Technicians enjoy very good salary and benefits.,2.0,"""Company Aspires to be free of Regulatory Constraints"""
169,AT&T,Massive Lay off every quarter. Leadership losing valuable talents with no regards to employees and the effort they have put in to their jobs and for the company.,Steady Job. Good people work in this company.,1.0,"""Loyalty Doesnt matter to AT&amp;T"""
