,title,rating,pros,cons,company
116,"""Great company""",5.0,Strong culture and lots of great people,"As with most large firms, there are a lot of layers and committees and approval processes",Morgan Stanley
117,"""Decent Place to Start your Career""",3.0,Teams value your work and performance,Low Pay and Short Staffed.,Morgan Stanley
118,"""Overall unsatisfactory""",2.0,some really nice people and good cafeteria.,"Not great for junior people. Working hours were exceptionally long (8-8 was more than normal, often longer) and compensation much lower than the median. Huge mismatch between the pay and the expectations. Lots of stress and high responsibility, micromanagement, mandatory weekend work all the time despite really low comp. No free food or even drinks like coffee or tea in the office, had to pay for everything.",Morgan Stanley
119,"""Great Place to Work if You Are a Hunter""",4.0,Great brand equity and name recognition,Long hours and it takes time to build your business unless you bring a book with you.,Morgan Stanley
120,"""Like working for Morgan Stanley""",4.0,"Great culture, smart peers, efficient institution",No serious cons at Morgan Stanley,Morgan Stanley
121,"""Company culture is hard working""",4.0,-great exposure -global company -deal flow is strong,-long hours -have to work hard -competitive nature,Morgan Stanley
122,"""Morgan Stanley review""",3.0,Insurance coverage is appropriate and there are many levels to select from.,Poor management skills at branch level,Morgan Stanley
123,"""Call Center""",3.0,"Nice workers, set schedule, paid for lunches","Terrible training. no incentive, no chance for promotion",Morgan Stanley
124,"""Decent Job""",4.0,Exposure to Morgan Stanley which you would not get at another Fund Admin,Minimal room for growth within MSFS,Morgan Stanley
125,"""DCM""",3.0,Small teams allowing a lot of responsibility on deals,Limited career progression opportunities and information from management around what is required (revenue targets are ambiguous and moveable),Morgan Stanley
126,"""Great company that offers support in growing business and training to be a great advisor.""",5.0,Offers a lot of support and resources to excel in growing your business. Focused on being competitive with other financial services companies and consistently improving the CRM systems and ease of working with clients.,Could provide more training for new hires. Difficult to ramp up commission and to be successful when not working with a Senior Partner or Team. Very independent oriented work-place culture.,Morgan Stanley
127,"""A great company to start you career""",4.0,Amazing training program for new graduates,Work depends on the team that you get.,Morgan Stanley
128,"""Great company""",4.0,"Opportunities are unlimited, earnings potential is very high",Only someone driven with an extensive network will be successful. Not suited for introverts or anyone who wants to depend on others to make it.,Morgan Stanley
129,"""Great Company""",4.0,"Great benefits, great work tools",Sometimes worked in silos. Need more communication.,Morgan Stanley
130,"""Associate""",4.0,"Good culture, good people, work life balance",Politics as Usual as a great artist once said,Morgan Stanley
131,"""great!""",5.0,"very welcoming, great company culture, pay is amazing, pto, open to move up the ladder",none so far yet will let u know,Morgan Stanley
132,"""Best investment bank""",5.0,"Great people, meritocracy, good mobility",Everyone is doing more with less,Morgan Stanley
133,"""Great Opportunity""",5.0,Very friendly and always willing to train you in anything that you may need.,None that I can think of.,Morgan Stanley
134,"""Tough but fair""",4.0,"Work your own hours, ability to make as much as you want, compensation based on performance","Difficult to build book of business, lofty monthly quota numbers",Morgan Stanley
135,"""Rough Hours""",4.0,good culture and kind people,long hours and boring work,Morgan Stanley
136,"""Analyst""",3.0,Great resume builder. Annual cost of living bonus. Standard hours 9-5.,Limited career opportunities for certain geographic locations. Office politics and bureaucracy very prevalent.,Morgan Stanley
137,"""Great Brand but goodwill dwindling""",3.0,"Great training program, strong platform",Ancient middle management more concerned of feeding younger advisors books to the senior advisors so they dont leave for a check.,Morgan Stanley
138,"""Great Benefits""",4.0,16 weeks maternity leave! Great medical dental options. 4% match 401k vested after 1 year plus fixed contribution based on salary for employees under 100k. Vacation and Sick pay is good. Dependent day care and healthcare reimbursement accounts. Great management team and room for growth. Bonuses!,Poor market can lead to small raises,Morgan Stanley
139,"""Good""",3.0,Good learning opportunities at the firm,too much of focus on bottom line that some people feel let out,Morgan Stanley
140,"""Excellent culture""",5.0,Very good work-life balance as compared to similar companies in the industry,"Some inescapable bureaucracy, as I imagine is the case at other firms as well",Morgan Stanley
141,"""Decent Employer, But Management and Culture Needs Work""",3.0,"Decent comp, great experience, good professional development and friendly people.","Management is weak, moral is mediocre at best, culture is weak, turnover is high and bureaucracy tends to get in your way. For me, after any many years, it became a place that was no longer fun to work at.",Morgan Stanley
142,"""Vice President""",4.0,Collegial and great people to work with,Slow paced and too much technology spending,Morgan Stanley
143,"""Great place to work and gain a tremendous amount of knowledge.""",4.0,Many resources available in gaining the necessary knowledge to succeed.,The management structure changed to often.,Morgan Stanley
144,"""Great place to gain industry experience""",3.0,You really learn a lot about the basics of working in an brokerage firm. Great benefits and 401k package with matching.,Too much focus on sales strategy on promoting banking products.,Morgan Stanley
145,"""CSA at MS""",4.0,"Good benefits, excellent systems, onsite doctors and other services.",Very little vacation days to start with.,Morgan Stanley
146,"""Great Place to Work""",5.0,Excellent place to work. Laid back work environment and lots of opportunity for growth.,Work is slow at times.,Morgan Stanley
147,"""Great Firm to work for right out of college""",5.0,Learned a lot in first two years after college,Very long hours and weekend work,Morgan Stanley
148,"""Associate Vice President""",4.0,"Global brand, great on resume",A lot of red tape,Morgan Stanley
149,"""Reach to the moon but you only get raw materials""",3.0,"-Had the opportunity to work for Morgan Stanley (Great brand name, and resources) -Series 7 &amp; 66 -Salary and good benefits -Uphill learning curve for investments, Retirement, etc. -Full autonomy -Technology and platforms are outstanding","-Expectations are unrealistic. -If you don't hit your quota, you don't receive your commission(s). - Managers are strictly stuck in 1980's mentally. (doesn't even know Linkedin) -Most Senior advisors well in their 70's won't retire, nor give up their book of business. -no vacation days (got back from vacation, and got fired :) ) (Best vacation, and life experience I've done though ) -figured this route was not for me, I applied internally for another career path, and got ""ghosted"" by Human Resources in New York. - You are on your own, it is self taught, and expectations are maintained.",Morgan Stanley
150,"""Finacial Advisor""",2.0,The company environment is pretty laid back.,"The management is atrocious and couldn't care less about you, only their bonuses.",Morgan Stanley
151,"""One of the best financial firms to work with""",4.0,"There is not a financial product or service that the firm cannot offer. The technology is second to none. At the end of the day if you want to build a successful business, there are not too many other firms that offer what MS has.","Because the firm is so big, it is basically run by lawyers with many managers operating from the standpoint of not losing their job. I miss the days when it was smaller and local managers could make things happen. No longer unfortunately.",Morgan Stanley
152,"""IBD""",3.0,The pay is generally good,The hours are generally long,Morgan Stanley
153,"""Excellent company to work for""",5.0,"Diverse culture, great work life balance and excellant opportunity for growth",Dont really have any cons to add,Morgan Stanley
154,"""Sometimes Good Sometimes BAD""",4.0,Job is purely based off of the FA/team you work for. If you have a good chemistry the job can be rewarding but if you don't...your life can be tough,^The FA/team can be a pro but also con. Also you don't get that many vacation days.,Morgan Stanley
155,"""NA""",4.0,compensation and ample of opportunity to learn,Management need to improve more,Morgan Stanley
156,"""Average Experience""",3.0,Challenging - that's all I can say,Work in silos - thats all i can say,Morgan Stanley
157,"""Great place to work. Amazing culture""",5.0,Culture and values Work life balance,Compensation slightly below industry par,Morgan Stanley
158,"""Great firm, great team""",5.0,"The firm is great, really give you opportunities to succeed and make yourself stand out","The hours are obviously long, and it is hard to find time outside of work to do stuff",Morgan Stanley
159,"""WMA""",3.0,They offer most every product your client could desire.,"At least on the advisory support side, I found little room for advancement. Operation and back office may be different.",Morgan Stanley
160,"""Great Internship""",5.0,Helpful and happy people all around,Seemed to be a bit squeezed with current economic conditions,Morgan Stanley
161,"""Overview""",4.0,Great resources tools to help bring in new prospects,Short time frame to build practice. 3 year training program but you're terminated if you do not bring in $50K Asset Revenue/$5MM plus AUM in a year.,Morgan Stanley
162,"""good place to start out of college""",4.0,brand name lots of opportunities to grow and learn lots of training offered many opportunities to network,some teams have very repetitive work high turnover low pay,Morgan Stanley
163,"""Good""",4.0,Great culture. Good values. Opportunities to Learn. Mobility,A bit underpaid Structure Unexpectable Workload More words,Morgan Stanley
