,title,rating,pros,cons,company
92,"""Not Recommended""",2.0,"On rotating reserve vs. straight reserve--every other month you get a schedule (""line"").","Uniforms were toxic, point system for being sick due to toxic uniforms, difficult to transfer bases, difficulty dropping/trading trips, terrible management, only get vacation when they decide, nearly impossible to non-rev to work or for vacation, low paying",American Airlines
93,"""Corporate America's ""Heart of Darkness""""",1.0,Great food in the company Cafeteria.,Management unable to let experts do their job.,American Airlines
94,"""Excellent experience""",5.0,"Excellent employer, great flights, excellent layovers!",Leave extra time from employee parking lot to airport on shuttle.,American Airlines
95,"""Opportunities abound""",4.0,Working for the largest Airline in the world. Travel privileges Opportunity for growth,Personal travel is NOT guaranteed. Potential to get lost in the shuffle,American Airlines
96,"""Review""",3.0,You get great flight benefits,It is a 24 hour operation,American Airlines
97,"""pilot""",3.0,"Good pay, good equipment, decent sched,","As an employee of a join company was treated as ""one of them"". Other typical drawbacks of an older company such as ""That's the way we have always done it.""",American Airlines
98,"""Good place to work""",5.0,"Travel benefits, and good team building.","Fairly long hours, but worth the effort.",American Airlines
99,"""Excellent company and to work for and motivating environment""",5.0,The benefits including insurance are incomparable.,The instability of a social life and quality of home life can be frustrating.,American Airlines
100,"""public speaker""",2.0,good topic selection is important,sometimes change subject and going to other way,American Airlines
101,"""Not good as it used to be before merger""",2.0,Laid back culture And good work life balance,Too unstable due to leadership,American Airlines
102,"""As good as any of the majors""",3.0,"Donate lots of planes, people and time to the Gary Sinise Foundation",Executives all got big payouts when the airline went bankrupt several years ago. CEO acts like the airline is a big regional instead of a major international carrier.,American Airlines
103,"""Good company. Bureaucratic.""",4.0,Broad growth opportunities throughout the organization.,Too many corporate team members with their own agendas.,American Airlines
104,"""Great company to work for! Everyone was extremely helpful.""",5.0,At American you are pushed to be the best you can be.,There are no cons in my short time there.,American Airlines
105,"""Great career and leadership opportunities! Culture is hit or miss depending on your leaders/organization.""",4.0,"I continue to have great leadership and career opportunities. I love the people I work with. Looking back at when I started at American, I’m amazed at how much I’ve learned, my personal growth, and the exciting work I get to do every day. I come to work thinking, “do you know who I am? Are you sure you want to trust me with all of this?!” Amazing opportunities!","Culture and bureaucracy is sometimes a drag. Depending on who your leaders are and the organization you work in, you can have drastically different professional and cultural experiences. I’m thankful for the experiences I’ve had, but many of my colleagues have had drastically different experiences. On the topic of culture, I’m sometimes amazed at how my team and I are treated by leaders around the company. I wonder if I can see myself at American long-term if the culture, personalities and behaviors of our leaders today is acceptable and does not change.",American Airlines
106,"""Travel for free""",4.0,"Free travel, good benefits, decent pay","Work holidays/weekends, stressful, very fast paced",American Airlines
107,"""good""",4.0,very very very good benifits,bad managment and supervisors on duty,American Airlines
108,"""Great company""",4.0,Reserve months are a bit of a challenge but on your line months you have more flexibility.,The old flight attendants need to go; it is a nice feel good story to say you’ve been flying for 30+ years but they need to retire. They hold up the upward mobility of those junior to them. At some point it makes you wonder how they manage to pass CQ each year.,American Airlines
109,"""Customer service agent""",5.0,"Flight benefits, vacation time, sick time, and pay is decent,","Working holidays, weekends, open 365 days a year even with bad weather",American Airlines
110,"""It’s all about who you know""",2.0,"Flight Benefits, pat and flexibility once you hit high enough seniority",Playing the yes man game to get a promotion.,American Airlines
111,"""Best career ever""",5.0,"Everything..... great job, great people, good benefits and after a few years great pay. Best 15 years of my life.","Reserve (on call) , it’s all about seniority. Seldom see a holiday off until you’ve been there a long time! You get used to it!",American Airlines
112,"""Not a very understanding atmosphere""",1.0,Benefits were great but you never got to use them due to your work schedule,Not very understanding management. They tried to avoid resolving issues.,American Airlines
113,"""Great Benefits, horrible management""",2.0,Fly around the world for free,"Management doesn't appreciate you as a manager yourself. They only care for the union employees. Everyone tries to stab you in the back just to get one step higher. Equal opportunity is getting out of control with AA, as you can see people of color and women climb the ladder faster than white males with more education, more experience, and better qualification. I am all for equal opportunity but to be passed up for the only reason that they need more ""diversification"" in upper management is not right. (I was told this by a VP)",American Airlines
114,"""Good""",4.0,They are great in everything,You need to work really hard,American Airlines
115,"""nice Company""",5.0,The benefits are amazing and its a big company,There is really nothing bad I can say,American Airlines
116,"""Rewarding career""",4.0,Great company to be a part of.,Had to leave for personal reasons.,American Airlines
117,"""General Info""",1.0,Flight privileges are ideal new routes every year,"Management, pay, no real growth, favoritism and bias",American Airlines
118,"""Good for people not needing to be home""",3.0,"Get to see the world, meet new people","If you have a significant other or animals, its very hard to be away from home",American Airlines
119,"""Cheap Flight Reservations Deals""",4.0,"While traveling with Airlines, sudden hiccups are generated due to unplanned process without any notifications. That is the main reason to rectify them you need a professional expert, as some hiccups needs professional instructions to deal with them like changing of reservations date, what are the extra baggage fees, how to apply promo codes, and many more in that situation American airlines reservation number will help you by providing the best assistance services.","bad hours, less pay, strict rules, more work, hard",American Airlines
120,"""It used to be good""",2.0,Benefits and flexibility. Able to live in any city and commute.,Management moves around a lot and they can’t keep track of employee issues. Airline industry has changed and the clientele is crazy. QIK system has too many errors and is slow as a sloth and causes huge lines when there are weather events. Cannot help customers in a timely manor when flights are delayed and cancelled.,American Airlines
121,"""Customer relations""",3.0,"Great benefits, including free flights and healthcare.",Mandatory overtime do months at a time. You don’t only do well if your a favorite by management. Raises are pathetic and pay varies greatly among employees.,American Airlines
122,"""Ok""",2.0,"Fly for free, Not micromanaged","Shift bidding, union is joke",American Airlines
123,"""Great company and experince""",4.0,Flight benefits and company culuture,Minimal promotional opportunities and management issues,American Airlines
124,"""Going for Great, but falling short""",3.0,Really flexible work schedule Ability to travel Work with a diverse variety of people,Minimum profit sharing for largest airline in the world Sick policy Work hours can be very long,American Airlines
125,"""Great culture and benefits""",4.0,"flight benefits, casual relaxed environment",Need more vacation days. Difficult to advance,American Airlines
126,"""worth the travel benefits""",4.0,"incredible travel privileges and decent insurance coverage for part time employees, excellent formal training program in Dallas","poor on the job training environment, impersonal corporate culture, non-professional behavior from some employees seems to be tolerated",American Airlines
127,"""Flight Attendant""",5.0,"Travel, great layovers, meet new people","Long days, time away from family",American Airlines
128,"""It's Ok""",3.0,work from home flight benefits decent pay,mandatory overtime basic pay work from home ending in 2020,American Airlines
129,"""It ok""",3.0,You are able to have flying benefits,There short lack of leadership,American Airlines
130,"""Good place""",5.0,Very professional company I really recommended,Treatment well in all aspect,American Airlines
131,"""Airport Gate Agent""",4.0,"Union pay, free flight benefits, full benefits package including medical, dental, vision, AD&amp;D, life, spouse life, Hyatt Legal, pet care and more! UNION PAY is the biggest draw and of course free flights!","Overworked and stressed at gates. Company oversells flights, passengers get mad and scream at us.",American Airlines
132,"""Instructor""",4.0,"Identify with different work groups , train different people, constantly working with new people. Rewarding most days Great benefits Good look on your resume",At times toxic work environment. Management doesn’t support all employees Favoritism Never know what day is your last day,American Airlines
133,"""Ok company to work for, perks are great.""",3.0,Exposure to a lot of other groups within the company that make the wheels turn. There are really nice people in HDQ. Company is open to position jumping into different departments every 2-3 years in order to give yourself more exposure to the airline operations.,"Managers are giving those roles by kissing up and being a parrot to their manager/director/managing director. The wrong, unqualified people are promoted. Its a 50/50 chance you'll get a self serving, egotistical, narcissist manager or director, which very likely, does not understand the role you perform, yet wants to second guess your actions. You'll only get a raise or promotion if you jump though different departments moving up levels and salary, but the company is ok with that.",American Airlines
134,"""Reservations/Airport agent""",3.0,Network with top twit elite passengers. Gain a lot of troubleshooting experience Exceptional travel destinations,"Concierge Customers are used to having the red carpet rolled out for them so even if you are giving your best and following policy, someone will waiver and give them all of what they asked for, that you denied, all because they called back and got someone else that didn’t want to argue with them or think they are entitled due to their elite status. Everyone isn’t on the same page nor do they keep consistency to make your job easier. Delays due to maintenance grow more and more",American Airlines
135,"""Growing in diversity and inclusion""",5.0,American is going in the right direction to improve in diversity and inclusion in management. Flight benefits are of course great to have.,No real cons at this time,American Airlines
136,"""Former employee""",2.0,"Two raises per year, good insurance plans",Stressful environment physically and mentally,American Airlines
137,"""Great company to work for but they under pay""",4.0,"Flight benefits, great environment, everyone is willing to help","Pay is super low, not a lot of growth opportunities in certain departments",American Airlines
138,"""Great""",5.0,Great benefits and you grow quickly,Not any at the moment.,American Airlines
139,"""company culture is negative""",3.0,great pay rotating reserve is a bonus,flexbility is dwindling and the company culture is very negative.,American Airlines
140,"""I got a letter from American Airlines , asking me if I’m interested working tor 30 years .""",5.0,.great job working on line mtc,Working midnights on line at LGA,American Airlines
141,"""Pays the Bills""",3.0,- Flight Benefits - Your work schedule can be adjusted to your liking since you are salary.,"- Toxic culture - Skills don't matter here, its who you know mainly. - No growth as a power plant Engineer. - Still running with 1990's processes and procedures. - Pay is not great compared to competition. - No real ""Engineering"" work is done. Just a routine comfortable job.",American Airlines
142,"""Can’t go wrong""",5.0,Travel benefits were great. I couldn’t complain.,Doug Parker is a terrible CEO,American Airlines
143,"""practice what you breach""",3.0,"travel benefits, time schedules very flexible",rules and policy change to fast,American Airlines
144,"""Great Place to Work""",5.0,Great family team work great way to encounter different peole learning new things,when have to rebook it can be very hard,American Airlines
145,"""great benefits high level of stress""",4.0,pay benefits get to travel,"micromanagement , stressful environment, under staffed",American Airlines
146,"""I started with America West in 1989 and retired from American in 2018""",4.0,Excellent travel and health benefits,In my position the work was very repetitive on a day to day routine,American Airlines
147,"""Flight attendant""",5.0,"Great company, good coworkers, high pay and travel benefits",Away from home too much,American Airlines
148,"""Greedy""",2.0,- some degree of flexibility - being able to travel around the world,"- pp with reserve months lose almost complete control of their schedule and rhythm. Sometimes all-nighter flights, sometimes early morning flight. pretty bad for health. - company tries to cut cost at every corner. And there's a saying that AA uses a dime to save a nickel. - poor management due to lack of education. - minimal career growth / perspect",American Airlines
149,"""Solid Airline""",5.0,"great teammates, great benefits, largest airline in the world","Shaky industry, tough airline competition, huge airline causes challenges",American Airlines
150,"""Flight Attendant""",3.0,"Promoted quickly, friendly employees that care about you",Profit sharing and hard to get on flights,American Airlines
151,"""Trash""",1.0,"Flight Benefits, fair pay. Regular co-workes",Horrible management. Just another employee number.,American Airlines
152,"""Car""",4.0,"Great expensive benefits, flexible,","Management sucks, company is greedy ,",American Airlines
153,"""Ok""",2.0,Flying benefits and medical benefits,No consistency in managements directions,American Airlines
154,"""Nice place to work""",3.0,"Professionalism, secure work environment, good culture and humane values",Can improve with IT Hiring strategy; needs to get better with retaining valuable IT Talent,American Airlines
155,"""Terrible Place""",1.0,"None at all, nothing I really mean nothing",Everything you see in the movie Office Space. Terrible people in leadership positions. Everyone there in a worker role is miserable. Ask any flight attendant next time how the perceive the company.,American Airlines
156,"""Good""",5.0,Nice in every aspect .good,Bad hours to work with,American Airlines
157,"""Great Company Great Benefits""",5.0,Flight Benefits and You can Tradeoff Your Shift,Lots of Unexpected Mandatory Overtime,American Airlines
158,"""Great Company!""",4.0,I learned great leadership and management skills I worked with awesome people and teams I traveled around the world for work and pleasure,Each person must take personal responsibility for their own individual daily effort. Every company has pros and cons. Every job is what you make it. I didn't have any unique negative experiences. I was usually able to get assistance to resolve questions or concerns. I'm grateful for the opportunity I had. It's a great company,American Airlines
159,"""Decent but don't make a mistake""",4.0,"Pays better than most airlines, very structured and good people",fail to keep customers happy and no room for mistakes,American Airlines
160,"""Overall disappointment""",1.0,Great opportunity for new graduates and empty nesters who are just looking to travel.,"You'll never have a routine or work- life balance. You are only compensated for flight time, meaning a 12+ hour days and only paid for 7... Not a fulfilling job at all. You deal with the awful morale of the company and poor management. Unless you want to be a glorified coke pourer and pick up trash for ungrateful people. This is not the job for you,",American Airlines
161,"""Ramp""",4.0,Flying benefits and giving away shifts,Management needs to be retrained,American Airlines
162,"""Great Travel &amp; Responsibility""",4.0,New experiences every day. Travel to new areas.,Management with a lack of understanding,American Airlines
163,"""Easiest job, but you put up with a lot""",2.0,"Flight benefits, easy “job”, mostly fun people to work with","Legal to work long hour days, no recognition for being good at your job most of the time. Management has not been helpful when I’ve needed them, too many loopholes in contract, too many constant changes that employees cannot keep up with. It’s obvious the company cares more for management than employees represented by unions (flight attendants/pilots/maintenance).",American Airlines
