,title,rating,pros,cons,company
35,"""Crude hauler, Driver""",5.0,"GREAT company, mgrs look out for us. Benefits are excellent. Start off with vacation day 1. Allow transfers",Safety meetings could bring in fresh material to keep it more interesting.,Enterprise Products
36,"""My Job Experience""",5.0,Great internship experience overall and great people.,We were not able to work full time.,Enterprise Products
37,"""Overall view""",3.0,Pay and benefits.,Management attitudes but they have been changing for the better.,Enterprise Products
38,"""Unethical company to work for the HR department has never been there for the employee when needed""",1.0,There are no pros working for this company,HR is absolutely useless when employees need assistance,Enterprise Products
39,"""Pipeline technician""",5.0,Awesome place to work. Good leadership.,Not really anything to complain about. It's been awesome.,Enterprise Products
40,"""Supervisor""",3.0,Work along side many intelligent people and have access to upper management.,Ran as a thin company and requires a large commitment after normal business hours for low pay.,Enterprise Products
41,"""Great company with values""",4.0,"Great insurance, 401k matching, good pay and room for growth within the company. depending on department/manager. Management cares about employees.","More training opportunities to learn different aspects of the business would be nice. However, we are offered training it's just dependent on your boss and budget availability.",Enterprise Products
42,"""Commercial""",1.0,Benefits and bonus are competitive,"Leadership, company culture, and nepotism",Enterprise Products
43,"""Great company!""",5.0,Great company! Good opportunities for new employees!!,Maybe more formal review process would be beneficial!,Enterprise Products
44,"""IT System Programmer""",3.0,Good benefits and bonus. Stable job,"Not enough time off, no comp time, too much red tape.",Enterprise Products
45,"""Job Review""",4.0,Excellent challenge vs rewards and requirements to better yourself.,Murky policies and hesitancy to confront certain issues.,Enterprise Products
46,"""Good Company!""",4.0,Great benefits and every Friday is a half day.,Not much room for growth.,Enterprise Products
47,"""Bad Management Good People""",1.0,"- The People - One of the best aspects of working at Enterprise was the people you interact with on a daily basis. The majority of the ""worker"" level people are smart, capable and friendly. - The Assets - Enterprise has a lot of assets that are well integrated and well run by the Operations team. This makes it much easier to do your job as a member of the team at the corporate office. - Bonuses - Once you get into the bonus pool, the LTIP and STIP are both very competitive.","- Management - From the VP level to Senior Management, there is a lot of incompetence and arrogance. The management team overall treats the employees of the company very poorly. They push them to work more hours and get more and more work done, but there's no appreciation for the dedication. Employees are regularly scolded or reminded that they are replaceable. - Lack of upward mobility - There is very high turnover at Enterprise, so you would think this would result in a lot of merit based promotions, but that's not the case. Promotions are regularly given based on who you are friends with rather than the work you're doing. This creates discord among the employees and puts unqualified personnel in power positions.",Enterprise Products
48,"""Good Company""",5.0,Great work environment and good benefits.,It can be hard to get promoted because no one ever leaves.,Enterprise Products
49,"""Crude Oil Truck Driver""",5.0,Home every night; great benefits; good management,Marginal maintenance program in some locations.,Enterprise Products
50,"""Measurement""",1.0,Good pay and benefits pention,None really it was a ok place,Enterprise Products
51,"""Benefits""",5.0,Benefits are a plus. Good for someone that has to visit the doctor often or that has kids. They also have low Copays.,Not many chances for advancement. The politics here are like nowhere I’ve ever worked before. They seem to only promote who they know and/or who they want in the position as opposed to giving others the opportunity to grow.,Enterprise Products
52,"""Material Balance Specialist""",5.0,The great atmosphere and the company community involvement. Half day Fridays. The location downtown is great.,The difficulty of applying and actually getting the job without an internal employee's influence or referral.,Enterprise Products
53,"""Unusual Modus Operandi""",1.0,"Good benefits, nice work schedule, nice people","Enterprise doesn't tolerate people with disabilities very well. If such a person possesses top level skills and is a company favorite, they may keep their job; otherwise they will be transferred to one they can't physically handle in hopes they'll quit. Enterprise has the most illogical way of doing things. The bottom line is key. If you are happy in your job but they can find someone to do it cheaper, you're out.",Enterprise Products
54,"""Company used to be for the drivers but new management has taken that away...""",3.0,"Benefits ,uniforms, boots , big company","They don’t appreciate drivers!! No motivation by terminal manager ,dispatch big issues",Enterprise Products
55,"""Driver""",5.0,Lots of work to do,"Really don't care what the drivers say, a lot of times it's do it or else.",Enterprise Products
56,"""Painful lesson""",4.0,Worked with some good people. Training was good. Well prepared for natural disasters and emergencies.,Promotion opportunity very limited,Enterprise Products
57,"""Enterprise Products""",4.0,Great Management Flexible Schedule Ongoing training provided,Location Poor communication and collaboration across departments,Enterprise Products
58,"""Senior Analyst""",1.0,There are no Pros to write,Do not ever work here,Enterprise Products
59,"""Excellent Company to work for""",5.0,Benefits and work to personal life balance.,None at this time management is transparent,Enterprise Products
60,"""Excellent company to work for and benefits are outstanding.""",5.0,"Easy to gain access to training, emergency response team is easy to join, great co workers, competitive salary across the board.","Management lacks the ability to communicate well, the company is extremely hard to get on with, they have changed so many rules it's pretty easy to get canned",Enterprise Products
61,"""Pipeline tech""",5.0,its good pay and benefits,no cons that come to mind,Enterprise Products
62,"""Great People and Company""",4.0,"Very professional, nice people, fair salary","Maybe too professional, they say the dress is business casual but if you don't dress business professional (including heels) you don't fit in Have some fun guys! It's work not torture.",Enterprise Products
63,"""Good place to work""",4.0,Company has a lot of learning potential for anyone who is interested in the marketing and commercial side of the Oil and Gas industry.,There is no formal training or review criteria for new/younger employees. You learn via trial by fire and many things you are just expected to know without being taught.,Enterprise Products
64,"""Depends on which department you work for""",3.0,"Good pay, generous bonus and stock grants, company values doing the right thing in its operations.","Management is entirely top-down, lower and mid-level managers are not empowered to make decisions. Job performance motivated by fear of superiors. Corporate policies on dress, vacation, work schedule, and travel are freely modified to be far more strict and punitive based on what management feels their superiors expect. Some departments are very well-run, with motivated employees advancing based on merit and enjoying a professional work environment. Other departments are run by petty dictators managing by shouting, demeaning, and coercing workers while promoting favorites regardless of ability, experience, or qualifications.",Enterprise Products
65,"""Commercial Account Mangager""",3.0,Very good opportunities for advancement,Low job security; decisions throughout the company to promote and fire are made by one person only.,Enterprise Products
66,"""Great company""",5.0,"Awesome benefits, good people and supervisors.",Must pay for parking in downtown.,Enterprise Products
67,"""Driving for Enterprise Transportation Co""",5.0,Good Company I could not pass the physical,None that I can think of,Enterprise Products
68,"""Mont Belvieu Project Manager""",3.0,Working at Mont Belvieu kept you challenged and always moving. The number and variations of projects made it enjoyable to work. The vast amount of process equipment in the Mont Belvieu complex will expand your knowledge base.,What has made Enterprise successful is their ability to react to a market condition quickly. However that reaction normally required expedited projects. Many late nights and weekends.,Enterprise Products
69,"""Terrible Middle Management""",2.0,Good pay and work life balance,No leadership from Middle Management,Enterprise Products
70,"""Great work/life balance...""",4.0,"Great hours (1/2 day fridays), approachable upper management, strategic business planning around current assets, great bonus and stock discounts, & generous holiday schedule.","Glass ceiling for some departments, cross-departmental lack of communication on projects, expensive parking, sometimes have to do more, with less.",Enterprise Products
71,"""Project Manager""",4.0,"Exciting, fast paced work environment",Little focus on work/life balance,Enterprise Products
72,"""Mom and Pop Pipeline Shop""",3.0,Good benefits and flexible schedules.,Managers will go above and beyond to stunt your growth and mask their gross incompetence. The Mont Belvieu office operates like a family business **Nepotism**. Keep your career development goals to yourself...... your SHE-DEVIL boss may be offended.,Enterprise Products
73,"""Pipeline Operator""",5.0,"They have great training program well compensated for work Amazing benefits from beginning date Excellent health ins, 401k Team effort everyday","I have not found a reason to put a negative answer in this box due to my current status, everything has been good the company values and appreciation of employees",Enterprise Products
74,"""Approach with caution!""",2.0,The hush money is pretty good.,Management has very poor ethical behavior. If you demonstrate general decency and moral fiber you probably won't get promoted.,Enterprise Products
75,"""Good for the quiet""",4.0,"benefits, compensation, open office space","unexciting, MUCH more work is usually expected than what your job description implies",Enterprise Products
76,"""Love my job""",5.0,"Great benefits and if you put in the time, enterprise rewards you.",The worst employees are hard to fire.,Enterprise Products
77,"""Worst company in the Eagle Ford Shale area.""",1.0,Good pay and benefits. Safety minded company. Awesome people out in the field. Some supervisors are really great people. Schedules are OK.,"TOO safety minded!! Too much paperwork by one person to fill out in order to perform work and if you miss something you obviously get in trouble. Grown adults don't need to be babysat, but that's what EP wants. Put too much on the backs of the plant operators...not an operator friendly company. They expect operators to do the jobs of maintenance personnel. No bonuses. Communication between field and office personnel (mainly supervision) is horrible!",Enterprise Products
78,"""Enterprise employee""",5.0,"Good benefits, 401k, good pay.","Waste of time on meetings, only 2 mechanics to fix 50 trucks.",Enterprise Products
79,"""Great and ambitious company runned and owned by smart business people.""",5.0,Safety is a top priority. Great pay and benefits. Company gives you tools you need to do your job. Company appreciates hard working employees. Company keeps employees in the loop.,"Coveralls aren't my favorite, but it's hard to complain when everything else is above industry standards.",Enterprise Products
80,"""Aggressive company""",3.0,Want to get projects done quickly and you have the freedom to figure out why,Little to no assistance without hiring outside project help,Enterprise Products
81,"""It is fast paced. Never dull. They discriminate the ones with no degree. If you don't have one you will never move up.""",1.0,Their benefits are good. That's about the only upside to working at Enterprise.,Work work work without the pay to show for it.,Enterprise Products
82,"""Good company overall!""",5.0,"Pay seemed to be at or above industry standards, benefits and company culture were all good.",My particular supervisor was a bit manic but other than that the company was good.,Enterprise Products
83,"""Good place to work""",4.0,"Good benefits, good people, good company","Still has mom and pop mindset, but that's changing.",Enterprise Products
84,"""Pipeline Technician""",5.0,Best job I've ever had and awesome leadership.,The worst part is being on constant call even when it's not you time to cover callouts.,Enterprise Products
85,"""Watch yourself""",3.0,Good pay and benefits. Good area to work.,"As with most places, watch your back and don't try to improve anything. That will get you run off.",Enterprise Products
86,"""Nepotism at its best! Avoid it really is the Good Ol Boy network""",1.0,I'm trying to think actually. Back in the day before they moved to downtown they actually gave out nice Christmas gifts.,Look at all the other reviews. They are very true especially the nepotism part. I was there when they were off of 6-10 and 290. I had the absolute worst boss in the world. She had to be Satan's mistress! You couldn't convince me otherwise.,Enterprise Products
87,"""HOUSTON PAY ATTENTION""",3.0,"Steady, Great Co-Workers Could be so much BETTER !!!! Ok","Need Better Insurance (UNITED HEATHCARE) It is 200% BETTER, Coverage, Easier to Deal With. Better Equipment",Enterprise Products
88,"""Volume Analyst""",1.0,Not many when they lay you off at age 65 because you make too much money. I guess they don't believe that the longer you work at a company the more you will make.,They don't appreciate the work you do. They will lay you off afte ten years.,Enterprise Products
89,"""Great company to work for.""",4.0,Great benefits and relaxed work environment.,Pay is good but difficult to get raises.,Enterprise Products
90,"""Positive Experience""",5.0,"Great Group of People, Good work experience",Not enough work to keep working year round,Enterprise Products
91,"""Intern Review""",3.0,Engineering Rotational Development Program is excellent,Not enough opportunities for disciplines outside of mechanical and chemical,Enterprise Products
92,"""Nice place to work""",5.0,Both management and employees were great to work with.,Sometimes could be a little slow.,Enterprise Products
93,"""Strange Corporate Modus Operandi""",1.0,Not many can say they were happy and content at a job for nearly 20 years. I'm grateful for that.,Once this company ceased being privately owned it took on Corporate Mentality. Happiness and contentment is now irrelevant.,Enterprise Products
94,"""Excellent, Growing Company""",5.0,"Strong, growth oriented company with great asset portfolio. Lots of opportunities within the Houston Corporate office. Profit sharing program and good benefits.","Top-down management, can be stressful work environment in Houston. Connections are everything and being able to play the political game is integral in growth",Enterprise Products
95,"""Mostly great environment, little work""",3.0,"Most people are very friendly, with a relaxed environment. Managers are pretty informal and easy to talk to. Doing better than other O&G companies","B-O-R-I-N-G! Just not much work going on. The informal atmosphere can go a bit too far, as there's some borderline sexual harassment going on (people offering shoulder massages from across the room, other suggestive statements that are not office-appropriate)",Enterprise Products
96,"""..….....................""",5.0,The people are great to work with,Sick time could be better,Enterprise Products
97,"""Good Pay & Secure""",3.0,EPD is doing well given the energy climate. Lots of key assets and remains profitable. I believe pay is competitive with good benefits.,"The work can become stagnate, boring, and unchallenging - at least in the accounting area.",Enterprise Products
98,"""Not a great company to work for""",2.0,"401K, stock purchase, some flexible hours",No grade levels. No complaints through the management. Everything goes directly to HR. Bonuses are rare unless you are upper level. The company is not involved in volunteering.,Enterprise Products
99,"""Just an odd place""",2.0,"Decent benefits, pay was just ok","strange clicky high school setting, difficult to figure out",Enterprise Products
100,"""Distribution groups at Enterprise""",3.0,Stable company. Good financial outlook. Will weather the oil pricing downturn just fine.,"Constant micro-managing. If you aren't in ""chosen"" group, you don't matter and likely never will. Extreme nepotism.",Enterprise Products
101,"""Midstream Powerhouse""",4.0,"Good salary and benefits, challenging work and some opportunities for advancement. Enterprise has good senior management, and a track record of maintaining growth through strategic acquisitions and capital growth projects.","The current energy price collapse is affecting Enterprise revenues, and some layoffs have occurred. Very lean staffing levels in some areas, fairly high turnover, and lack of established management systems exacerbates work in some areas. Tendency to offer sacrifices if anything goes wrong, instead of identifying root causes.",Enterprise Products
102,"""Project Manager""",3.0,Good compensation and benefits. Job security. Colleagues are usually very friendly and willing to help. Downtown Houston location can be convenient.,"Being in the oil and gas industry, the job culture can be considered outdated. Some of the lower management can seem in over their heads and can tend to micromanage. The opportunities for advancement are limited outside of the commercial departments.",Enterprise Products
103,"""DISSAPOINTING!""",1.0,"You get paid the industry average for the job you do, benefits same as peer companies, field workers good that's it.","Where do I start? Bad supervisors, bad managers, bad directors, cronyism rampant, nepotism exists throughout, advancement only if your kin to another person in management, harassment of good workers while some do nothing at all and get praised.",Enterprise Products
104,"""Great company""",5.0,Good pay benefits people great work schedule,Long hours not for everyone,Enterprise Products
105,"""Accountant""",5.0,The pay and benefits are great!,I have nothing bad to say about the company.,Enterprise Products
106,"""Scheduler""",5.0,"Let's get real. YES, Enterprise is a giant corporation. YES, sometimes the corporate office is a meat grinder. YES, sometimes management is hard on you. YES, there are communications breakdowns across groups...blah blah blah. But let's get real, what major corporation doesn't have these issues?? You adapt and overcome and get on with it...Here's what I will say about my experience with Enterprise (and yes, I realize that there could be [read: are] others having wildly different experiences based on location, direct management, position, et al); in my experience if you show up hungry every day, work hard, learn something, and stay focused you will advance and you will be compensated for it. It sounds overly cliché, but it's not. I've had several managers both in operations and in commercial, some (ok one) of them very difficult, but I was still advanced and continued to receive merit increases because I refused to give in to the temptation of complacency. The culture of Enterprise is such that actual hard work, team-building and dedication will be rewarded, and nay-saying, laziness and complacency will stick out like a sore thumb. Cliché or not, that's what I've experienced, and there's my two cents.","The downtown commute from the north west side sucks, but hey, that's not really Enterprise's fault is it...",Enterprise Products
107,"""Technical analyst""",3.0,Enterprise has a good benefits package as well as good 401k matching. I enjoyed the people I worked with. The software and computers were kept up to date.,Not enough people for the work load. Making it difficult to maintain to speed enough time on each project without have to switch to the next.,Enterprise Products
108,"""1950's Culture!!!!""",2.0,Well established company with many opportunities to grow. Pay was very competitive! This company has locations around the country.,The culture is one that is set in the 1950's. The older process units in the Mont Belvieu complex are cut throat when it comes to minorities. If you do not look like them you will not be treated fairly.,Enterprise Products
109,"""I&he technician""",1.0,"Good days off, good work hours","Not good management, not good communication",Enterprise Products
110,"""Heading in the wrong direction""",1.0,Easy Money Camaraderie with employees good benefits,Management only has book experience Marketing drives the company...whatever makes the most money regardless of safety or common sense safety takes a backseat...almost like a joke from time to time,Enterprise Products
111,"""Field Administrative Assistant""",5.0,Great company to work for. Good ethics.,None that I can think of.,Enterprise Products
112,"""Happy to be gone""",2.0,"Very Large company, positioned very well in Midstream with both up/down partnerships. Very good compensation & benefits.","Very Poor leadership. No accountability. Too much red tape, can't progress inside the company unless you are related or know someone. Too dependent on HR, Poor Hiring, bad working environment. No emphasis on cleanliness or teamwork. No regard for local environment",Enterprise Products
113,"""driver""",5.0,"great benefits and they never mess with your 5-2 5-3 schedule, you can plan your whole year out",some drivers do damage equipment but our mechanics just work a little harder to get stuff fixed,Enterprise Products
114,"""Good place to learn""",3.0,Good place to learn the midstream oil & gas industry and people there are friendly. Good benefits and half day Fridays are always a plus.,Not a lot of room for advancement with so many employees doing the same job. One person runs the company and he likes to choose favorites. Stagnant environment which can be depressing at times.,Enterprise Products
115,"""Great company to work for""",5.0,"Great company, very professional. Weathering the hard time in the energy market well.","As with any large company, you can get lost in the bureaucracy.",Enterprise Products
116,"""Engineering""",5.0,Great conservative management team keeps the company running in hard times.,As we all great management sometimes the bottom line focus on cost is detrimental to some engineering solutions.,Enterprise Products
117,"""Dispatcher""",2.0,"Great benefits, great pay and pto.","very micromanaged, not a lot of employee appreciation or consideration. Very corporate.",Enterprise Products
118,"""Great pay terrible management""",2.0,"Good pay good benefits. Management could care less about your well being or happiness. Push rates push rates push rates, but if something happens its your fault. No matter if you've been told to operate manual bypasses on valves, unit swings, valves shut, and pop psv. Management told you too, but it's your fault.",Put this in wrong box.,Enterprise Products
119,"""Review""",4.0,Overall good job. Great Pay.,People in positions they are not experienced enough to hold.,Enterprise Products
120,"""Financial Analyst""",2.0,Good assets and well positioned for success,No real push for talent development and long term growth,Enterprise Products
121,"""Nice Company""",4.0,Work hours are good. Get off at noon every Friday. Pay is also competitive.,Sometimes looked over for advancement so management can hire their friends from the outside.,Enterprise Products
122,"""Decent Company""",3.0,- Health plans - Work culture,"Being in technology, No work from home or flexibility but employer wants you to work from home during maintenance but not when you need it. Use PTO for everything even doctors visit if you can make without being stuck in houston traffic. Very limited PTO Work Life balance Not much growth Average pay Layoff like other companies.",Enterprise Products
123,"""FIELD ADMINISTRATIVE ASSISTANTS""",2.0,"Great Benefits. Mileage paid on vehicle, company credit cards, some admins get a company vehicle to drive plus cell phones.","Working with a bunch of ""rough necks"" at times. You must be very tough and rough to handle some of the way the men talk and act.",Enterprise Products
124,"""Great Company""",4.0,"Enterprise Products has a great work environment with many productive, welcoming and trustworthy employees. Energetic midstream company that values hard work and promotes from within. Competitive benefits package for the oil and gas industry; including stock options and bonus opportunities for exempt employees that prove to be strong performers. Great work hours with ½ days on Friday to maintain home life/work balance.","I’ve read some of the reviews and I agree with several comments. There is a lack of consistency for internal processes in some of the departments, as well as, a lack of communication. The company is trying to address these areas of improvement like many other companies. Sadly, there are many underqualified, poor performing, and underperforming employees in the company that are getting compensated for trying to “look busy” in a slow market. These employees are taking advantage of the situation. The company needs to trim the fat. The high performers even in a slow market continue to outshine these individuals; it’s easier to “see” who needs to be cut and it’s time to take care of business in our cost-savings environment.",Enterprise Products
125,"""Fantastic Organization""",5.0,"Great company, excellent pay and benefits, fosters a great working environment. Very engaged leadership.",Senior Management is sometimes clueless as to what happens in the field.,Enterprise Products
126,"""Okay""",3.0,"Company offers great Benefits, insurance, 401K","Lousy Corporate Culture, no bonuses",Enterprise Products
127,"""Legal Assistant/Legal Secretary""",5.0,It is one of the best places that I've ever worked for. Very family oriented environment and great benefits.,None. The company is a great place to work and a place to call home for years to come. People have been there for over 25-50 years!,Enterprise Products
128,"""Stagnant Company""",2.0,"Challenging work, half day Fridays, parking assistance, nice building",Office culture is very much old school. They do not embrace new ideas. They allow inner office dating that creates drama.,Enterprise Products
129,"""See something say something""",3.0,Employees great to work with. Good pay and benefits,Area management and supervisors cannot be trusted. I was a operator for 20yrs. And was terminated for stopping a rehab crew for not following company policies.,Enterprise Products
130,"""Why""",3.0,Benefits are fair as far as insurance and time off,Makes changes that hurts employees,Enterprise Products
131,"""Server Administrator""",4.0,"Good salary, good benefits, good work/life balance, work 9 hours/day M-F, work half day every Friday, midstream company is much more stable than upstream oil company","Very few perks, no free lunches, no holiday parties, some employees take advantage when managers are not in the office,.",Enterprise Products
132,"""Great work environment""",4.0,"Good health benefits, company 401k match up to 4% in your first 5 years, great work environment. Very lean company that's able to handle market and oil prices being down with limited layoffs.",Could use a better training program,Enterprise Products
133,"""IT""",4.0,Excellent Company with decent benefits,no opportunity for growth and no career development program or mentorship program.,Enterprise Products
134,"""Overall good company, but could grow in areas""",3.0,Good pay. Great health insurance. Long-term incentives once you hit a certain level are nice.,"I've read some of the other reviews and definitely agree on several points. First, unless you work in the Commercial group, there is little growth opportunity. Secondly, it's also true that the company fails to take corrective action when it comes to low, under performing or poor performing employees (which is nice for the under performing employee - but not for their colleagues. It makes for a frustrating work environment. Thirdly, there are several unwritten policies regarding position titles, how/when people get promoted or can transfer positions, etc. and each business unit seems to have it's own policies. It's very ambiguous and makes it hard for the employee who desires to grow with the company to be able to set career growth goals. There is also no mentorship (unless you're an intern) or succession planning program.",Enterprise Products
135,"""Well run company, could pay a little better""",5.0,"Management makes smart decisions and thinks strategically for the long term. Still buy their units when they go on sale. Not sure how much culture nd changed since founder Dan Duncan's death, but he kept company ethical, fair, and honest.","Lots of rapid acquisitions made recordkeeping and chain of title a challenge on assets. Left company for external opportunity after HR offered me 10% less for an opening than they would offer an external candidate because it would have been too large of an incremental raise for me. Yes, they literally confirmed that to me. Stupid policy, I had four years of company culture, connections and SOPs. Job hopping sends the only way to get a real raise these days. Sure worked out better for me.",Enterprise Products
136,"""Good place to work""",4.0,Enjoy my work and my co-workers,Inability to terminate employees with drastically poor attitude and low productivity,Enterprise Products
137,"""Enterprise work""",2.0,"Large company with many locations. Ability to transfer when positions are open in the majority of the continental United States. Whether you like the snow filled winters in the northeast or the dry heat of the southwest, opportunities may exist for you.","Large company but very little room for advancement. No clear lines of communication or employee direction. Power struggles between different departments makes for a poor work environment for employees. They end up championing the blame game. Long hours for lower management/supervisory positions without additional pay. Don't fall for the salary trap, they will take advantage of it.",Enterprise Products
138,"""Pipeline technician""",5.0,"Very stable company, do your job and you won't have problems. I enjoy going to work each day.",Company works you hard and expects too much. They could easily give a bonus like other companies do.,Enterprise Products
139,"""EPCO Enterprise""",5.0,"Interesting work, great company with great benefits and employee training programs.",Nights/ days shift work is challenging for young families.,Enterprise Products
140,"""Operator""",2.0,"Stable company with long-term fixed contracts. Great benefits with 6% 401k match plus an extra 4% for profit sharing. Corporate training is impressive, all new employees go through an orientation and then a full week at Mont Belvieu for an overview of all aspects of the company.",Lower-level management is stressed to the point that safety is no longer a priority. Employee morale in some locations is the worst that I have ever seen.,Enterprise Products
141,"""Title""",4.0,It has a small company feel,Grew to fast in the 2000's still catching up.,Enterprise Products
142,"""Great company""",5.0,Awesome company to work for! Always learning something new,Great company culture and great leadership.,Enterprise Products
143,"""Pipeline Tech""",5.0,I know Enterprise is a great company to work and they have great people who work there.,"the down side for me was my daughter was sill in school and my wife needed me close to home at the time, I was working in Louisiana and they were in Texas.",Enterprise Products
144,"""driver crude oil""",1.0,The money and benefits are very good. The work is boring and thankless.,The supervisors are all brainless hicks. They hate there jobs and take it out on the drivers. Company does not foster teamwork and they do not promote or allow drivers to transfer.,Enterprise Products
145,"""Service Technician""",3.0,"Easy work,no management breathing down your throat,go at your own pace,co-workers were pretty ok for the most part,off on weekends and holidays,benefits.","Pay is ok but could be better if there was overtime.no advancement,pretty much stuck in one position unless you go to another department which is not easy.",Enterprise Products
146,"""Great company to work for.""",5.0,Very responsive management. Company always looking for new opportunities to grow. Strong focus on customer service.,"Not a downside, but it is a place that rewards dedication and hard work. No slackers need apply.",Enterprise Products
147,"""Great Company to work for""",5.0,Fair pay and Benefits for the employees.,No cross training available to employees.,Enterprise Products
