,title,rating,pros,cons,company
31,"""If you're going to work in Corporate America, Facebook is the best company to work for.""",5.0,"Pay, Perks, Benefits, People, and Culture are amazing. As well as the wealth of opportunities to make impact.","Not nearly as process oriented as traditional companies. However, this creates ample opportunity to improve by leveraging the expertise of talented hires.",Facebook
32,"""Awesome perks. Powerfull infra. Horrible culture.""",2.0,"Great food, amazing vacation policy (21 days), great maternity and paternity leave policy, great campus. You have all you can imagine, access to shuttles, on-site dentist, paid laundry services, sweet shop. The tools, infrastructure and stack let's you be very productive. For instance, setting up a website where someone can input data on a form and storing the data in a DB takes minutes. An experience at this company will open many many doors for you, it will be much easier to get phone interviews. You will also learn a lot.","The culture is pretty bad and the performance review system is a joke. Unless you abide 100% by their culture, you can't be happy. This means you are not allowed to even question their principles. If you think something needs to be fixed at the root cause, you are in trouble, because you need to Move Fast! The company over-focuses on the short term speed rather than long term. I was lied to multiple time by management. I was told my rating depended on the reviews from my peers, but then when the perf came, I realized it is 100% up to the manager regardless of what your peers say. My manager told me constantly I was doing great, then perf came and because I questioned the principles, I had a bad rating. The 360 was useless, management can use if they want to promote you, but if you are not in great terms with your manager, the 360 will be ignored. I was also told multiple times, the company is impact-based and that what matters is impact. After working on a project with another manager, I was told I could not get any credit, since it was not 100% my idea.",Facebook
33,"""Excellent Place to Work""",5.0,"The opportunity that Facebook offers for autonomy and career growth is incredible; coming in as a new grad PE I have the opportunity to grow based on merit and performance, not time in the role. Flexibility in when I work, how I prioritize my projects, and the scope of my work is invigorating and makes me excited to come to work each day. The company is mission-driven to a great extent, and I have been impressed with the way we have owned up to prior mistakes and fixed them head on. The Production Engineering role is well respected within the company, and the importance of reliability and scaling increases as our services reach more of the world. As a PE you will gain the knowledge necessary to build and operate real hyperscale systems capable of providing services to billions of people. My team is comprised of some of the smartest, experienced engineers I have ever met - some of which have been building Linux services since 0.01. Even though sometimes working at Facebook feels like drinking from the proverbial fire hose, I am grateful I have the opportunity to learn from some of the top people in their field. For example, in bootcamp I took a command-line efficiency class from Jim Meyering, one of the maintainers of coreutils and also a Facebook employee. Many other people have commented on this, but the perks and compensation are still top-notch. The company helps take care of your life so you can focus on work while you're working.","Facebook hires the kind of people that expect a lot from themselves. Despite some reports, you do not need to work long hours in order to succeed at Facebook. Bootcamp gives you the chance to find a team that matches you well, and new hires should come in intending to join a team where they can both find balance and grow in their career. The company is growing and there is some sentiment around slowing down, but most engineering teams are still bottom-up driven and innovating in their space. The things we are doing around privacy and AR/VR are on the bleeding edge and we are strong leaders in these areas. On the other hand, ironically, there is also sentiment around moving too fast as a company. Since we are people- and product-focused (as opposed to engineering-focused, like at Google), our primary goal is to impact the lives of people for good. Sometimes this means we opt for rapid prototyping over beautifully designed code. However, we are doing much better at recognizing better engineering work such as cleaning up code and improving monitoring, especially in the PE role.",Facebook
34,"""Great work and free food!""",5.0,"The engineering culture there is great, starting with the boot camp. And it comes with free food!",The jobs available are not made known until after you are hired and go through bootcamp. you have to take a leap of faith that they have an interesting job available for you.,Facebook
35,"""Difficult Work/Life Balance""",4.0,- Company values - Compensation - Benefits - Social Impact - New Technology,- Inexperienced middle-managers - No tuition or certificate reimbursement - Career mobility within the company is difficult - Overworked employees - Performance reviews are inconsistent,Facebook
36,"""Best place to work, hands down!""",5.0,"Sooo many benefits, and perks, that you sometimes forget all the benefits. Amazing place to work, and wouldn't give it up for any other job. People here are so kind, and helpful, that it really feels like a community at work, and makes you enjoy work a lot more.","I've been working here for over 6 months, and still can't find something I don't like. I was not paid to write this...just facts though...",Facebook
37,"""Very good company""",5.0,"smart coworkers, nice and clean workplace","hardworking, on-call, pressure, products, framworks",Facebook
38,"""Critical Facilities Engineer""",5.0,"Great atmosfeer, benefits and compensation",You will gain some weight,Facebook
39,"""So far, so good""",5.0,Healthy work-life balance and boundaries; interesting work; no shortage of problems to solve and improvements to make.,"It can be a bit like drinking from a fire hose at first (and for a while), but that is just because there are just so many things going on, a wide range of interactions and interdependencies, and a ton of work to do. It can make things overwhelming, but just acknowledging it and doing what you can seems to be the right approach and management expectations are generally aligned with reality (so you're typically not expected to deliver on something beyond your abilities/influence).",Facebook
40,"""Great place to work!""",5.0,"Facebook is such a great place to work. Not only are the perks amazing, but the teams we are on and the work that we do are also great.",As with any fast growing company there are some growing pains.,Facebook
41,"""Know what you are getting yourself into""",2.0,"Facebook is a good company to work for. They pay well. They have great perks. At the beginning, life is good. Facebook rewards ambition.","The appeal quickly wears off. Your experience at Facebook highly depends on the team you join. Facebook does not have the best people managers. If you join a team with a good manager who knows the system, you will be more likely to have a productive, prosperous time at Facebook. If you join a team with a bad manager, your work-life balance will be horrible. You will feel extreme pressure with the Performance cycle review every six months. Worse yet, you may even blame yourself for what's happening, not realizing the role your manager plays until it is too late. Facebook is a good company for new college graduates. Even with a bad experience, you can learn so much about practical, applied technology here. For those with several years of experience, or with family commitments, be careful. Come into Facebook with a clear sense of what you need from Facebook that you cannot get anywhere else. Be prepared to leave when that is delayed, or not a possibility, or comes at a cost to your family or external commitments. For most people, Facebook is not a company that you join and happily work at for the rest of your life. Facebook is a temporary stop that will squeeze as much productivity out of you as it can. When that stops, it forces you out or makes you want to leave.",Facebook
42,"""Not for Seasoned Professionals""",3.0,- Salary - Flexibility - Perks and Benefits,"-toxic work culture - leadership is not transparent -elitist attitude and favoritism toward those in tech role -moving fast, but not strategic. Problematic as we grow the company -opportunities for advancement are very limited and political",Facebook
43,"""Great place to work at""",5.0,+ Strong coworkers you can rely on + Strong comp + Strong culture of openness + Strong learnings on how products work + Strong empower of engineers,+ Can be stressful at time depending on workload,Facebook
44,"""Open culture""",4.0,1. Great team matching process called bootcamp when you have couple months to talk to different team and shop round before making the decision about which team to join. 2. Fairly easy to internally change teams to try different things and keep growth. 3. Great cafes.,"Depending on teams, some team may have bad work life balance.",Facebook
45,"""Good""",5.0,nice teammates and workload not very heavy,sometimes a little bit stressed out but overall pretty good,Facebook
46,"""Dream job""",5.0,"- Highly meaningful work with huge impact. It's challenging. It's interesting. - Most transparent company I've ever worked at. - A lot of autonomy . - You never stop learning. - Work revolves around more than the review cycle. - Ambition and ideas are rewarded. - Leadership is thoughtful, fair, kind, empathetic. So are middle managers -- heck, so are people on every team I work with. - I want to spend the duration of my career at Facebook.",- Pressure to move very quickly. - Work/life balance can suffer sometimes (there are phases of very manageable workload and burn out). - Can get bureaucratic sometimes as most big companies do.,Facebook
47,"""Work""",5.0,Good to work . Good ambience.,No cons. But sometimes the work is monotonus,Facebook
48,"""Great place to work""",5.0,Very transparent culture Able to make an impact. Free food is amazing Great pay,The recent headlines can be a bit tiring.,Facebook
49,"""Unreachable goals and an anxiety drenched mess""",2.0,-compensation -opportunities to learn a lot. but only in your specific area of expertise. Cross functional growth opportunities are non existent unless you're a SWE.,"-toxic work culture -goals are a moving target -constant emotional abuse from management -difficult to 'sell' FB as a company in current political climate -opportunities for advancement are very political - at the end of the day, you're just a number",Facebook
50,"""Unreachable goals and an anxiety drenched mess""",2.0,-compensation -opportunities to learn a lot. but only in your specific area of expertise. Cross functional growth opportunities are non existent unless you're a SWE.,"-toxic work culture -goals are a moving target -constant emotional abuse from management -difficult to 'sell' FB as a company in current political climate -opportunities for advancement are very political - at the end of the day, you're just a number",Facebook
51,"""PSC need to change""",3.0,Benefits are the best in my entire experience. Good talent.,Good talent is being wasted by encouraging people to be selfish with PSC (which they think as the best). Puts lot of pressure on people with some of the internal tools which are not good enough to be used.,Facebook
52,"""Great""",4.0,Love the culture and all the perks,"Huge company, hard to get traction.",Facebook
53,"""Does not consistently walk the talk""",3.0,Offers really good benefits and amenities,Dysfunctional HR Leadership. Unable to make decisions,Facebook
54,"""Great Company""",4.0,"Amazing benefits, great people and culture",Not much internal mobility if you are early career,Facebook
55,"""Best Company Ever""",5.0,1. Employees are highly respected. 2. Compensation and benefits are great 3. Scale at which the company operates is amazing. Makes you grow technically. 4. Career Growth is highly valued by manager. 5. Internal Tools for development are great. 6. Intelligent coworkers to work with.,I can anything con working for this firm.,Facebook
56,"""Senior software engineer""",3.0,work life balance is good,no free food &amp; gym,Facebook
57,"""4/5""",4.0,"food, environment, work life balance","none to mention, salary could be better",Facebook
58,"""Best workplace""",5.0,Great benefits. Awesome environment. I'd recommend it to anyone!,None. It has been the best work experience so far!,Facebook
59,"""Research ops - worst org at Facebook""",2.0,"Good benefits, good perks, beautiful office and researchers are generally friendly.","Here’s a hint: Lowest Pulse scores in the company. Not that it matters. The managers act like they are above everyone else and can do no wrong. Only one manager cares for her team, everyone else acts like a micromanaging supervisor in a call center. There is no accountability for any bias or poor treatment. They do not support your work or your growth. Your impact is determined only if you are part of the cool kids club—especially if you’re a white girl.",Facebook
60,"""A Stumbling and Lost Giant""",3.0,Health insurance is of excellent quality and a very fair price for employee contributions. The meals provided are of good quality and are free as are the snacks that are provided.,"(I worked in the Austin, Tx office under the Community Operations organization) Rampant hostile political atmosphere Team leadership and IC's will undermine and berate service team members to push their agendas forward. This is often overlooked by leaderhip and results in burnout and lack of empathy from everyone. This in turn produces subpar results and half-baked solutions. No one wins. Sloppy processes It's a benefit of a doubt to even say there are processes. Most of the internal processes are poorly documented and no one has or wants to give time to onboard new hires (see comment below on the culture driving self-absorbed motives). Getting anything done is 60% figuring out the best way forward, 20% fighting off the political backlash from making said decision and not the one the loudest stakeholder in the room wanted, and 20% is actually spent doing the work. So much waste. No concept of agile or the fundamentals of development practices in parts of Community Operations. No humanity in the human facing part of the org Working in Community Operations often felt like working in a call center. People often don't care about their work and they don't care to look beyond the ""what's in it for me"" philosophy running the show to see the people that the organization is supposed to help. We're talking about posts around some of the worst stuff out there- and the lack of empathy around it is nauseating and explains alot of the trouble Facebook has been getting into. Custom everything means sloppy everything So many of the internal tools are custom- even the ones that don't need to be! Often the tools are under supported (or supported by a staff that isn't willing to take feedback) so you end up with subpar tools supporting a massive company that is in desperate need of some tools that are built with intent and full functionality behind them. Culture breeds self-absorbed motives within people Facebook's culture is oriented around ""impact""- what impact did YOU have this performance evaluation period. It's not enough to say that you helped remove content that was harmful to minors (as an example unrelated to my direct experience). The impact needs to tie back to numbers- how many lines of code, how much money was saved, how many productive hours were saved-- not one of the questions asked is about how it helps the PEOPLE that use Facebook. It is all inward focused on the individual contributor- and as such the individual contributors act accordingly. There is not team oriented thought or conduct in my experience across Community Ops. There is only ""What's in it for me?"" HRBP are often ill informed on processes and policies and rotate like the second hand on a clock You never know what you're going to get with the HRBP group- some are warm and empathetic others are very clearly only there to protect the company (meaning they'll pigeon hole you into a defensive position). I didn't have a great experience with them and even in my exit process they got details wrong- like really important details. Kind of disappointing. Middle management is hijacking the company for personal gain and Upper Management hasn't caught on yet When I hear Mark talk- I see someone who really does believe in the mission behind the company- to make the world a more connected place. But I'm not sure that he or his team see the snakes in the grass that are not aligned to that mission and only looking for ways to achieve their personal gain. It's frightening given how much power and authority Facebook has and I really hope that this issue is sorted before things go to far.",Facebook
61,"""Worked with people every day""",5.0,Loved working with customers,Didn’t have any at all,Facebook
62,"""Okay, needs to work out some kinks""",3.0,"Fun work environment, great benefits",Management doesn’t trust this team,Facebook
63,"""The best place I've ever worked""",5.0,"Incredible people and a collaborative, open environment where job satisfaction is at the core of company culture and team players shine.",Not really a con but as the company grows I hope we retain this culture.,Facebook
64,"""Great atmosphere to grow and succeed""",5.0,"Amazing benefits , incredible culture, really good food",None that I can think of,Facebook
65,"""Highly Rewarding and Challenging Career""",5.0,"Open collaboration with highly motivated and intelligent coworkers. Very rewarding salary and bonus programs. Zero boredom, always a challenge and opportunity.",Challenges can seem overwhelming at times.,Facebook
66,"""good pay but hard work""",4.0,pay and perks are good.,communication breakdowns can make working hard,Facebook
67,"""Fast pace, flat culture, great people""",5.0,"FB-unique pros: - Super flat culture. Weekly Q&amp;As with execs that are really open and casual, purposeful de-emphasis on titles. The emphasis is on ideas and impact; aspiring meritocracy - Fast pace! Some view this as a con, but if you are high-energy and easily bored like me, this is ideal. Plus, this includes fast career growth. If you can perform, you will be rewarded quickly. - Great people! ""Brilliant jerk"" behavior, as seen in these kinds of companies, is generally less tolerated/prevalent here than elsewhere - Generally best engineering pay among big-tech employers Less unique pros you've probably heard of (still awesome): - Top-class benefits (including INSANE parental benefits) - Amazing tech infrastructure, a great place to go very tech-deep - Campus is basically Disneyland","- Recent newsmedia. It's easy to either feel discouraged or develop a bit of an ""us versus them"" mentality when the media/public seem both technically ill-informed and antagonistic towards your company. - It's an increasingly mature company, which means the pace is (slowly) slowing down. This affects the culture; fewer people are mission-driven or down for a passionate ""hacker"" culture.",Facebook
68,"""Great company""",5.0,Great company to work for. Interesting problems to solve Smart people,Quite Bad work life balance,Facebook
69,"""Very high starting point to join as a new grad""",4.0,"Nice perks, friendly working environment",Work life balance is poor,Facebook
70,"""Good company overall""",4.0,"Interesting challenges, smart people, great pay and benefits",Focus on Ads is tiresome,Facebook
71,"""Great Place to work""",5.0,Tons of things to learn Great Work Life Balance Amazing Team,Nothing that i can think,Facebook
72,"""Great place to work""",5.0,"I work on things that I find very interesting and have few boundaries towards success. The perks/benefits are huge, and I really appreciate the free meals.","Can err on the sides of being too results oriented half to half, and I am worried about the company's direction in open source.",Facebook
73,"""Changing goals, constant thrash, good benefits""",4.0,"Great benefits, lots of flexibility, autonomy, resources","Changing goals, hard to maintain consistency among constant thrash",Facebook
74,"""IC4""",5.0,- Great benefits - Excellent culture,- High housing prices in the area,Facebook
75,"""Good for fresh grads who can sell their soul..""",2.0,"Lot of perks that a fresh grad would care for. Food is awesome. Good medical and 401k benefits, may be bit better than most companies. Fast promotion if you can work long hours. Fast paced environment, you'll get to learn new stuff all the time. Lot of smart engineers around.","With fast promotion comes fast firing. It's up or out policy up to a certain level. Not a good place for senior engineers joining. Too much stress in the team driven by performance reviews, which is the most aggressive that I've ever known. Emphasis is on individual impact, due to which there's lot of distrust within the team. No stack ranking, but a curve is implemented a org level. This is not a big deal in other companies but here it means 'out'. Managers main job is to write performance reviews, and this often leads to micro management that can be extremely frustrating to senior engineers. There's lot of work duplication, most managers (even directors) ignore it as performance reviews is all about impact. Most engineers know that everyone wants to write code and make impact, so ignore the code duplication. Some teams are hiring just for the head count, not much impactful work. This becomes a problem for senior engineers as they have to invent work or get out. Before joining a team check out their roadmap for at least a year. This is a good place if you want make money at the cost of WLB. Not a place to be innovative, which inherently carries risk and takes time. It's a risk because if there's no impact you'll be fired. Most of the engineers work to satisfy performance reviews. My work is determined keeping performance review as the guideline. But company will be fine, lot of good engineers capable of quickly delivering a fix or hack a feature.",Facebook
76,"""best place""",5.0,best culture and pay and would come work here,hard to get in,Facebook
77,"""Doesn't get any better than working at Facebook""",5.0,- Benefits - Teamwork - Work Culture - Flexibility - Pay - Structure,I have no cons here.,Facebook
78,"""Loving it!""",5.0,"Great people, free food, amazing recruiters and sources; everyone is smart and highly capable",none that I can think of,Facebook
79,"""Awesome""",5.0,CEO was really laid back and trusted his employees.,It was just a lot of work and really always busy.,Facebook
80,"""ux researcher univ. grad""",5.0,free food and transport are great,"very busy, fast paced, work/life balance poor",Facebook
81,"""Amazing Employer""",5.0,- amazing training for employees - amazing culture - smart people - good amenities - massive room for impact,- very sensitive to metrics - extrovert on average so will make you a bit uncomfortable - competitive peers - a lot of direct feedback that may feel uncomfortable at first,Facebook
82,"""Fast Paced""",5.0,"Love the fast pace of the company Lots of perks (401k, free food, therapy, 21 days PTO, WFH once a week, ...) Weekly Q&amp;As with Mark You get to work with smart people",Focused on short term impact for evaluation during performance reviews every 6 months,Facebook
83,"""With great power comes great responsibility""",5.0,"Truly a best-in-class place to work. I was given amazing tools and resources to do my best job, and allowed a LOT of freedom right off the bat to work the best way I knew how. If you come from work environments where you're used to people directing you at every turn, I have found that Facebook is not like this at all. You are expected to take the initiative and dive on in. It's sink-or-swim at times, but if that's what motivates you, you're in the right place. The good thing is that you are surrounded by so many intelligent people, the vast majority of whom are willing to help, especially when you're new. Benefits are out of this world, from healthy meals to gym and wellness reimbursement, resources for mental health/therapy and much, much more. It's a huge company but I never felt like a cog in a wheel. You're recognized as a human being with human needs that exist outside of work and can attend to them accordingly.","The ""personality"" of each team can vary so much depending who is on it and how those relationships work.",Facebook
84,"""Overall""",4.0,- Lots of talented developers - Many new upcoming technologies to learn,- Work-life-balance is not the best (lots of people work over 40 hours per week),Facebook
85,"""Best part of working here is the people""",4.0,Amazing benefits. Friendly co-workers. Fun events.,Requires a lot of work. A deep emotional investment is asked of you. Not enough diversity. Some employees do not have the company's best interests in mind.,Facebook
86,"""They pay rotational(E3) SWE just like regular SWE(E4)""",5.0,Moving Fast is both a pro and a con. It is great we merge straight to master. But damn does it put heaps of pressure on even small tasks.,Breaking Things is both a pro and a con. You can go in and step all over other peoples' work if you have 1 guy backing you up.,Facebook
87,"""Amazing Culture and Growth Potential""",5.0,"- Perks include free breakfast, lunch and dinner everyday - No deduction out of your paycheck for healthcare for a single person - On site health center which includes Primary Care, Chiropractic, Therapy, Acupuncture, Physical Therapy, Optometry, Dental, and many others - Truly open culture and tools - Ability to reach out and chat with any employee - Formulaic and fair compensation and annual raises/bonuses",- High Expectations - Teams run lean so each person is relied upon to deliver results - Can be difficult to unplug and balance work/personal - Can be difficult to transfer to different types of roles unless your IC level already matches that level,Facebook
88,"""Amazing place to work for the right set of people""",5.0,Ability to chose team and what to work on. Ability to define direction and vision. At time feels like an internal start-up inside a giant company,Calibrations are done via peer comparisons and that can be stressful,Facebook
89,"""Excellent benefits and campus amenities cult like culture""",3.0,"Great benefits; work with superior talent; onsite food, snacks, and drinks provided; cool art; resources available for travel.","Cult-like work environment must conform to what everyone else is doing to blend in; a lot of internal drama, greed and jealousy.",Facebook
90,"""Amazing Culture and Growth Potential""",5.0,"- Perks include free breakfast, lunch and dinner everyday - No deduction out of your paycheck for healthcare for a single person - On site health center which includes Primary Care, Chiropractic, Therapy, Acupuncture, Physical Therapy, Optometry, Dental, and many others - Truly open culture and tools - Ability to reach out and chat with any employee - Formulaic and fair compensation and annual raises/bonuses",- High Expectations - Teams run lean so each person is relied upon to deliver results - Can be difficult to unplug and balance work/personal - Can be difficult to transfer to different types of roles unless your IC level already matches that level,Facebook
91,"""Amazing place to work for the right set of people""",5.0,Ability to chose team and what to work on. Ability to define direction and vision. At time feels like an internal start-up inside a giant company,Calibrations are done via peer comparisons and that can be stressful,Facebook
92,"""Excellent benefits and campus amenities cult like culture""",3.0,"Great benefits; work with superior talent; onsite food, snacks, and drinks provided; cool art; resources available for travel.","Cult-like work environment must conform to what everyone else is doing to blend in; a lot of internal drama, greed and jealousy.",Facebook
93,"""Simply one of the best jobs you can imagine""",5.0,"Smart colleagues, diversity, opportunity to create and implement your own strategy in your area, competitive benefits, a lot of educational opportunities",Work life balance is somewhat difficult to maintain,Facebook
94,"""Best Job Ever""",5.0,"Culture, Benefits, Compensation, People, Autonomy",Sometimes efforts are doubled because everyone can solve any problem.,Facebook
95,"""Facebook Engineering and Research (AI)""",5.0,"Smart people to work with-- at least in my team, there seem to be always an attempt to balance robust and great engineering with innovative scientific work -- gives an opportunity to learn how to successfully manage risky and advanced work.",There seem to be high pressure (either self imposed or top down) to have a visible impact every half. Not sure how this translates in PSC rating (performance summary cycle) which might lead to promotion or demotion.,Facebook
96,"""Overall it is a great place to work""",5.0,Smart people to work with.,"Sometimes move too fast, not easy to achieve better code quality",Facebook
