,title,rating,pros,cons,company
10,"""Must do better""",2.0,Great Pay Great Benefits Clean Facility,Favoritism Poor Management No room to move up for customer service reps. You have to be there for years or know someone within.,Centene
11,"""The CEO, Michael Neidorf was phenomenal - just purchased Wellcare.""",5.0,"Great Company, great employees, stocks are awesome!",My last manager was very crude and ignorant - previous managers there were much better.,Centene
12,"""Good company to work""",4.0,"In-house Cafe', In-house Gym, Food Trucks",Some Difficult Policy and Procedure Protocols,Centene
13,"""Customer Service Representative""",3.0,"Lots of overtime, room for advancement, lots of events can be a fun environment","There is a lot of favoritism with spanish speakers, has the lowest wage in the area, has annual pay raise but was only 2.5% for 2019 which was only a couple of cents, will hire anyone and poor training. Benefits suck",Centene
14,"""Great job""",4.0,"Not a call center, get to process claims while listening to audio books/music/podcasts",They refuse to allow remote work,Centene
15,"""Manager""",5.0,Awesome and fast moving company,No cons have been identified as of yet.,Centene
16,"""Stuck up CEO/SVPs/VPs""",1.0,Salary + bonus was awesome,"It's hell and the leadership expects subservient employees! The higher their rank, the lower you have to bend to honor their level. The CEO thinks he's king and expects everyone to bow, and that culture trickles down. No point in joining a company that is funded by tax payer money and it's leadership is so excessively paid, it's a rip-off to all US tax payers.",Centene
17,"""Love my job""",4.0,"Helping military, No written record-keeping, flex hours. No age discrimination.","Not knowing about next assignment available, and very limited access to staffers who do assignments.",Centene
18,"""Great!""",5.0,Many locations across the state.,The benefits could be better.,Centene
19,"""Good PLace for a strong career start""",5.0,I am working full time with Centene,No Cons as of now No Cons as of now,Centene
20,"""Tough company""",1.0,provides a good number of resources for employee development. Competitive salaries,Very poor communication. Lack of regard or respect to field employees. No collaboration between corporate and field. Only cares about bottom line which is completely opposite from previous culture. Very disingenuous and fake in their presentation,Centene
21,"""Not psychologically safe and doesn’t value whole person.""",1.0,Quiet most days. Great cafeterias. Pretty building. Nice cubes. Free coffee.,Almost every single thing. Physical altercation between employees was tolerated and not addressed which leaves employees feel unsafe...in a corporate workplace. Have to fight for earned vacation. Must have an accommodation to work at home. No overtime. Lack of teamwork.,Centene
22,"""Variable Experience, Depending on Where You are Placed""",3.0,"decent salary; emphasis (in theory) on learning and development; new buildings; fast-growing company, lots of good changes on the horizon; opportunity to move to different departments","it is very easy to ""get stuck"" if you are not in ""the right"" department; many departments are not positioned to promote young talent. This can definitely be overcome if you are strategic about relationships and your own career.",Centene
23,"""Good place to work""",3.0,"Good benefits: medical, vacation and holidays",Hard to get a promotion or even change jobs within the company,Centene
24,"""Growing  pains""",3.0,decent pay and benefits,New upper management changing the culture of the company,Centene
25,"""Great company. Great benefits with a few flaws""",3.0,"Great benefits, very attentive to home work balance. Great locations.",Training could use some improvement as there is little to none. Leadership shows favoritism to those they would like succeed and then those folks are pushed through to other positions or advancement within team. When in turn that individual was not prepared for either it was the team mated helping this individual behind the scenes when asked for help. Not cool at all. I dont think there should be favoritism all should be treated equal. We are seeing more and more of this.i have been a devoted employee for 9 years but I can certainly say my opinion is changing rapidly with what I am seeing. Sad! I have seen some seasoned folks let go and it's sad to see that happening as we have always come along and helped individuals not escorr out the door.,Centene
26,"""Stay away!""",1.0,Nothing at all. Ever! No work-life balance. Demanding. Stay away!,Cut throat and deceptive company. Management lies.,Centene
27,"""Cool place to work""",4.0,"fast pace, growth opportunities",overall training needs some improvement,Centene
28,"""Cult like, Negative corporate culture""",3.0,Pay and benefits were decent,"401k vesting schedule, superficial work environment, cult like environment, Very political atmosphere.",Centene
29,"""Awful company""",2.0,A lot of nice people working very hard there,"Absolutely terribly management, one of the worst companies I have ever known, disastrous management, instability, and lots of frustration. It's famous in St. Louis for it's awfulness",Centene
30,"""Opportunity...at great cost""",2.0,"- Relatively good compensation and benefits - Opportunity to excel, if you are in the right place at the right time - Most entry-level to mid-level folks are trying to the right thing for the most vulnerable","- Incredibly toxic culture, by far the worst of any F500 company for which I've worked. - Look up the company slogan...they do not walk that talk behind closed doors. - Senior management, particularly at Centene corporate, could not care less about the well-being of employees. - No WFH for most employees. Good luck attracting talent in 2020 and beyond with such antiquated policies.",Centene
31,"""Great Culture""",4.0,"Great people, collaborative cross functional teams",Crazy peak seasons in some departments,Centene
32,"""Coordinator.""",4.0,"Flexible schedule,good benefits, enjoy my job",Self training at some point you can get overwhelmed. They need to have better training process because they don't have one .,Centene
33,"""Really good""",3.0,Everything was really good there,Nothing was bad during my experience,Centene
34,"""Work can be okay, but management always changing""",3.0,"Pay, work/life balance, freedom to work by yourself","Management changes constantly, poor training, no excitement",Centene
35,"""Time brings about a Change""",1.0,"the benefits medical dental, vision","management , management, playing favorites, fire people for good reason",Centene
36,"""Great benefits""",4.0,Great pay consistent work at a busy health insurance call center. Great support,"Supervisors not on the same page, quality very strict. Your Schedule is set in stone.",Centene
37,"""Trash company""",1.0,"No pros, heartless company. They will fire you to add another quick buck to MFN's back account",Everything. Literally the worst company in the world. So far behind on times and extremely heartless.,Centene
38,"""Poor Quality - Can't Take Vacation Time""",1.0,Fast growing and some room for advancement,"For Medicaid recipients, the quality of the majority of Centene health plans is poor and not representative of a leader in the field. The number of contract terminations and sanctions against the company are disturbing. Plan presidents have commented in the past that it is cheaper to pay the sanction than to fix the related problem. Instead of trying to do quality improvement, the campany focuses on trying to get the fine reduced that is charged for a sanction. For the local Clayton community, Centene purchased the land which had a community garden. The garden was removed to put up another building. This building is for Centene University. The CEO commented that members of the community should get out of the way of progress. For employees, Centene does not teat employees fairly or consistently. Those in the inner circle ignore HR policies and give extra vacation time to those who they like. Other employees have their vacation requests ignored and neither approved not denied. Vacation time is accrued at a very slow pace over the year and is then taken away if not used that year. In Missouri, Centene will not pay you for your unused vacation. In California, state law requires that Centene pays employees for unused vacation. Whether for members, the community, or for employees, Centene only does the right thing when required to by state governments.",Centene
39,"""Upward mobility is a joke""",1.0,"Benefits, 401K savings plan, food nearby.","Failure to promote from within with obvious credentials, Will ask you to do projects and as soon as they're successful will dump you off them, No holiday benefits for anyone except Day shift, internal department policies dont match HR policies. Not enough parking spaces for employees. If you think you're getting promoted here, just wait. Someone way less qualified will get the job.",Centene
40,"""Mehhh""",3.0,"Great pay, good room for advancement","Very excessive hours, no downtime",Centene
41,"""Great company""",5.0,"- Huge company with many opportunities for growth if you are willing to move and continue to learn an improve your skills - Working at a health plan away from HQ can feel like you are working for a small company, this can a pro and a con",- No work from home or flex schedules - Doing data analytics at one of the health plans away from corporate HQ can be challenging because all of the technical data teams that build and maintain the databases are at corporate HQ. Often it is difficult if not impossible to even find out who the right person is to talk to.,Centene
42,"""Decent Pay Poor Leadership""",2.0,"Above average compensation, great opportunities throughout the enterprise, convenient locations, nice facilities and decent benefits.","Those with positional leadership roles do not take accountability for their departments. Instead they ignore issues until there is a major financial implication or a potentially high profile complaint surfaces. At that moment, they expect front-line members to drop everything, work extended hours and often spend most of their day on phone calls. They will often deflect responsibility to other departments or the front-line members creating an image that their direct reports are not competent. There are also, ""clicks"" in which leaders utilize the talent of only their preferred direct reports and will push them to higher opportunities. They also, utilize the talents of individuals and then pretends as if they did not contribute and then hands that person's efforts to their preferred team member, who was not skilled in the tasks. This is not he-say she-say, this is direct first hand experience.",Centene
43,"""Avoid""",1.0,The new staff is attempting to execute current processes and procedures.,I’ve seen management blatantly lie to their teams. One of the tactics which are used by the finance group is to contact HR and complain about someone. Sometimes it works and other times it doesn’t. They are quick to Hire Business Analysts then empower them with other titles which they aren’t skilled to own.,Centene
44,"""Great people but it's falling apart""",3.0,My coworkers were amazing and we had a terrific team. Insurance is good. ESP available.,"A lot of upper management is from integrated companies. Too much management. No Office365, security won't allow it.",Centene
45,"""The Catholic Church sold Fidelis to the Devil""",1.0,a paycheck and the people I work with,This company has made their fortune off of your taxes as they are mostly funded by the government. It's all about profit--they find ways to decline claims for providers and then make it a nightmare to appeal payments. If you are looking for a management position and you have a conscience this company is not for you. If you are looking for non management--good luck --have a thick skin. No one will advocate for you even if it is the right thing to do. Benefits are not that great for the money you pay and for a medical insurance company. Due to their wealth and that they are an insurance company you would think they would want their employees to have the best at a low cost to the employee.,Centene
46,"""Superior Healthplan was a positive experience""",5.0,"The benefits, time off, no on call, health insurance and 401k","Long hours, huge caseload and paperwork",Centene
47,"""Good job""",5.0,"Good pay, great benefits, fast paced, room for growth","I was there over 5 years and a lot changed. It’s truly not a bad call center but as all call centers, it could be better in the way that it appreciates its reps.",Centene
48,"""Mediocre growth""",3.0,"PTO is ok, could use a revamp.",Very little growth. The company keeps buying other companies so there is constant HR changes.ً,Centene
49,"""retention""",4.0,flexible schedule and good trainings,I can not think of any cons,Centene
50,"""Great company but low-level management needs improvement""",3.0,-great benefits -decent salary (if coming from the outside) -job security,"-low level management needs major improvement...I don't think my senior manager knows what my supervisor, her direct report, even does on a daily basis. The supervisor offers assistance but then is always on their cellphone or has their door closed... And when you actually are able to speak to them, they send you to someone else to ask. The supervisor never offers to help pitch in or anything of the sort. This is not how management is supposed to work -management expects you to work a shift when you're salary and give you a difficult time when leaving ""early"" but then expect you to stay late with no questions asked...that's not how a salaried position works -lots of meetings causing confusion and delaying projects -expect A LOT of work out of you and will try to work you to the bone, you need to make sure you're really getting the salary you deserve for this - favoritism does occur often and I've noticed colleagues being the target of management for questioning management's actions at times",Centene
51,"""Horrible company""",1.0,Nice to work M-F and have weekends off,They don’t care about customer service or how well the call went. They only care about the correct radio button being selected.,Centene
52,"""Good Company""",3.0,The company is well established on the business end of things.,Leadership needs to work together more and listen to suggestions from line staff.,Centene
53,"""Senior leadership lacks management skills""",2.0,Large company. Possible mobility to other health plans for new job opportunities.,Upper management lacks basic managerial and project management skills. They overload employees to their breaking point with very little support. There are constant changes to projects which makes it difficult to be proactive. Guidance changes on a daily basis depending on the mood of the department leader. Very little praise for a job well done because it is never good enough.,Centene
54,"""Ok company""",3.0,The employees and the atmosphere,The company and some management,Centene
55,"""It's great until it isn't""",3.0,Lots of perks and ability to move to any state due to large amount of plans.,"Now has more branches of management. It keeps growing, causing issues for everyone on the bottom",Centene
56,"""Great Company""",4.0,Good benefits. Lots of growth opportunity,Need Work from home option. The work that's being done does not need an office to complete. Work from home should be added.,Centene
57,"""Good experience overall""",4.0,"People are nice, my manager is an extremely nice person.","I only joined for 1 month so far. Haven't found anything unpleasant yet. The work I do is a little boring right now, and it may gets more interesting.",Centene
58,"""Love working Here""",5.0,great lerning environment for young developer,Working remote isn't encouraged enough,Centene
59,"""Great place to work""",5.0,"Great benefits, holidays, compensation.",Nothing really that I can think of.,Centene
60,"""Care Coordinator""",1.0,Great pay and benefits were excellent.,No cons at all here.,Centene
61,"""Great company with great benefits""",5.0,"The benefits at Centene are great - discount on company stock, on-site daycare, fitness center and health clinic, among other benefits. Tons of room for advancement for those that work hard. Just added 3 weeks paternity/maternity leave for 2020.","The only con is the company maternity leave - 6 weeks STD (60% of pay) then an additional paid 3 weeks, but this cuts into your bonus and vacation time. They are slowly getting better.",Centene
62,"""Awful Company To Work For - Stay Away""",1.0,The pros are very few and far between here. The pay was decent providing you could stay at 40 hours (more on that in the Cons section). The cafeteria was great in downtown Clayton and there's a lot of name recognition when you have the company on your resume at least here in St. Louis.,"Yeah, there's lots here. It's a really toxic culture where burnout is very common and most of the time, you are forced to go over 40 hours most weeks which means you are working for free in those cases. Work/Life balance is non-existent here as I saw many people working 50 and even 60 hours a week and at least in our department, it was so hard to get people hired. What I later found out was that HR is very slow posting jobs so departments poach employees from other departments which is unsustainable because eventually some department is going to the the odd one out and will have to post the position. The Clayton office in particular is very stuffy and very conservative in dress (meaning you have to wear a tie). Also politics runs rampant in the Clayton office so if you don't like that, stop applying and look elsewhere. There were a lot of people I met that I wish I didn't meet because all they cared about was looking good and moving up and would use other people to make them look bad so that they could in turn look good. Business is growing really fast here and I would say probably too fast because the systems and other processes as well as workers have not been able to sustainably adapt to the growth. An example of this is the databases. This is the only company where I've been sent in a queue where I've waited over an hour just to run a query. Meanwhile, I'm just waiting and I'm not being a very productive employee since I need that query to finish so that I can do my job. A big let down for me was when I gave my two weeks notice. They did not explain the process at all and because of that, I lost my flexible spending account to where I can't access the money. Also, they do not pay out on vacation upon leaving the company so I lost that too which is not good policy. Every other company I've been at, I at least got some sort of vacation pay. They also never gave me my exit interview or anything so I guess this is where they're going to get my feedback (albeit in public ). As a side note too, they seem to have this bizarre cult like following of the CEO as his picture is on the home page every time you open it up and he's on every single training video where he adds absolutely no value to the video whatsoever. One time they were pressuring employees to vote for him for some kind of executive of the year award. To sum this up, there are just so many cons for me that there is no way I would recommend this company to even my enemies, never mind my friends. I would tell anyone reading this to stay far away from this place.",Centene
63,"""Entry level job""",4.0,Flex time is really nice,Management is a little disorganized,Centene
64,"""Do not walk Run from this company""",1.0,There is no good reason to work for Centene,Horrible management. Went out of their way to discriminate and retaliate.,Centene
65,"""Operations""",3.0,"typical work environment , not bad bad","Good and bad typical work environment , I’m stil here",Centene
66,"""Medicare Product Mgr""",2.0,Hold employees accountable for their actions.,No work / life balance or flexibility to work from home.,Centene
67,"""Compensation well below market rate""",3.0,"Growing company / job security. Onsite pharmacy and clinic. Great cafeteria food selection, but pricey. Company committed to St. Louis region.","Below average compensation. Insurance coverage , especially for medicines was bad. Clayton office location as formal dress requirement, suit and tie and dry cleaning bills... Parking can be a headache. Have to swipe your badge every 10 steps, every where except bathroom stalls! Bathrooms are a joke, it is like getting into a clown car and invariaby not stocked with paper towels. Slow decision making by management. Nothing gets done / priority except acquisitions. Fortune 30 company that acts like Fortune 300 Company. Most time spent teaching first line supervisors on how to manage. Upper management lacks basic managerial competence.",Centene
68,"""Overall decent place to work""",5.0,the pay and benefits are decent,overtime is required at times,Centene
69,"""Avoid at all costs""",1.0,The pay was just ok,"Pretty much everything. The culture is horrible. I looked around at those above me and said, ""I wouldn't want to be around you no matter how much I was paid"". One of the cut throat and immature places I've ever worked. If you want a good leader, you won't find them in Centene's IT department.",Centene
70,"""Great way to start your career""",4.0,"Great for Diversity Internal Career Advancement Internship opportunities for college students, Compensation, and being Compassionate towards members and providers More job openings due to multiple acquisitions",Lack of advancement depending on the dept Compensation Lack of remote opportunities,Centene
71,"""Typical Corp BS""",1.0,Good salary...lots of days off,Expectations to work longer hours is down played during interview. You really won't have opportunity to use time off with being side-eyed by management,Centene
72,"""Great Company""",5.0,Great company to work for,Don’t have anything negative to say about company,Centene
73,"""Psycho Company""",1.0,Benefits. It is easy to move around in the company.,"They monitored everything with cameras. They have cameras everywhere. The building looks like a prison. Managers treat employees as if they own them. They monitor social media and use it against employees indirectly. Mini wars occur between departments and put employees in the middle. Several managers there have never stepped inside a college while employees have degrees. Worse case of nepotism I have ever encountered. Many religious freaks too. Anti-transgender attitude is blatant. Sexual harassment is rampant. It was basically a cult. Everyone is doing drugs, judging or having sex with one another. Worse than a high school. Reminded me of some Jim Jones cult. Abusive is the number one word I would describe this office. I am curious if HQ is aware of the abuse or if they find it funny. Hard telling. If not careful, someone will do something drastic and they will have a class action law suit at the helm. AVOID. Most companies in the area do not have the same benefits or pay but are not half as abusive as this office. As employee you should never endure terrorism from your employer.",Centene
74,"""If you like being busy, this is the place for you.""",3.0,Great coworkers Decent insurance Close to home,Some teams are slow to promote More work than workers No teleworking (unless it’s a one-off),Centene
75,"""Great Company""",5.0,Centene is a great company that truly cares about its employees and the member they serve. You have great career opportunities if your a hard worker and willing to put in the effort. Centene is constantly growing organically and through acquisitions. They provide a great bonus program to reward individual contributions to the companies success as well as benefits such as their stock purchase program.,"No work from home options for salary staff, dress code is a bit outdated (I personally dont mind it)",Centene
76,"""Growing fast""",4.0,Great tea at lunch break,Tea runs out at lunch break,Centene
77,"""overworked and under payed utilization review, case manager""",1.0,work from home can be very good,"disrespectful bosses, all you get is lip service",Centene
78,"""Great Company""",5.0,People are great to work with Fast paced growth,Management has no idea what is going on with their teams.,Centene
79,"""Great company until HealthNet and Wellcare""",2.0,"Pay, work is interesting, there is a LOT of it!","Too many random layoffs of key people, long hours, constant change. They promote the same two people. Managers are sporadic, some great, some really bad. No work from home, they are strict on this!",Centene
80,"""Everyone is disposable (to help pay for Nidorff's Private Jet(s))""",2.0,I enjoyed my immediate team.,"With 30k+ employees, there is a LOT of red tape to dodge. You're left spending the majority of your time trying to prove your job's necessity, as there were regular rounds of layoffs while I was there. In fact, I was laid in the middle of my maternity leave as a result of a major round of layoffs. Though you might be hired on with a specific skill set/job description, they'll strategically give everyone similar titles, so that when it comes to layoffs, it is easier to justify. You're incredibly disposable, look for something else.",Centene
81,"""Okay for a call center""",3.0,"Good pay, and good hours",The leadership team is hit and miss. There are only a handful of good leaders.,Centene
82,"""Good company""",3.0,Room for growth and opportunities within the company.,There is no work from home. Training is really not established. You learn on the job by sitting with coworkers. There is absolutely no training manuals or documentation to learn by.,Centene
83,"""Great""",5.0,"people. pay, benefits, feels like a team",none that I can think of,Centene
84,"""Former Associate""",3.0,The salary was great for the associates,depends on the department management can be very inaccessible and or lack of knowledge,Centene
85,"""Worst Job Ever.""",1.0,The pay was decent. Free food.,"The work environment was terrible, management and your other coworkers would not help you learn and treat you terribly if you had any questions. Expected you to learn everything yourself in less than 2 weeks, management changes there minds on standards every day. benefits are sub-par. Only good thing is the pay, and really for everything you do and are put through and how you're treated it should still be more.",Centene
86,"""Great Place to Start Your Career""",4.0,- Great company to start a career - Great co workers - Growing company,- No Work From Home policy - Business formal dress code - Have to commute to an office everyday - Poor flexibility,Centene
87,"""Good overall company""",4.0,Lots of room for growth,Growing company so growing pains,Centene
88,"""No Complaints , loved working there !""",4.0,"Overtime, Good Pay, Good Benifits, Non Micro managed.","Grown adults still act like high school students, laughing at other employees that are less fortune.",Centene
89,"""A good, solid company - but not perfect""",5.0,"The ability to grow within the company, compensation, and benefits.","Benefits can be a tad pricey, and time off should roll over - not expire.",Centene
90,"""Great place""",4.0,"Benefits, team environment, 401k matched","None, great place to work",Centene
91,"""Decent""",3.0,Opportunity for growth if you make it,not many it just depends on your mentality,Centene
92,"""Great Company""",4.0,"Great pay, great benefits, paid time off",I cannot think of any cons,Centene
93,"""Work Review""",4.0,"Professional, patient oriented. They Keep patient records and information very very secure. Very HIPPA compliant.",Difficult to move up and advance in your career.,Centene
94,"""Don't know what all the fuss is about""",2.0,"Benefits and compensation were top-notch, no complaints there. That's the ONLY reason they get two stars instead of one.","Products and platforms are buggy and bloated, and much time is spent listening to middle managers threaten people with weekend work unless it gets fixed yesterday. Corporate culture to the max. Very sterile and old fashioned. Laser focus on security means if you want to download your favorite tools, be prepared for a long wait as the software requests make their way through a byzantine labyrinth of managers, product owners, etc. An additional con caused by the glacial pace of things there: if you are an engineer, good luck being ready to do 'real work' within your first month. In my case, I was the only new team member, and my environment was perpetually crippled. Everyone else had been there so long that their environments worked and they couldn't remember how they got around the issues I was facing (or they were using legacy tools that 'just worked' but God forbid I get set up like them, it's the new way or nothing). Documentation that could help was sorely lacking, as well. But the biggest con (in more ways than one) was being seriously misled about the nature of my role, which I found out is par for the course for the branch I was a part of. I understand that it's not uncommon for a role to change a bit once you're brought on, but this was a major shift from what was talked about in my interview.",Centene
95,"""Best call center I have ever worked for""",4.0,Management is very respectful and always trying to help out when needed.,Favoritism when it comes to promotion.,Centene
96,"""Cares about members and employees""",4.0,Has a lot of new initiatives to develop employees and help members Good work/life balance,Room for improvement and equal pay of behavioral health professionals that do the same job as their medical (rn) partners,Centene
97,"""Fast growth company with unlimited opportunities.""",5.0,"They support personal and professional development. Great benefits including 401k match, PTO and holiday. If you are driven to make an impact, this company is for you.",Fast pace and need to mindful to use PTO so you don’t burn out.,Centene
98,"""It's a corporation.""",3.0,"Large scale, multinational corporation that has a lot of different advancement opportunities for a multitude of skillsets.",The office that I worked with was micromanaged by a bullying tyrant who had little oversight.,Centene
99,"""Fantastic company with amazing company culture and a mission that everyone can get behind.""",5.0,The work done here is purpose driven to fulfill the mission of elevating the healthcare industry for those who need it most.,This company states that they do not allow flexible work from home.,Centene
100,"""Needs Improvement""",1.0,-Competitive benefits -Great work to serve those serving in our armed forces -Great opportunity to develop invaluable working relationships over decades,-Negative culture change with Centene acquisition of Health Net -Very poor work/life balance -Poor HR performance management support; accepts &amp; encourages retention of poor performers even with documented incidents and a multitude of various level employee warnings -Presidential bias for coworkers of former company; preferred promotions/hires to these individuals vs internally qualified candidates,Centene
101,"""Management is Horrible""",3.0,It’s a good company to work for.,Management doesn’t promote you if you don’t kiss butt,Centene
102,"""Was a fabulous place to work until they acquired Health Net""",1.0,"Pay and bonus, great front line staff",They have grown too quickly and have lost touch with how to take care of staff. Have some horrible directors.,Centene
103,"""Good Benefits, Long Hours""",4.0,Good Salary and Benefits and 401k MATCH,Not A great work/life Balance,Centene
104,"""Worked shortly as a Temporary Employee""",2.0,No average handle time restriction and what they pay temporary personnel is good.,Rigid regarding accommodating an individual's scheduling needs.,Centene
105,"""Outdated Leadership Style""",2.0,"Lots of challenging work and opportunities to move around the company. Location is very central. Pay is good and comparable to other managed care insurance companies. Cafeteria in the Clayton, MO building. Gym in the Clayton, MO building.","Long hours and it's revolving door of employees. Outdated leadership style and has the ""this is the life you chose"" attitude about long work hours. No work/life balance. No flex time or work from home. They care more about degrees than years of experience, so there is a cap on promotions if you do not have at least a bachelors degree.",Centene
106,"""Wonderful company""",5.0,"Great benefits, pay, schedule m-f, awesome team and great management.",None that I can think of.,Centene
107,"""Great Company""",4.0,"Positive work enviroment, values employees",No Flex Scheduling or Work From Home options,Centene
108,"""Leadership you report to makes a difference""",2.0,Working for a Fortune 100 company.,Management needs improvement in certain departments more so than others.,Centene
109,"""Loved working as an mflc for13yrs so far""",5.0,Travel - helping people in the military deal with mental health issues related to deployment - adults and children,Being away from home for extended periods of time,Centene
110,"""Rs""",3.0,Work is straight to the point; room for growth,Traffic is horrible in the area.,Centene
111,"""How not to run a business""",1.0,The only pro that I can think of is that everyone I work with is in the same boat with the hope of one day jumping off that boat.,"Centene buys up companies without understanding what made them attractive to buy and would rather muck everything up by installing their way of doing things. Tricare is different then all other health insurance yet they have completely ignored that fact and run it into the ground. They love to hire people at the very top for Tricare that have ZERO healthcare experience let alone Tricare experience. They love to use outside consultants that have ZERO Tricare and possibly healthcare experience. They have jettisoned countless people that we actually need and replaced them (or not) with cheaper, less experienced and to be frank, not qualified people. I honestly believe this company likes to complicate things rather then simplify in a well planned effort to never have to answer as to why things are done the way are done because everyone is trying to figure out how to fix things that Centene has broken all in the name of some weird attempt at progress. Everything, and I mean everything is wrapped in layer upon layer upon layer which creates constant confusion. The higher you climb the ladder, the more you will see just how inept at running a business this company is. That is a high level view but if you want to know about the little stuff- unless you are in California, your PTO will reset each year, pay not even close to being comparable to other companies, high cost for healthcare, ; dinosaur ideologies like no remote work ability, stringent dress code, and an utter lack of reward for hard work. Above a general contributor you have to break company policies to actually be able to do your job.",Centene
112,"""Exciting Career Experience with Travel Oppertunities""",4.0,Meeting New Family and Members and advocating for their medical needs.,Some travel was over the 75 mile radius - but it was nice that they allowed us to stay at a hotel so there wouldn't be any late travel,Centene
113,"""Amazing company""",5.0,"Health, Dental, 401k match, various other benefits. Good company culture.","Lack of communication, moving up can be difficult unless you ""know"" someone.",Centene
114,"""Good job""",4.0,Pay Benefits Remote working Morale Opportunity to learning and advancement,Communication between departments is lacking Quantity of work coupled with quality makes for a lot of stress Time clock punching,Centene
115,"""Great company with excellent benefits""",4.0,"Great Health Insurance for all employees. A lot of opportunity for career growth. Leadership is fair, empathetic and encouraging.",Too busy. Which is also a pro as the company is growing which provides additional opportunities.,Centene
116,"""No intention of slowing down""",4.0,"Great benefits, Never boring work","Poor Work/life balance, Constant change",Centene
117,"""Not for everyone""",3.0,"Good pay and benefits, people are mostly cool and hours are flexible.","Long hours, work life balance is awful, short staffed, asked to work extra when you already do. Leadership doesnt always communicate to each other and is unaware and the pressure on people is seriously high.;",Centene
118,"""Facilities Management and Computer Support Specialist""",4.0,Love the business of helping others,Not enough time in the day to complete everything,Centene
119,"""Great Company""",5.0,"Salary, benefits, employee resources, opportunities for advancement, work/life balance","It’s almost impossible to refer people for employment, due to the volume of applicants applying for positions.",Centene
120,"""Wonderful""",3.0,"Great team, great people","Underpaid, overworked , management pick FRIENDS than long working employees",Centene
121,"""Great work environment""",4.0,"Great coworkers, relaxed environment and easy going",Company moved to Waltham which was too far of a commute,Centene
122,"""Excellent Benefits""",4.0,Excellent benefits including paid time off.,Overall good company with opportunity for advancement.,Centene
123,"""I like it""",5.0,Good management team that doesn’t micro manage.,Lots of change that you have to adapt to.,Centene
124,"""Great company""",5.0,"Pay, schedule, people, vacation, benefits","None, that I can think of",Centene
125,"""Pays well, but not worth it.""",2.0,Pay and benefits top notch.,Management and their love of micromanagement.,Centene
126,"""Great place to gain experience.""",4.0,"Structure, Benefits, Colleagues, On the job training","Some departments are not flexible, advancement can depend on who you know.",Centene
127,"""Sr Director Operations""",3.0,I honestly cannot think of any - (it’s better than unemployment),Good ole boys club Racial bias Poor work life balance,Centene
128,"""Helpdesk""",3.0,Decent pay and excellent health benefits,Moving away from being a helpdesk and more towards a call center.,Centene
129,"""Good Corporation""",4.0,Decent wages and benefits and good management,"No con's for this company, Nothing negative",Centene
130,"""Don’t do it""",1.0,Salary location pay schedule,Corporate culture in the dark ages,Centene
131,"""Ok company""",3.0,- Kind of flexable shifts - ok benefits,- If your spouses work offer benefits you cant bring them on to centene benefits - They say they like to promote from within but 90% of the time they dont - No communication between IT teams,Centene
132,"""Great but dramatic""",3.0,"Decent pay, amazing mission and purpose, wonderful peers.",A lot of unnecessary drama and politics.,Centene
