,title,rating,pros,cons,company
84,"""Great company, competitive career field""",4.0,"- Ability to learn and gain a variety of experience quickly - Some of the best people you'll ever meet - Flexible work schedule - Business casual includes jeans - Heavy discounts on Internet &amp; Cable - Tickets to Universal Studios - Reimbursements for Running Club (5Ks, Marathons, etc.) - Health, vision, and dental insurance - Discount on Pet Insurance - Tuition Reimbursement - Maternity/Paternity Leave - Adoption Assistance","- Lack of growth opportunities - Promotions seem to be based on tenure, not skills or ability to do the job - Multiple people going after the same management positions - Lack of diversity in Manager or above positions - Too many office politics - The idea that management runs like a clique - ERGs lack funding and leadership guidance - Slow-moving for a company that prides itself on being “futuristic” - Products are launched with issues that don’t get fixed, only get replaced by a new product with its own set of issues - In order to grow your career, you must relocate or wait +10 years",Comcast
85,"""Inbound sales""",2.0,"Decent money, not very hard","No freedom, have to lie to customers to make money",Comcast
86,"""Innovative for a large legacy cable company""",4.0,"- Good People - Innovation is top of mind, especially in TV space - 9 to 5",- large organizations means slow movement - red tape politics - lack of communication at times between teams,Comcast
87,"""Do NOT Recommend working for this company""",1.0,"Culture, benefits, other employees (not management)","Management, comcast listens is a joke, low pay",Comcast
88,"""Micromanaging and Unrealistic Goals""",1.0,"Stock Option, 401k Match, Company Vehicle","All technicians are Micromanaged with unrealistic goals to meet metrics. If your whole team cheats and has good numbers you will be praised, but if you get caught cheating you will be fired.",Comcast
89,"""Great company to work for. Great Work-life balance!""",5.0,Great work life balance. Lot of opportunities within the company. Great pay and bonuses. Great perks!,Can be a slow promotion. Not fast paced like startup environment.,Comcast
90,"""Fantastic company""",5.0,"Pay, benefits, opportunities, training, advancement","No Cons for Comcast as a company, only some of the leaders are poorly chosen.",Comcast
91,"""There are better places to work""",2.0,"Employee services, exposure to upcoming projects/releases, location and nice building","constant ""re-orgs"" and feeling of being disposable, team executives lack transparency",Comcast
92,"""Everything by the numbers""",2.0,Good pay and benefits. Decent training,Judged solely by call metrics.,Comcast
93,"""You are just a number.""",2.0,Good money for someone with no kids.,They don't care about you at all. You could get hurt on the job and they will cast you away.,Comcast
94,"""Got to know someone...""",3.0,"Benefits were decent, great internet and cable.","No easy to transfer to other departments unless you know someone and they promote younger people more often, not a lot of advancement for older people still in work place.",Comcast
95,"""Good entry level tech support position""",3.0,"Free Comcast Internet and TV, easy interview and hiring process in enterprise tech support if you have no corporate experience but know IT basics (IPv4, DNS, CPE, etc)",Limited career advancement opportunities. Coercion to be involved in various corporate schemes - for example UnitedWay.,Comcast
96,"""Company is great, mid level sales/marketing management not so much""",3.0,"Abundant benefits, great earning potential, and flexible scheduling","The mid level sales management is way too far disconnected from the front line, and in my experience, doesn't care enough to make the change.",Comcast
97,"""Really good company with Great  Benefits""",5.0,Good Pay Great Benefits Great Environment,Not many Transfer options if moving states,Comcast
98,"""Great Company""",5.0,"Pay. Management, Hours, Perks, Insurance are all great",HR Services are not as quick as they should be,Comcast
99,"""Great company culture""",5.0,I worked in the twin cities region and I can easily say I loved everyone I worked with,I have no cons at this time,Comcast
100,"""A great company to work for that is simply too large to address things quickly""",4.0,"Great products, great services, and great people. Benefits are outstanding and can't beat courtesy services.",The company is too large to make functional changes with speed. They seem too eager to address a value problem then address how the consumer journey leads to their frustrations.,Comcast
101,"""great opputunity""",4.0,great pay fun work enviroment,micro manage dont care how cold it is outside even though they know no one anwsers door at 8 pm in winter,Comcast
102,"""Love the work, hate management""",3.0,• Great coworkers • Working daily to help people,•Pay doesn’t seem worth the work • Management can’t get a grasp on things • Poor vehicle fleet • Company as a whole is very compartmentalized,Comcast
103,"""Good company to work for""",5.0,You can move up fast,Hard to stay motivated with bad coworkers,Comcast
104,"""Comcast Business doesn't value their employees""",1.0,"free cable and internet, nothing else","poor management, no employee empowerment, lack of accounting credibility, many people don't care about anything outside their role, strong favortism towards a select group of people, overall just a joke",Comcast
105,"""Good company""",4.0,"Day 1 benefits /health 401k free cable, universal studios tickets",Team work culture isn’t there .,Comcast
106,"""Working at Comcast""",4.0,"Great Benefits, diversity, decent pay",hard to move up,Comcast
107,"""Comcast is the best""",5.0,Excellent Career Opportunity with Comcast,Slow promotion rates at Comcast,Comcast
108,"""I don't recommend working here.""",1.0,"free cable, internet, and phone","constantly changing policies and procedures, hired for billing, then technical, then retention. Eventually, in addition to handling calls that were from angry customers or untrained outsourced reps, and trying to keep then from cancelling, we were held accountable for upselling, and selling cell phones, and then home security and more metrics, and listening to calls and more coaching. I ended up quitting after many many years because I went into a deep depression. They care more for company metrics.",Comcast
109,"""Great company to work for""",4.0,"The benefits were, healthcare, quarterly bonuses, paid training. I really enjoyed the flex days which allowed me to take off at the last minute if something came up, or if I didn't want to use a vacation day. also a large amount of overtime with incentives.",When you're starting off you'll work long hours but depending on your system your co workers can sometimes lend a hand. Sometimes the work load can be overwhelming. if you have to drive an hour out to another location that's not your usual local then the drive back is your own time.,Comcast
110,"""relaxed company and laid back""",4.0,"relaxed environment, and great opportunities for moving around the company",front line; you get a lot of angry customers/mental abuse. Need to have thick skin to be able to shake upset customers off and be able to reset for the rest of the day,Comcast
111,"""Can be a better company great but not perfect""",4.0,Great company. Free cable and internet. Can make alot of money if your a hustler,Way too stressful from customers. Managment can be too much also but it does come from above. The commission structure changes on a monthly basis.,Comcast
112,"""Working for Comcast on the Xfinity side was okay....""",3.0,"Bonus, flexible schedule, pays for personal vehicle gas, allows company van to be taken home","No opportunity to grow and make a living in real world situation. I can make the same as a tech there if I worked as a supervisor at a fast food restaurant. No opportunity to even switch out from an Xfinity tech to another branch in Comcast, you're such there pretty much.",Comcast
113,"""Great Culture and Benefits""",4.0,"Great culture, great benefits, great location",Sometimes moves too slowly when adapting to current times. Not as entrepreneurial as the company could be,Comcast
114,"""Good benefits and pay""",3.0,"Salary + commission, good benefits.","Internal systems are lacking (everything is a very slow process). AE's are expected to achieve monthly, quarterly and annual goals when corporate management and legal have control of everything. Customer service rating is unfavorable and rated low due to poor training, internal processes and lack of local customer service representatives.",Comcast
115,"""Ok, wish they paid more""",3.0,People are great Very supportive Good Benefits,Need more pay Poor Communication No forecasting,Comcast
116,"""Great Benefits,""",3.0,"Great Benefits, Free Services,","Corporate Politics - no matter how hard you work, it's not what you know it's who you know. Growth opportunities are not as openly available as they appear to be. Unrealistic expectations. In the end, you are easily replaceable regardless of how well you perform.",Comcast
117,"""Pretty Typical Corporate Environment""",2.0,"Decent pay, good benefits, work from home flexibility","Unpredictable work schedule, leadership pretends to care but is actually indifferent about addressing employee concerns, very few growth opportunities.",Comcast
118,"""Disappointments""",2.0,"You can make a decent wage if you sell well, some friendly coworkers, pizza parties, advancement opportunities, and very inexpensive free cable/internet","If you don't sell well, you will hear about it constantly, mostly overly territorial coworkers with rabid personalities and office gossipers, like a CIA operative - trust no one, work life balance is non-existent, be prepared to possibly be stuck over a half hour later at work on the phone with an angry customer and God help you if there is a blizzard outside (they will not send the department home like most companies would), way more pizza parties than monetary incentive (I advice feeding yourself), and career advancement opportunities if you ignore most things",Comcast
119,"""Free Cable""",3.0,"Free cable, good managers great people",your just a number in the big money-sucking company,Comcast
120,"""Not a very culturally diverse and accepting organization""",1.0,The company has great health benefits.,Them being culturally diverse is an employment advertising gimmick.,Comcast
121,"""Good cable""",2.0,Pay insurance incentive truck internet,Pay interest rates cable food,Comcast
122,"""Know What You Are Getting Into""",1.0,Great Products Courtesy services Comp Plan on par with industry standards,Toxic work environment where basic respect and integrity is lacking.,Comcast
123,"""Great place to work with great benefits.""",3.0,Technology is constantly changing. You will see all type of new cutting edge tech.,"Senior leadership changes their directive often, policy changes mostly.",Comcast
124,"""Not for someone with a family""",1.0,benefits are pretty good.,"long hours, no lunches or breaks",Comcast
125,"""work life""",5.0,collabrative work. good technology and cloud servoces,nope so far I have ever seen,Comcast
126,"""Great Benefits/Evolving to improve internal &amp; external""",4.0,"Great Benefits, Opportunity to move around to different departments, &amp; move up in job role, they are constantly working on improving their internal &amp; external processes, flexible",Continuing working on internal processes for internal communication,Comcast
127,"""Loved it but stressfull""",4.0,"guaranteed work every day you come in and it's nonstop, I love a fast pate environment. There are quotas that must be met just like any call center.",Customers could get a bit rude,Comcast
128,"""Everyone is replaceable""",1.0,Great benefits; perks; tools &amp; equipment,"Lack of leadership. Fundamental, organizational disfunction. they simply dont know what they want to do. cyclical 3-4 year restructuring, centralizing and decentralizing.",Comcast
129,"""Pay is NOT applicable to rising costs of living""",3.0,"Community amongst employees, social events","Pay, management, company policies and practices",Comcast
130,"""Great Career""",2.0,"I worked for Comcast for over 12 years, I learned a lot while working there. I believe I gained valuable knowledge in the area of Human Resources and Talent Acquisition.","One definitely has the opportunity to grow within the organization, but it was a challenge to interview for opportunities outside of your region.",Comcast
131,"""Great place to work""",5.0,Pay Clothing Training 3 days off Vacation time,Climbing poles Crawling Dispatch Old vans Rain,Comcast
132,"""*****""",5.0,"Good culture, atmosphere, benefits, decent pay for a job that doesn't require a degree.","Lots of change, instability in pay structure, you'll get yelled at a lot by angry people because it's customer service.",Comcast
133,"""They suck you in with easy indentures then permanently throw you to the wolves.""",2.0,The training pay is good.,Horribly micromanaged. The commission structure changes rapidly.,Comcast
134,"""Great company for work/life balance""",3.0,"Lot of autonomy, work/life balance is great, nice people","Re-orgs are often, low pay, low motivation, not a lot of young people but getting better!",Comcast
135,"""Line tech""",5.0,"No office work, all field.",Work in all kind of weather,Comcast
136,"""Awesome place to start a career""",4.0,Company cares about the employees,theres always a jerk Vice president and above,Comcast
137,"""Comcast is a great place to work""",5.0,They have a good stock program. You get a 15% discount on the lowest stock price of the quarter. They take money right from your check (if you opt in) and purchase for you automatically. You have to hold shares for one year minimum.,They had ‘re-orgs’ multiple times in the three years I was there. Kind of stressful.,Comcast
138,"""Great Company to work for""",4.0,Excellent company culture. Supportive supervisors and great training to achieve goals.,Work schedule can be hard on evenings and weekends.,Comcast
139,"""Residential/XH Tech""",4.0,"Good pay for the work that needs to be done, good camaraderie and amazing benefits (practically free cable/internet/land-line phone service as well as 6% matching 401K and VERY good insurance) and a good work schedule (4 ten hour days [Sunday-Wednesday or Wednesday-Saturday].","Depending on which division or region you work in, management can be absolutely great or terribly poor. I worked in a very large office for the first 2 years of my career (Indianapolis) and every aspect of the company and the day to day tasks were taken very seriously. I have recently transferred to a smaller office that is on the outskirts of a larger region (Greater Chicago) and employee input and concerns don't feel like they're answered as promptly as they were in my previous location. It seems that the company has gotten so big that not every market, division and/or region are on the same page. In a nut shell, management will be determined by your location.",Comcast
140,"""Comcast life""",3.0,Great Hours n work benefits team spirit,"Strict call center environment, not enough breaks; written up not meeting metric goals; not compensate fairly",Comcast
141,"""*""",3.0,"Very diverse organization, awesome people",A lot of reorganization and hard work life balance,Comcast
142,"""The blind leading the blind""",1.0,Cable is discounted and benefits are good,"Hours, working in dangerous neighborhoods, unattainable quotas, no help from management, promotions are different for all sales channels",Comcast
143,"""Good work""",4.0,Good pay and flex hours,benefit is not too good,Comcast
144,"""Senior Software Engineer""",4.0,- excellent benefits - great teams/people to work with - recognition - bonuses - flexibility to work from home,- lots of reorgs - need new exciting projects,Comcast
145,"""Not worth the headache""",2.0,Benefits/free services. Nice facility,Pay is not sufficient. A lot of brown nosing to get ahead,Comcast
146,"""A Great place to work!""",4.0,Opportunities for advancement are limitless,Entry-level positions do not pay well.,Comcast
147,"""It's a job""",3.0,"Good Benefits 4 on 3 off Company listens to employee suggestions but can take a while to see changes Not micro-managed, at least at my location",They can send you out of your work area quite often Metrics can be difficult to meet and maintain Pay seems a little low for the amount of work you do,Comcast
148,"""Sales professionals beware""",1.0,"401k, Stock options &amp; benefits","Not customer friendly, internal competing sales channels",Comcast
149,"""It was cool""",5.0,Good money and free cable,customers with nasty houses were the worst.,Comcast
150,"""Employment""",4.0,The company as a whole promotes advancement and provides a ton of benefits to assist with work life balance.,"At time the immediate management team may appear to attempting to climb the corporate ladder instead of assisting their immediate team members,",Comcast
151,"""Great work/life balance""",4.0,"The work/life balance here is really nice, and the management shows they care about employees.",We could have better focus on product vision than we currently have today.,Comcast
152,"""Comcast Retention""",4.0,It was a great job with awesome benefits. It paid fairly well for a call center job and they often gave out free things to employees. They made it fun to work there.,I personally didn’t like being yelled at by angry customers. It was a lot.,Comcast
153,"""Love it""",5.0,Great company to work for,Still new lots to learn,Comcast
154,"""Refreshing, Dynamic Company""",5.0,"The culture at Comcast comes from the top leaders down. Employees are encouraged to provide clear specific feedback on a regular basis. Everyone has been more than willing to welcome and help me, across all departments I have come into contact.","Large company to mitigate through, finding contacts isn't always easy.",Comcast
155,"""Great place to work""",4.0,"Benefits, business, product, time off, pay","Schedule, Inconsistent relay of information, people hate comcast",Comcast
156,"""Good Overall Company""",4.0,"Great Benefits, Career Advancement opportunities","Saturation in some markets. Making it very competitive internally for deals. You almost always have 2 to 3 reps working on one deal. Multiple reps in same terriritories, etc",Comcast
157,"""friendly environment""",4.0,friendly environment and good working location,salary is low and not a lot to learn,Comcast
