,company,cons,pros,rating,title
42,General Motors,"As a college hire, you are placed anywhere. I agreed to be a software developer. I was put into QA where their automation is very new. There are not many senior developers that are leading it, so it is easy to get lost and left behind. Not all projects can be automated or may have little automation. This causes you to do mostly manual testing. This is not what I agreed to do.","Great work life balance, unless your project is hitting crunch. Then you are expected to work nights and weekends. Benefits are pretty good. Nice 401K, vacation, sick days. There is no official work from home policy so that depends on your manager. If they are cool with it, it is very flexible to work from home a day or 2 a month.",2.0,"""College Hires Need to be careful"""
43,General Motors,- work life balance is so-so - constant restructuring causes instability - feel like a cog in a machine - incredibly bureaucratic,- Good pay/benefits - nice facilities - great out of college job,3.0,"""Good until it wasn't"""
44,General Motors,Parts availability was below average,Nice philosophy regarding training and guest experience,4.0,"""Great"""
45,General Motors,"Dated technology, lots of bloat and leadership is more concerned about politics then creating functional tech",Great for developing experience for new college graduates,3.0,"""Great for a foot in the door, but long term not so great"""
46,General Motors,The automotive industry is a competitive market,Always provides qualified customer base,5.0,"""Great company to work for"""
47,General Motors,"Middle layer management know nothing about technical work and they are not qualified for those positions. For example, an algo engineering manager may have never opened Matlab in his whole career. A software manager may have never write one line of code.","Well established development process, good benefits, flexible hours",2.0,"""Fundamental culture change needed"""
48,General Motors,Occasionally has long hours depending on issues or upcoming design reviews,This role provides a lot of great experiences for future jobs Provides exposure and opportunities to progress within the company,4.0,"""Demanding Role w/ Endless Opportunities"""
49,General Motors,Its a huge corporation so its somewhat hard to have good relationships with all people,Good for the benefits and insurance,5.0,"""Creative designer"""
50,General Motors,Terrible management People have attitudes You'll work in Excel day in and day out Manually sorting out data Chance of getting laid off,Travel opportunities Drive test cars around,1.0,"""great if you love excel"""
51,General Motors,Work life balance tilts toward work,"Great place to work and learn. Good benefits: education, 401k, medical. Ability to move around in the company",4.0,"""Review"""
52,General Motors,Slow to make bring changes or accept new ideas,Good Benefits and work life blance,3.0,"""Review"""
53,General Motors,"Lots of bureaucracy, reactive rather than proactive, work-life balance","Great benefits, smart people, complex industry",3.0,"""Good company with some challenges on the horizon"""
54,General Motors,"The purpose of the college hire program is to give them experience and have them leave before the 3 years to a mid-level position is complete. If they don't leave, they are forced out. When GM undergoes an automobile downturn, they fire employees who did good work for them for years, sometimes even more than 5-10 years. Most of the seniors, tech leads, developers, and college hires have left. Last year, GM fired many people in front of their own colleagues. There is favoritism by certain managers intentionally giving out negative reviews so those favorite managers can keep their job. The hr and favorite managers are doing a terrible job. The culture is so bad. Fairness is gone and when they fire you because of their automobile downturn they turn it on their former employees. There are multiple negative reviews of GM.","Good benefits, bonus for college hires, annual raises",2.0,"""Company Review"""
55,General Motors,C-Suite is completely disconnected from what is happening with employees. Too many lifers that are reluctant to change. Diversity and inclusion is a talking point but overall a joke.,"Salary is competitive, co-workers are ""midwest nice""",3.0,"""So Much Potential But Stuck in the Past"""
56,General Motors,Many of the leadership state they are all about workplace of choice ... But their actions are very old school culture. Staffing is so thin that no one has time to do everything they need to do.,A lot of opportunities to do many things,3.0,"""Good and Bad"""
57,General Motors,"upper management are in their own ""club""",pay and benefits are good,3.0,"""Ok Place to work"""
58,General Motors,"Shift Work, always fear of layoffs","Good wages, clean work place",4.0,"""Good Wages"""
59,General Motors,Working with good Brand name Car Parts that's Building Cars that Build up too A Cars Runing Standards,intelligent parts that they have Building Cars One Part at a time and Create excellents,5.0,"""I Have  not had the opportunity to Work at this Company Before.
 But I would Like to Have the opportunity Too"""
60,General Motors,"Work life balance was weak, always someone micromanaging you.",Great benefits and discounts. A lot of good movement.,5.0,"""Good company"""
61,General Motors,Conflict between management and UAW,Fortune 500 company with good benefits,4.0,"""Great Experience"""
62,General Motors,"-company is so big that you feel so small. like a piece in a production line -sometimes not that efficient, projects are moving slow","-big company, you always have something to learn, like technical stuff, managment or leadership. in other words, you will shine if you got much talents -work life balance -very good benefits package -nice people at RnD",5.0,"""have been enjoying a lot"""
63,General Motors,- GM is a huge company and that sometimes causes things to go slowly,"- no shortage of interesting projects to work on - if you need something for your work, GM will get it for you (e.g. computing resources)",5.0,"""Great place for interesting, challenging work"""
64,General Motors,"-not that efficient, like most big companies. -career development for new hires is not good. you are on your own, most time. -projects are moving slow, and many people are doing the same thing separately not collaboratively.","- big company so you have much to learn or break, like technical things, management and leadership... -you can easily shine if you are talented enough and work hard at RnD. -Benefits package is great...people at RnD are very nice",4.0,"""have been enjoying a lot with a nice manager..."""
65,General Motors,-Pay is solid but could be even better -Onboarding process could have a little more training or mentorship,"Interview questions were technical but only about a project that I had done at my last job. Since I had done the project myself the questions were easy. I would not expect random technical questions for entry level position. They will only ask technical questions about a project you worked on. If you mention one, make sure you know it inside and out. -Well structured and organized internally. -Competitive pay -Interview process was well done -Raises are decent and frequent for college grads",4.0,"""Great Process Workflow"""
66,General Motors,Sometimes can be boring work,Good company to work for,5.0,"""Good"""
67,General Motors,"Management SUCKED, they wanted the product and that’s it! Morale was low.",I was able to earn a decent wage to provide for myself and family.,3.0,"""Good pay and benefits."""
68,General Motors,None. It is a big corporation,Culture is great. People are great,5.0,"""Great company"""
69,General Motors,Constant changeover due to industry changes,Great work environment. Great career opportunities,5.0,"""Great Opportunity"""
70,General Motors,Constant changeover due to industry changes,Great work environment. Great career opportunities,5.0,"""Great Opportunity"""
71,General Motors,1. Typically problems of a large Manufacturing company - Career progression not there for mid-level onward,1. Significant amount of Technology 2. Great Opportunity for people starting in the Career. 3. Great company to work for if you get a good Manager,3.0,"""Good Company to Work in Detroit"""
72,General Motors,Upper management is very old school and out of touch. The worst managers get the most awards and those teams live in daily fear. Majority of workers are just getting through the day.,"Some good leadership, depending on group, Great energy with the younger hires. Some awesome senior employees who are a joy to work with. Great vacation/sick benefits.",3.0,"""Much improvement but still a ways to go"""
73,General Motors,"Parking at the tech center took way too long to fix (for a transportation company). Culture at GM is deg the good ol boy network. There are connections from the senior leaders all the way down with buddies - perhaps not the “best” people in the roles. The “frozen” middle is still present in the higherarchy. Toxic people, of they are buddies of management, are kept in the company and not appropriately dealt with.","GM has some very knowledgeable people. Very capable technical abilities. Good vacation benefits, 8% 401k match.",1.0,"""Good people but toxic culture"""
74,General Motors,"In many departments, it's a toxic culture. Several organizations have revolving door executive leadership that frequently leads to taking steps backward instead of forward. Several layers of executives often make terrible decisions for GM customers and their employees only to try and position them for the next promotion because it was on their CAP. There are people still there who's entire reason for existing is to make you or your team appear insufficient so they look better in front of executives. There is almost no collaborative teamwork across organizations towards a common goal. Leaving the company is one of the best things that ever happened to me. I have my life and my sanity back.","Good pay, good 401k, exciting projects, generally they make good products.",1.0,"""Do not recommend"""
75,General Motors,Appropriate promotion opportunities were a bit difficult to find.,"Thoroughly enjoyed my role, had great bosses, had very good benefits and was paid very well.",5.0,"""Great Experience With This Employer"""
76,General Motors,Work a lot of hours and Saturdays,Good pay and with benefits,4.0,"""Learn as many jobs as possible so I'm able to fill in when a coworker is in at work or needs to be trained ."""
77,General Motors,None. Work at GM was fine,Great. Worked at GM for 30 years..,4.0,"""Good company"""
78,General Motors,Some months we don’t have any work,Get to drive a different car everyday,5.0,"""Getting new cars allocated for buyers"""
79,General Motors,No job security to rely on.,Not hard on the body,2.0,"""Factory work"""
80,General Motors,"Sometimes the projects aren't organized well, and that's mostly due to lack of personnel",The people that I work with are amazing.,5.0,"""GM Software Developer"""
81,General Motors,Tough work/life balance implementation for customer base and demands,Good work/life balance push from leadership.,5.0,"""District Sales Manager"""
82,General Motors,hard to get noticed for work,"good pay, good job security",3.0,"""So-so"""
83,General Motors,No clear definition of the deliverable and methodology.,Could be very productive to company in cost saving.,4.0,"""Business architect"""
84,General Motors,Poor communication throughout the organization; slow to innovate,The people in design are great; there are good opportunities for career development within the company,4.0,"""GM"""
85,General Motors,"It's all about making your boss look good No one cares about your well-being, so look after yourself Administrative work take up so much time Micro-management Chaotic Politics",Great benefits Freedom to work from home,3.0,"""IT Work Culture is Toxic but you are free to move around"""
86,General Motors,"You are required to use 4 of your ""personal vacation days"" during the first week of July, which they don't really tell you until your new hire orientation, though you still end up with above average vacation time. 401k matching vests after 3 years. Sometimes very old fashioned thinking. There are great managers, and there are a few genuinely mean ones who remain even with low annual reviews from their team. There are groups who can give off the attitude of ""You haven't been here long enough to be important enough for me to listen to any of your ideas"" which can be really discouraging and turn people off to the company.","Great benefits and abundant vacation time. Each department is very different, and the personality of the department you are in can offer completely different experiences. Generally the more pleasant and supportive departments are those that are highly involved in R&amp;D / analysis from my experience as the management of those groups tends to lean more progressive and empowers team members to grow and be innovative. It's really important to meet different managers within the company, and it's pretty easy to do that. If you are a friendly person, people are often eager to help you learn new skills or give you opportunities to try out a field that you are interested in, even if you have no prior experience with it.",4.0,"""good - experiences will depend on department"""
87,General Motors,Hours. Treatment of employees. Temperature inside building.,Doesn't pay for insurance. Salary.,1.0,"""Awful. Does not care about you, especially temps."""
88,General Motors,Hard to get hired in,Decent pay and company paid health benefits,3.0,"""Temp at GM Flint Assembly"""
89,General Motors,There was nothing I did not like,I really liked working here,4.0,"""Very cool"""
90,General Motors,Unable to work remotely even though my whole team is remote from me and I am on the phone all day long. Seems silly as I could do the same work for home. Old school CIO needs to go.,Benefits and paid time off are great!,4.0,"""Great Benefits but poor job progression opportunities"""
91,General Motors,Leadership can be misleading and not always practicing servitude leadership.,Lots of learning opportunities.,4.0,"""Good Time"""
92,General Motors,They prefer to advance women and minorities. Great if you are one of them.,money was good good good,3.0,"""do not know what you want"""
93,General Motors,The pay was lower than competitors,"Great team, work/ life was outstanding",4.0,"""Manager where I provided end to end IT Service Delivery"""
94,General Motors,Long hours but rewarding can be a little bureaucratic in some areas,Great people that want to make a difference,4.0,"""Great place to work (MPG)"""
95,General Motors,Treated like a number. Too many empty promises. Work life balance not consistent. It varies with the position.,"Good compensation package, vacation, career opportunities",3.0,"""Ehhh. It’s ok."""
96,General Motors,"Severely limited management discretion on pay and promotions, it's all done by magic HR formula without input from the leadership that works with the team members every day. Even with all the emphasis and training on being respectful and inclusive, the over cautious nature of leadership and HR to not 'trigger' anyone because of disagreement crushes the motivation of the best workers and allows under performers to continue to share in the equal rewards.",Acceptable salary and sometimes acceptable bonuses.,2.0,"""Beware of the false front of GM"""
97,General Motors,Could be daunting sometimes given the scale of operations but that’s changing,Excellent principles and ethics Meritocracy based Cultural behaviors Current Vision and changes that we have gone through to support the same,5.0,"""Great Place to work"""
98,General Motors,Hard &amp; long hours.,"Really supportive. Loved the space, a lot to work with.",5.0,"""Line Assistant"""
99,General Motors,Career opportunities are only available to a select few. It comes down to who you know and not what you know. You must have someone looking out for you to have a career.,Pay is average to above average.,3.0,"""A good job.. A career, not so much"""
100,General Motors,"No major cons, position I was in did not have much travel to explore other facilities.",Great benefits and work life balance. Has plenty of challenges and room to grow. Salary is great too.,5.0,"""Great work-life balance"""
101,General Motors,"Some of the most incompetent management I've seen in my life. You will spend countless hours in meetings that add 0 value. The way a decision gets made is 9 meetings, 15 managers, 8 directors, and 120 powerpoint slides later something might get done. HR is the most worthless and only there to serve management. My 7 year old could run HR here. At least he wouldn't mess things up and play with his toys. Since Mary Barra has gotten in the stock price has gone no where. If I could rate 0 stars for the CEO I would do it.","Pay and benefits are good. However, that comes at a cost.",1.0,"""Don't do it"""
102,General Motors,Promotion can be tricky and political Open layout office makes it inefficient No car allowance to test drive GM vehicles ( used to be in the past) unless level 8 or higher Whole lotta documentation crap for engineers Location!!!!,"Great benefits, 8% 401k match 3 yrs vested Work from home Flexible work hours Easy vacation approvals Business class flights when business trip outside of NA Tuition help Etc",4.0,"""Great Benefits, terrible HR people!"""
103,General Motors,No management support. Lots of hours with no recognition. Middle level managers are pretty demanding and offer no support and also seem clueless. Competition is cutthroat.,Great projects. Good challenges. Lots to learn for self starters. Some great people.,1.0,"""Good job challenge, terrible work culture"""
104,General Motors,"IT Leadership is a major disappointment Most projects involve outdated tech, and boring requirements, FreeLoader coworkers are rarely punished",20 days paid vacation plus 17 corporate holidays Inexpensive Health Care Amazing work-life balance,4.0,"""Benefits make it worth it"""
105,General Motors,I know a new college hire that sometimes works till 8 and sometimes on weekends. I don’t know specifics of why but it seems a little off for a new college hire. My biggest complaint would be I wish I was using modern JavaScript frameworks on my team. There is at least one team that does just not mine.,"I started three months ago. I enjoy going to work everyday. I’m new to Austin and didn’t know anyone before moving here. My move was completely paid for by GM. I’ve made a tight group of friends at GM and our circle is growing. I haven’t met anyone I’ve disliked or didn’t want to work with. I started with a lot of other new college hires so everyone is kind of in the same situation. I’ve been fortunate in the work that I’ve been doing. It’s pretty much exactly what I wanted, web development. I know others that were placed on a team doing a job that they wanted as well. I’ve done two in person code reviews with senior level guys and those went well. Teams can change and people get moved around based on a manager’s decision/demand. Can be better opportunity but that isn’t always true. They have a recognition program where lead developers can award points. I’ve been awarded points for working hard and identifying pit falls in the project we were working on. That leads me to another point I really appreciate. Since day one my lead developer asked me my opinion on challenges in the current project. In meetings we get a chance for our voice to be heard. Overall I’m really satisfied with my first full time job out of college.",5.0,"""Great work environment - Austin North Campus"""
106,General Motors,Archaic business organization hierarchy reduced innovation.,Career advancement opportunities and training.,3.0,"""Price service and material requests"""
107,General Motors,"Management is not great. Poor communication along with big egos makes for a hostile work environment. There were plenty of places to grow and learn, but management doesn't want to move people. Just because someone has been there 20+ years, does not make them management material. There is still a problem of male dominance and doesn't work out well for female engineers.","The pay was great, plenty of paid holidays, and great employee discounts.",2.0,"""Poor Management"""
108,General Motors,"Everyone seems to only care about making their numbers look good. Little to no support from staff. Little to no training, then disciplined when making mistakes on issues you were supposed to be trained on.",Great pay and benefits. Working with some truly passionate people.,4.0,"""Great pay but little support"""
109,General Motors,"Uninterested, uninformed mid level management that does not listen to working level employees.","Pay, benefits, vacation and coworkers.",3.0,"""Great people poor management."""
110,General Motors,Lack of communication from Upper Management,Great large company to work for. Great Benefits.,4.0,"""Great Employer"""
111,General Motors,not any that I can think of directly,"Benefits, company, pto, work life balance",5.0,"""Great!"""
112,General Motors,"Upper Management, technology, finance,","Compensation, work balance, team building, bonus",3.0,"""Good company to work for But"""
113,General Motors,"-Hostile Work environment (Both ends, Management and Employees) - Terrible Culture from top to bottom -7 day work weeks - Management Targets employees - 0 work Life balance - Many Safety Hazards - Overall Bade environment","Great stepping stone for someone just getting into the work force, Great experience, as well as a great opportunity for growth",1.0,"""Aggressive Work environment, along with Bad Culture"""
114,General Motors,No HR at my dealership &amp; hours are terrible &amp; taking care of the lot of cars also sucked.,unlimited PTO and Decent Pay. Sell and earn your pay.,3.0,"""okay"""
115,General Motors,I can't think of any cons. Great job so far,"Good benefits Great innovations Inspiring future - Zero crashes, zero emissions and zero congestion",5.0,"""GM"""
116,General Motors,Low pay and management,Good company culture with ok benefits,3.0,"""Company culture"""
117,General Motors,"not much room for growth, fluctuated auto industry","Good relaxing work environment, nice people",5.0,"""Good laid back place"""
118,General Motors,Old timers at MPG and Pontiac are eating up the company like termites. Resistance to change. Working in silos. Lack of System Integration,Product Development at Warren is great,4.0,"""Great place to work for if you are in a good team"""
119,General Motors,the working environment isn't good,company benefit and holiday are good,2.0,"""GM in Austin: the working environment isn't good"""
120,General Motors,Wouldn't pay as well or have even half the benefits if they weren't forced to. Management doesn't abide by the rules set in place even by the unions.,Honestly decent pay and benefits,3.0,"""Meh"""
121,General Motors,Could be little more aggressive,Work life balance Work from home,5.0,"""Stable &amp; decently paid company witg great work-life balance"""
122,General Motors,Automotive as a whole isn’t the best culture,Good pay and benefits. Most team members were nice,2.0,"""Culture improvements needed"""
123,General Motors,Size of organization is so large that it makes it difficult to obtain real corporate information for joint application needs.,Have real issues to resolve.,4.0,"""Great Organization - getting rather large"""
124,General Motors,"pmt system , and mngmnt treats others better",benefits/time/mgmnt/ onsite cook and other tapetry,3.0,"""its a good job"""
125,General Motors,Beware of your skills becoming stale and unmarketable due to constant reorganizations and lack of execution.,Five words will be tough.,1.0,"""No comment"""
126,General Motors,Tenure vs knowledge not considered all the time,OEM experience with fair market value recruitment,4.0,"""Purchasing"""
127,General Motors,Old Fashioned company that doesn't know how to engineer software,It is easy to take half days or specify work hours,3.0,"""Old Company with some quirks"""
128,General Motors,"- No free food or drinks (I don't see this as a con, but others might)","- Excellent work environment - Laid-back work place with good work life balance - Amazing benefits including dental, vision, and health with life insurance - Opportunity to move around within the company and get experience in a wide range of areas - Professional workspace - Work friendly for women in tech - Employee discount on new vehicles - Great 401k investment/matching",5.0,"""Great place to work"""
129,General Motors,Lots of bad press nowadays,Great company. Lots of opportunity for moving up. A company culture that is always trying to improve and innovate,5.0,"""Great Working at GM"""
130,General Motors,Can't think of anything,"Good benefit, Christmas-New Year Holidays, New projects to work on",4.0,"""Good benefits and lot of holidays"""
131,General Motors,"You may have a poor experience if your manager is not good. Things on different teams can seem like different companies. Promotion is by applying for new internal positions, with all the politics that comes with that. I did it successfully, but your experience may vary considerably if your manager is not supportive. I know many people who found it easier to move out than move up. I had extremely poor work-life balance, but you need to consider that I wanted to be upwardly mobile, and had poor leadership. If you are satisfied to do the minimum, things are much easier. Performance is often measured by time in your desk chair, rather than results.",Benefits were generally good. Office environment is updated. GM hires smart people. I learned a great deal from every co-worker. GM is good to have on a resume.,3.0,"""OK for a large corporation."""
132,General Motors,There are typical corporate bureaucracies.,"Good benefits, 401k, Health, etc.",4.0,"""General Motors"""
133,General Motors,"The work can be tedious, and less exciting.","The company culture is great. Everyone wants the company and their team to succeed, and are bright, diligent workers.",4.0,"""Less Interesting Work, Good Workers"""
134,General Motors,Unstable industry dependent on overall economy,Great company with amazing benefits,5.0,"""Financial Analyst"""
135,General Motors,Production jobs are very hard,Support groups are a great place to work like engineering and quality,4.0,"""Good if you get in the right department"""
136,General Motors,"Difficult incentives, sub par factory support",Good money and great product,4.0,"""Great launchpad"""
137,General Motors,"Early development process requires lots of long, boring meetings, direction changes often and lots of layers of management to go through.","Benefits are great, work flexibility, global company, interesting new projects and vehicles to work on.",4.0,"""Great place to learn and develop skills."""
138,General Motors,"volatile industry, employees are simply pawns, unless your upper management, poor regards to employees","good benefits, pay and exposure to life in a very big corporation",3.0,"""old gm still alive and well"""
139,General Motors,Always on call and bad work life balance,"Pay, vacation time and global",3.0,"""Logistics coordinator"""
140,General Motors,Upper management is sometimes disconnected with how things work on the ground level - leads to wasted resources on projects/initiatives that everyone else knows is a waste of time.,"Good benefits/pay/PTO, flexible work schedule",4.0,"""Treat you well"""
141,General Motors,Sometimes it was a really quiet place,It was a good place to work while in school,4.0,"""Good Place"""
142,General Motors,"Middle management doesn’t know how to run a software organization. Slackers can skate by for years Older engineers want you to stay “in your lane” if you try to be innovative because they’d rather spend 2 weeks manually doing something that a computer could do in 10 minutes. Spreadsheet hell, try putting stuff in a DB for a change",Very good pay and benefits.,2.0,"""Disorganized"""
143,General Motors,The only con I could think of are the deadlines are too close to each other and there's a lot of pressure on management and everyone because of it. Also new hire training is pretty fast paced so you get thrown into the deep water fast.,"I held a lot of jobs previously and it was a long journey to get here but it was worth every second and every sweat. I can't praise this company enough. Co-workers, supervisors, management, they are all friendly, understanding and there when you need help. The company itself organizes an insane amount of charity events and gives a lot to the local community.",5.0,"""I'm lovin' it!"""
144,General Motors,"Any hope of keeping up with modern tech stacks here is minuscule. Most of the company does not do any work on the cloud. When they do, not Azure/AWS but rather PCF. In Austin, the management is full of ex Dell employees that look out for each other. So you end up with engineering managers who probably don't know the first thing about coding basics or current trends in the industry. They are also afraid of the business team. Management will lie to your face about being innovative and pushing the envelope. Really what ends up happening is you either take over some old poorly written legacy applications that the business team has no desire to re-write. Or the business team will buy a poorly written COTS product that is not enterprise ready. Finally they are cheap. No benefits like decent laptops (you will get a heavy brick), cafeteria, gym, training outside of new college hires, etc. Company morale was bad after the layoff. Only come work here is you are towards the end of your career and just want something to sail into retirement with. Finally, the employee discounts are a joke. You can bargain yourself that same deal.",Benefits are nice. It will make you appreciate your other jobs. Bonus is decent but just leave the day after you get it.,2.0,"""Where software careers go to die"""
145,General Motors,"Too much politics, lacks training, no clear direction, disengaged leadership. Direct quote from VP when asked if we can have coffee at the office: “Be glad you have a job here”","Good medical coverage, 401k marching, paid time off and holidays.",2.0,"""Cyber security engineer"""
146,General Motors,Opportunities for future employment,Benefits and exposure to different kinds of work,4.0,"""Internship"""
147,General Motors,Working with union workers can be hard since they're not motivated in the same ways.,There are lots of opportunities to move around and see other parts of the company.,4.0,"""Good for a large company"""
148,General Motors,"Culture suffers for a number of reasons. One, Executive and Senior Leadership come from years of working Fortune 100 companies with old ideas of ""work from work"" and driving innovation on antiquated metrics developed 30 years ago. There is a struggle for GM IT to identify themselves as an innovative technology shop due to old school attitudes of GM Business, we build combustion engines for brands that don't spark demand.","Working for a company that has a mission for zero crashes, zero emissions and zero congestion by creating technology for electric autonomous vehicels. Lots of opportunities to improve your skillset, take on new roles and innovate on technology. Work life balance is great. Like all jobs there are times where you will have to put in extra time to get work done and meet deadlines, but overall work life balance is great. Benefits are great including time off, insurance and bonus.",5.0,"""Lots of Potential at GM"""
149,General Motors,"Management wanted to hire young, inexperienced workers. If you did well and rec'd raises, your job was eliminated.",I gained a lot of valuable experience,1.0,"""Working at General Motors LLC"""
150,General Motors,Layoffs are concerning with mgmt,Good benefits and gives ability to work from home when necessary,4.0,"""Good company to work for"""
151,General Motors,"Attention all operations supervisors, plant managers have their numbers and will do anything except support their staff","Worker bees, peers, pay. Very much a TEAM",2.0,"""Watch out for any plant manager!!!"""
