,company,cons,pros,rating,title
87,CVS Health,"Long hours, little to no personal life","Environment, good customers, nice location",3.0,"""Long hours not enough pay"""
88,CVS Health,Standing on the job was a hardship,"o Meet and greet customers o Operated cash register, handling cash and credit transactions o Answered telephones, directed calls to the appropriate person o Assist customers in addressing their shopping needs",3.0,"""Duties at CVS"""
89,CVS Health,"Long hours, negative environment, no growth with company","Great learning experience, Great stepping stone",3.0,"""Pharmcy"""
90,CVS Health,The need to perform extra duties as required,Flexible part time hours.,3.0,"""Customer Service"""
91,CVS Health,"work-life balance is way off, stores are usually understaffed","salary, upper management usually leave you alone",2.0,"""Pay isn't everything when working here!"""
92,CVS Health,"Always firing good workers, not enough breaks","Overtime, pay is good, time off when needed",3.0,"""Can't keep workers"""
93,CVS Health,"Account Manager are overworked and underpaid. New hire training does not scratch the surface of the actual job, and you are thrown into it. AMs are constantly responsible for issues that out of their control. Little support from other internal departments makes getting your job done difficult. Expectations for this role are very high with little reward.","Good learning experience, Fortune 10 company experience looks good on a resume",2.0,"""Bad outweighs the good."""
94,CVS Health,Supervisors has their favorites and are fake around managers and other supervisors,Helping people and making there day,3.0,"""Supervisors"""
95,CVS Health,Hours can be grueling Nasty customers,Great opportunities to further career different learning experiences,4.0,"""Great experience!!!"""
96,CVS Health,Low pay for the amount of work you are asked to do.,Good work environment and colleagues,5.0,"""Cashier Position Review"""
97,CVS Health,Not enough help/technicians per pharmacist,Stable Ability to Transfer Customer focused environment,5.0,"""Flexibility in transferring"""
98,CVS Health,- Heavily understaffed - Corporate places strict quotas for retail locations to meet; these quotas drive your pharmacist (your boss) mad and causes them to overwork you - Taking a lunch break is frowned upon because you end up pushing extra work on to your co-workers - Pay increase is much too slow,- Flexible Hours if Part-time - HR is very competent and friendly - Anonymous help line for issues - Good onboarding training,3.0,"""Money-Hungry  company that neglects Employees"""
99,CVS Health,"on the job training is week, high turn around ratio on support staff. Pharmacist are pressured to work under immense pressure with no breaks, force to work more than base hours and scrutinized to put more time of their own","large company with many locations, flexible hours somewhat competitive compensation and employee benefit",3.0,"""Declining morale and lack of talent appreciation"""
100,CVS Health,"Typical corporate environment trying hard not to seem corporate, deadlines sometimes very tight, uncompetitive pay, health benefits ironically terrible considering the market the company is in.","Co-workers usually pretty fantastic, if you like working a lot you will love it there",3.0,"""Average experience in an average company"""
101,CVS Health,-do not work here if you're full time student -they do not work with you and make you feel bad if you,-Few patients here and there,2.0,"""Do not work here"""
102,CVS Health,"Long hours, and the pay is not so great",Working with great co workers,2.0,"""Long hours"""
103,CVS Health,"Extremely high pressure all day long. Depending on pharmacist skill level, your day could be very smooth or very chaotic. Customers are very uninformed and always blame you for their ignorance",Learn alot about insurances. Become very efficient at your job. Always extra shifts to pick up. Can get close knit with co workers.,3.0,"""Stress varies store to store and corporate’s mood"""
104,CVS Health,never even people employeed not enough full time opportunities a lot of pressure on employees not much room to grow,you learn a lot on your feet learn a lot of insurance related hacks good position to have for legal careers or pharmacy related endeavors flexible schedule,3.0,"""needs improvement"""
105,CVS Health,Work life balance could be better,Nice pay and Benefits. Great atmosphere to work.,4.0,"""Great place to work"""
106,CVS Health,"Fast-paced, long hours. Poor health benefits.","Competitive pay. Being located in RI/MA, tons of opportunity to move around with local Headquarters. Great experience to work in corporate-type setting.",4.0,"""Overall Great experience"""
107,CVS Health,Workload is immense and they have high expectations and poor staffing,Benefits are reasonable in the presence of the high cost,3.0,"""In my opinion"""
108,CVS Health,overworked to the put of being jaded sometimes.,Paid fairy and even considered high.,3.0,"""Airbus"""
109,CVS Health,no work life balance little or no training,Feel Like I make a difference by the work I do Work from home,4.0,"""Great Place to work"""
110,CVS Health,Multiple stakeholders have different agendas,"Exposure to many touch points in the company, sales and account management development.",4.0,"""Job Security / Career enhancer"""
111,CVS Health,Difficult to move up,"Easy place to work, works great with schedule",4.0,"""Easy"""
112,CVS Health,"Overnight hours, pay could be better.","Great opportunity, promotions, work environment.",5.0,"""Great workplace"""
113,CVS Health,The pay could be much better.,Met lots of great people.,5.0,"""Learned a lot about life in the pharmacy"""
114,CVS Health,"CVS was difficult to navigate due to its size and the siloed structure. Finding the right resources was always a challenge. The company is very concerned with job title. Access to information, meetings, etc. is limited based on title versus job responsibilities. The work life balance is poor. Normal work week is 50 - 60 hours.",CVS provided the flexibility to work from home. This helped a great deal given their location in Woonsocket.,2.0,"""Challenging environment"""
115,CVS Health,"Culture, management, work/life balance, not flexible","Pay, benefits, training, outlook, other staff",2.0,"""Grievance Analyst"""
116,CVS Health,"Short staffed, hours suck, PTO sucks even for full time employees! Pharmacy is a stress case!","Fast paced, room to grow, good pay, great job if you're willing to learn because they're willing to teach you!",4.0,"""Good work environment"""
117,CVS Health,Cranky customers Unreasonable metrics Minimal employee discount,Always something new to learn RX Managers are always really nice and accommodating,4.0,"""Fast-paced environment keeps you on your toes!"""
118,CVS Health,Need more staff at work.,Excellent team working with. Flexible with hours. Manager cares for their employees. Gives hours you asked for.,5.0,"""CVS"""
119,CVS Health,"No room to grow unless you are in the pharmacy. 90% of District Leads are formal pharmacists even if you have a degree in leadership no hope of getting anything above store manger. I have learned pharmacist does not mean good leaders, DL is harsh on store managers about millions of task a week while corporate takes away resources like store hours and quick to put off basic necessities for the store. Turn over rate is high for store level and it's easy to see why.",Pay is good for retail. Starting at $11. Work balance is good if your store has staff. Co-workers have all been good people and the store manager is great too.,2.0,"""Okay Job for retail."""
120,CVS Health,"Extremely low tech hours, lots of spam calls to make, so and company doesn't see poor working conditions of staff","Easy and convenient computer system, high paying and strong team",3.0,"""Great team, company policies could improve"""
121,CVS Health,"Customers can be very mean, management can be obtuse with their policy's",Great coworkers if you're lucky,3.0,"""Management"""
122,CVS Health,the people were mean sometimes,the staff was very nice,2.0,"""good"""
123,CVS Health,Hours During the holidays,Flexible schedule Benefits Employee discount,4.0,"""Good employer"""
124,CVS Health,Some of the people that work there can be hard to work with at times.,Great place to work. Good benefits. Also they will help you further your education.,5.0,"""Great place to work while furthering your education."""
125,CVS Health,"Had 3 store managers in the 3 years I worked there. Not enough hours to hire more employees, usually there are only 2 people on a shift for the whole store not including pharmacy.",Great pay and oppurtunity for promotion. Works great with school schedule.,3.0,"""Good job for part time work, but management is horrible."""
126,CVS Health,Constantly having hours reduced and running minimum -.... hours,"I’ve had some great co workers, pay is good if you work your tail off",4.0,"""Great time"""
127,CVS Health,Understaffing is the major problem in cvs,Great pay considering market today,4.0,"""Good pay"""
128,CVS Health,"Distance, Hours, Stress, Not enough resources to help patients, Don't feel like a valued employee","Patients, co-workers, pay, diversity, gender equality",4.0,"""Helping the community"""
129,CVS Health,"On your feet all day, very pay for the amount of work you are expected to do. How the work flow is set up is terrible, it cause frustration to the patients and staff. Pharmacists are over worked, and they want you to work regardless of what you need to do for your family. Overall to new Technicians starting out I wouldn't recommend CVS retail at all, the company only cares about the numbers. I was there over 5 years and I have seen horrible things from this company. DO NOT WASTE YOUR TIME OR SANITY!","Was able to order the books necessary to prepare for the PTCB exam, free of charge. They cross train some of the Technicians so you have the opportunity to learn alot about retail Pharmacy. Also CVS will give basic training and do require compliance training for Federal and State regulations every 3 to 6 months.",2.0,"""Warning"""
130,CVS Health,Not enough hours to keep up with the workload,"Fast paced, open environment, face-to-face interaction",5.0,"""Working at CVS"""
131,CVS Health,The yearly raise is not significant. However they do try to keep up to pay associates more than the industry average,You are free to exercise your leadership skills.,4.0,"""Good"""
132,CVS Health,"Micromanagement, unable to fully assist the member due to the way your calls are graded (literally everything counts against you making it very hard to advance to CCR II/CCR III), there is absolutely NO family life balance... they do not care what you have going on outside of the job, no matter how good your call was or how happy the member was at the end of the call... they will tell you that you did a good job, but then they basically tell you that you didn’t do it good enough... there’s always something wrong!","Competitive pay, good benefits, supportive coworkers and management, learn a lot",3.0,"""Great job for gaining experience in this type of field, but as an employee, you’re just a number!"""
133,CVS Health,short of help even when busy,good pay compare to other companys,2.0,"""pharmacy"""
134,CVS Health,Short staffing at times which can lead to Poor service and upset patients. (Downward spiral),Friendly crew and customers (when they’re not waiting for scripts),4.0,"""Pharmacy technician"""
135,CVS Health,I don’t have any cons,"I loved the atmosphere atmosphere, great people.",5.0,"""I found a great place to work"""
136,CVS Health,"understaffed, long hours, low pay","Good place to learn about the pharmacy if you are planning to go to pharmacy school, friendly co-workers",3.0,"""Great work experience, poor management"""
137,CVS Health,Lots of metrics. Constant budget cuts,Helping people. Feeling like you impact patients,3.0,"""It all depends on your direct manager"""
138,CVS Health,There are no cons to list,Pay rate is really good,4.0,"""Pharmacist"""
139,CVS Health,"Good shifts are difficult to get (common with this type of job), and pay with differential is not explained when you are told to pick a schedule. Training should be longer and more in depth.","For a call center, the environment was really good and less toxic than the majority of call centers I have worked in. Everyone is friendly and helpful. Pay is decent for the area. Work from home is available and equipment is provided.",4.0,"""Decent Company"""
140,CVS Health,The culture is not that inviting.,Great people to work with.,1.0,"""n/a"""
141,CVS Health,Mean customers and little pay,Flexible hours and schedule. Good discount,3.0,"""Not rewarding but good stepping stone"""
142,CVS Health,"Expectations for pharmacist are incredibly high with very little support staff given. Corporate is obsessed with metrics without considering that their pharmacists are also running registers, drive-throughs, taking out the fricken trash, and doing all of the things that a better company provides technicians to do. All while standing on their feet for 12+ hours without eating or peeing. I have never seen a company so blatantly disregard the basic human needs of their biggest assets—their pharmacists and technicians.",Hourly pay is good. That’s it.,1.0,"""The worst"""
143,CVS Health,"Limited to no breaks, Unprofessional work environment, Limited training, employees opinions are not valued, favoritism","Moderate Pay, Some training",1.0,"""Unhealthy work environment"""
144,CVS Health,High Stress and unfair treatment,can alway further your career and big company,1.0,"""I have been working at CVS Health full-time for more than 2009"""
145,CVS Health,Ridiculous health plans considering that they own the insurance company Tight schedule in XP Too many people crammed in a small room,5% 401K matching Relevant technologies in XP teams,2.0,"""Ok stepping stone"""
146,CVS Health,Uninspired Management Customer Service No PTO Not Fulfilling,Competitive Salary Easy Work Flexible Hours,4.0,"""It's a Very Average Experience"""
147,CVS Health,"The hours were terrible, they expected managers to work their, already long, shifts and then pick up additional shifts in the pharmacy. There was no work life balance and from talking to people who still work there it’s only gotten worse.",The pay was nice and my employees were great.,1.0,"""Miserable Job"""
148,CVS Health,"Bad Management, Less training period","Good corporate environment, Learning opportunity",3.0,"""A place OK to work"""
149,CVS Health,Work life balance is horrible and career are pestle closed by Pharmacy leadership only club.,"Benefits are decent but receding each year, out of pocket high.",2.0,"""Unsafe work enviroment, manpower well below safe in stores."""
150,CVS Health,Should be paid more. Expectations are a little high.,Friendly people and fun staff.,4.0,"""Good but not great"""
151,CVS Health,"As it most retail these days, there's never enough payroll to get everything done. Hours are minimal, and you're lucky to have 2 people in the front store at a time. This was fine for a while, but then pharmacy hours were cut, and now front store has to help in pharmacy, often leaving 1 person in front store alone. It's even worse for the pharmacy technicians, when they are the only one with the pharmacist and can't even fill prescriptions, because they are running back and forth between the registers and the drive-thru all night. Also, micromanaging is at an all-time high. There's a report for EVERYTHING, and we are managed by the numbers, no matter if your store is full/neat and up in sales/service scores.","The customers can be awesome. The daily tasks themselves are easy, yet interesting enough to make the days go by quickly.",1.0,"""Not the place for a career"""
152,CVS Health,"Poor/lazy management, high stress, disproportionate tech to script ratio, dysfunctional implementation of emergency drug kit manager, failure to launch dashboard extension, poor communication, clueless DDO, inept GM","Excellent healthcare compensation, good stock plan",1.0,"""CPhT not worth it and management is a mess"""
153,CVS Health,"Busy, customers are rude most of the time, not enough help, pay isn't all that either for the amount of work that you do","My coworkers were great, I get good hours, the benefits were good, I gained a lot of experience",3.0,"""Pharmacy tech"""
154,CVS Health,Long term company growth No long term stock,Work like balance is positive,3.0,"""CVS Asset Protection"""
155,CVS Health,"-Pressure from management to work extra hours off the clock to avoid going into overtime (which is illegal) and still make sure all patients are taken care of -Poor communication between upper management/management/employees. Things (like schedule changes, new processes) don’t get communicated until the last minute/after the fact -No official training provided -HSA plan - if you leave the company you then owe back whatever you spent of the company contribution to your HSA(it is in the fine print) the card declines regularly when funds are available so you have to go through the reimbursement process. -High turnover rate - understandably. -Conflicting information on policies / job requirements given at time of job offer and after starting work","-Will pay new hires decently because they are desperate to fill empty positions -Some great coworkers -Lots of different things to learn, good experience",1.0,"""Coram CVS - Terrible Place to Work"""
156,CVS Health,Pay could be a little better across the board.,Job offers a great work life balance and sense of autonomy.,4.0,"""Love the Independence"""
157,CVS Health,"short staffed, lack of resources","opportunity to move up, raises aren’t major but happen frequently",1.0,"""Ok"""
158,CVS Health,-People say when they want to work and it’s usually just enough to have 30 hours if they are considered full time and refuse to come in if they are called,-Floating Holiday -Holiday Pay regardless of working,3.0,"""Associates Fake Their Availability"""
159,CVS Health,"Slow growth, difficult navigation to get work done due to inefficient rules by mid-management.","Good stability, leading fortune 8 company (2019), excellent senior leadership",2.0,"""Good stability in job"""
160,CVS Health,There’s a Constant change in managers,There were a lot of great hours offered,2.0,"""Cashier"""
161,CVS Health,Unable to give more hours to hire more staff,Cvs will offer benefits if you are willing to work,4.0,"""Great benefits"""
162,CVS Health,Members are unrealistic and can be mean. Must have thick skin. Some sad calls breaks your heart.,"Set sechdules, plenty of overtime, lots of room to grow.",5.0,"""Great place to grow"""
163,CVS Health,Too much work loads and treating their employees very poorly.,"Good Salary, flexible working hours",2.0,"""Good Benefit But Unreasonable End"""
164,CVS Health,Worry about cutting hours 200 questions you have to ask customers A ton of upselling CVS services Full-Time is not guaranteed 40hrs per week only at least 30hrs,Good Pay Good Benefits Co-Workers Good Managers Opportunity to cross-train,3.0,"""Good Pay but..."""
165,CVS Health,It's not a horrible company to work for. They just dont value good employees. I always gave 110% and was treated exactly the same as the people who did nothing during their shift. I worked at the Las Vegas strip locations. Would NOT recommend those.,It's not a hard job to do.,3.0,"""Probably just my location..."""
166,CVS Health,"Understaffed, upper management unwilling to help","Pay, stock plan, store discount",2.0,"""Understaffed"""
167,CVS Health,Never respected at the Job. Boss was a pain did not want to work with schedules,People were nice. Boss was non compliant,2.0,"""PharmTech Review"""
168,CVS Health,Unfair expectations for some employees but not others,Pay is decent and flexible schedule,4.0,"""Not bad"""
