,title,rating,pros,cons,company
41,"""Benefit Reductions""",2.0,Benefits are decent for now. Helps third world countries improve farming practices.,Most advancement opportunities require relocation. Bonus and 401k benefits are being reduced even though the company is having near records sales. More jobs are being transferred to India and Mexico to reduce US staff.,John Deere
42,"""Exciting Future""",5.0,"Deere is investing in its future and wisely electing to focus on technology and innovation -- and has a powerful purpose to help its customers more effeciently, productively and sustainably feed, clothe, and shelter the world's growing population.",A lot of pressure to deliver your A game at all times.,John Deere
43,"""A great company that is experiencing big changes.""",3.0,Great people that understand the business. The company promotes from within which helps show people there is reward for working hard and doing a a great job.,"The business will do what is best for the business. 401K match has been cut in 2020 to 8% of pay from 10%, short term bonus will be cut (possibly in half it was implemented in 2019) and a voluntary separation package may result in loss of jobs. There is an October “ghost” every year where reorganizations can be expected by the end of the calendar year.",John Deere
44,"""Thumbs Down!""",1.0,"Fair salary for the areas in which the company does business Good 401K Work Life Balance, depending on your location","CYCLICAL BUSINESS: The business performance is subject to a number uncertainties such as tariffs, new legislation, weather etc. UNFAIR GPMs RATING &amp; BIASED PROMOTION PRACTICES: There was a manager from Waterloo, IA that once commented here on Glassdoor in 2017 that the GPMs ratings are false. He wrote that he had used the GPMs more to punish than to help an employee. Yes, he was right. That is how it works! You work very hard, delivering 95-98% of the goals but the 2-5% that you failed to deliver will be your undoing during the end of the year rating. Promotions are based on who you know. It doesn’t matter how hard you work, if the opening is greater than LG7, you won’t get it unless you are the favored employee. RACISM &amp; ANTI-MINORITY: If Deere could keep Ivy League educated racial minorities in one position for 7,8+ years without a promotion, then you know there is a problem. I knew of minorities with Ivy League degrees who left the company as mid-level managers to become executives (Directors, VP..) at other global manufacturing companies. If you are a racial minority, Deere is only good until you are vested. After that, you may not get any meaningful career opportunity again till you are close to your retirement. Don’t let any of their publicity that shows some pictures of minorities hoodwink you into believing that Deere is a place for you as a minority, especially if you are a person of color. If you are a racial minority, your projects get extra scrutiny. You will be overly probed and thoroughly checked out. You will lack full support on many of your projects. Many vital information that you need to complete your project successfully will be withheld from you by your teammates. When they smile at you and praise you in your presence, they are secretly plotting your downfall underneath. You are the fun subject of discussion when they go to bars to drink beers or go golfing. If you are a racial minority, I will advise you to AVOID Augusta, GA, Dubuque, IA &amp; Waterloo, IA by all means. Dubuque, Iowa in particular is a very racist city and the residents show their disdain for outsiders. It was reported on the NPR in 2016 that the FBI was in Dubuque following a cross-burning event to sensitize the residents about implications of hate crime. Most Deere employees in Dubuque, IA are from the area and they hire and promote each other. As a matter of fact, you need to be a devout Catholic, Irish or German descent before you can make any meaningful ingress into Dubuque as a city. This same pattern is also evident in the way majority of “Dubuquers” who are Deere employees act towards outsiders. They are anti-minority; even ANTI-WHITES who aren’t from the area. Many racial minorities have come and gone while progressive-minded whites are also leaving Dubuque C&amp;F in droves for the Quad Cities. I have seen a racial minority (contract employee) from a top college being let go without notice only for the manager to post an open position in his group externally to hire a “non-person of color”. Meanwhile, there was another contract “non-person of color” employee from that same team who was helped to become a full-time Deere employee even though he never had any college degree. FAMILY TIES &amp; NEPOTISM: Nepotism is widespread within the company. People who are well-connected or related by marriage usually hire and promote one another. Sometimes you will see a husband who is a Labor Grade 12 or above with a wife who is a director, business unit manager or another Labor Grade10 at a near sister factory. I have seen a manager that once had his daughter-in-law as a cubicle neighbor. Some couples sit in the same office building at a distance of about 15 feet from each other. BOGUS GLASSDOOR RATINGS: About 26 ratings were entered between September 30, 2018 and October 01, 2018. All these ratings were highly favorable to the company. As an individual who has spent A LOT of time reading and analyzing Deere Glassdoor comments over the past 5 years, I can tell that the chance of a group of employees entering mass comments such as the one that occurred on 09-30-2019 is non-existent. I found that very strange! Then, roughly 12% of the highly satisfactory ratings came from interns and part-time students. These group of employees have temporary experiences and therefore are uninformed of the partisan nature of the company. Thus, I will advise future interns not to really consider their temporary experiences, which are largely positive as a signal of a great career outlook",John Deere
45,"""Great People""",4.0,"Great work environment, and the people really care about their work.",Sometimes processes can be a burden.,John Deere
46,"""Great environment""",4.0,Collaborative work environment where you work with multiple teams,Large company which can be a pro and con.,John Deere
47,"""Work-life balance is top notch""",4.0,We have excellent work-life balance and the work culture is great. Office politics is minimal.,"The benefits are not good: High deductible/high out of pocket health benefit, no stock plan",John Deere
48,"""Good job but management is corrupt..""",4.0,Good pay plus guarantee bonus check every Thursday night..,I got two points out of 6 point system. And they put me on a 30 day probation... if I get even a quarter point I get fired lmfao.. that's illegal I do think considering it's a 6 point n you go on the probation at point 5.... trust me the corporate office is looking into it starting today..,John Deere
49,"""It was alright.""",3.0,Decent pay. Better pay once you’re in the union. Lots of places to hide and take a nap.,Terribly unorganized at the Milan IL warehouse. Supervisors run around like chickens with their heads cut off.,John Deere
50,"""Fast Paced""",4.0,"Decent pay, good benefits, overtime, and incentive pay","The overtime in mandatory, including at times weekends. Pay is at risk based on not only the line speed but system uptime.",John Deere
51,"""Great place to work""",5.0,Everyone is very nice and easy to work with.,Some training documents are out of date,John Deere
52,"""Good work environment""",4.0,John Deere is very serious about employee safety and has processes in place to help to continually improve current operations.,"Change is slow, often you can’t make improvement to processes because you have to involve a lot of different people in the change process. If you idea for change is a low priority for the ‘gatekeeper’, continuous improvement ideas will either die or take months to get fixed.",John Deere
53,"""Good Company""",3.0,Pay is comparable to their similar companies,Leadership could do a better job of setting a strategy,John Deere
54,"""Good place to start a career""",5.0,The older engineers are very willing to help you,Can be hectic at times,John Deere
55,"""Enyou working here""",5.0,Cool place to work.,Long hours and dealing with the union,John Deere
56,"""A Lot of Salaried Employee cuts""",2.0,Competitive Pay and Good Benefits for the locations that Deere is in. Mostly a good culture,"I've been a part of 3 major salaried employee buyouts in 10 years. Every minor downturn, a re-org comes out which displaces many people. Hires too many people when things are good and then overcompensates and gets rid of too many people when things get bad. If you are employed here, you might as well buy stock in the company because satisfying shareholders is the only thing that matters. Employees are not valued, regardless of your performance and tenure.",John Deere
57,"""Help me John deere - PLEASE""",2.0,You learn allot of software to do the jobs.,"Typical big company takes a year to do little or nothing. One group doesn’t know what the other is doing. Drawing checkers with 20 yrs. don't understand CAD. A drawing has to have a suppressed ( flat pattern) feature for sheet metal or it will not show as a bent part. Designers are taking thing off drawing blocks while checkers put them on. IT can take 2 wks to setup a simple meeting once you find all the required people. List with the product managers are constantly changing. To get this done fast you spend allot of time commutating between groups, setting up Power Point slides, filling out 4 sheet workbooks. Contractors are restricted from information that is needed to do the work as well as training material. They have been up and down in production, twice in the last four years. Contractors will probably never get hired so they don't pay benefits. Anger management is needed throughout the company, I watched a dozen people blowup at someone else.",John Deere
58,"""Not favorable for women""",3.0,good pay and benefits each year,male dominated and slow moving,John Deere
59,"""Great company""",5.0,"Good salary, Good people, good mission. Top notch values.",Still very conservative at some locations.,John Deere
60,"""Deere Feedback""",4.0,"Company values of quality, integrity, commitment and innovation are embraced and lived across corporation. Interesting working with people from many different countries and experiencing international travel. Diverse work place. Gratifying to know that efforts help to feed, clothe and build the world. Nice bonus structure.","Disappointing to turn in great results, in good business years and still receive 0% raises due to being at the top of the grade range. Disappointing to layoff and disrupt the careers of key contributors in short term business downturn.",John Deere
61,"""Great company to work for""",5.0,Lots of opportunities to grow and move up.,Most jobs are in the mid west.,John Deere
62,"""Amazing and Rewarding""",3.0,"- Great pay, great life work balance, great people, Great perks, and Great opportunities for growth","Location is terrible, nothing to do bad winters dangerous roads, nothing to do.",John Deere
63,"""John deere is changing""",5.0,They encourage more young people to join the company instead of resisting like previously,"Location is at Moline, IL which is a small town",John Deere
64,"""Good pay and benefits, lots of opportunities to grow or find new kinds of work""",5.0,The company has lots of resources for employees to explore their ambitions,The factory environment can sometimes be rough but they do alot of work to make accommodations for the workers,John Deere
65,"""Good""",4.0,Good $$$ and all that benefits,Long hours are very tiring,John Deere
66,"""Senior Engineer""",3.0,"Interesting job, get opportunity to get to the field and test with machine. It’s fun and proud of the work that I do.",It’s sad that some managers tend to hire people that they already knew or from the same school. The whole team is full of people graduated from the same school/same program. We need more diversity. There are lots of excellent candidates from other great school and program. It is hurting to get innovation ideas.,John Deere
67,"""Great pay raised my 3 children for 12 years""",5.0,You get good paying holidays,Don’t get injured you’ll go out on workmen’s Comp,John Deere
68,"""great company""",5.0,Great benefits and values - shuts down between Christmas and New Years,Hard to advance because so many great employees,John Deere
69,"""Great Company To Work For - Some Locations Can Be Hard To Live In""",4.0,"Compensation and benefits are competitive. Work culture is pretty laid back, the company listens to employees and make improvement based on employee surveys.","Some locations, especially in the Midwest, are hard to live in if you're not from the Midwest. Iowa is an acquired taste.",John Deere
70,"""Great company to work with""",4.0,"Benefits, value their employees, flexibility, work from home.","Less opportunity, management style , people",John Deere
71,"""Great Company""",5.0,Love being around the merchandise.,Hard work but it pays off.,John Deere
72,"""Great company to be apart of""",5.0,I have noticed that Deere treats their employees very well. Lots of benefits and the work environment is fun and rewarding.,"It was very challenging coming into the work place. New people, procedures, and responsibilities. It took me a while to get the hang of things.",John Deere
73,"""Great Place to Work""",5.0,Great Benefits Great Working Environment Nice equipment to work with Chances for Advancement,IT and Help Desk process is slow and repetitive.,John Deere
74,"""Ideal Workplace""",5.0,"Benefits, stability, networking, grand potential for growth",Departmentalization (but that provides opportunity),John Deere
75,"""Company is Fine, Digital Transformation is Pre-Determined""",3.0,Flexible schedule Decent Benefits Starting to Build Interesting Tech Stack,Digital Transformation career paths appear to be pre-determined and people with necessary skills often get overlooked for the same candidates that receive many of the opportunities.,John Deere
76,"""A Fair Company to Work for in a Stimulating Environment""",5.0,- Fast paced work environment - Ability to advance is only limited by yourself - Encouraged to be creative in problem solving - Able to wear many hats and gain good experience - Ability to visit other factories and network quite easily - Countless opportunities to be involved in intriguing projects,"- Dozens of systems and acronyms to learn in an overwhelming environment (at first) - At Ottumwa Works, many pieces of manufacturing equipment are worn out - One sometimes feels like small fish in a large ocean - Job hierarchy is tedious; it is sometimes a chore to get things done",John Deere
77,"""Great Company""",5.0,"Pay, work/life balance, great projects",lack of hands on projects Having to work with Unions,John Deere
78,"""Great Team to work with""",5.0,"Friendly Staff, Room for Growth, Training Available, Great Benefits","Occasional Mandatory Overtime, Possible Night Shift, Some Weekends",John Deere
79,"""Great Place to Work""",5.0,Deere does a great job of developing employees. You can tell that they are highly engaged and invested in their employees.,None come to mind at this time.,John Deere
80,"""Excellent employer""",5.0,"Great benefits, work/life balance, and areas of improvement or growth with encouragement","Any complaints I would have is regarding office life, which comes with the job. Management has gone above and beyond to encourage activity and safety/comfort to address anything they can improve on, when it's been brought up.",John Deere
81,"""Great Employer""",5.0,"Wonderful team with hard-working coworkers. Managers strive for you to understand your work as well as the bigger picture. Self improvement, training, and continued development is encouraged. Work-life flexibility options are available.",In order to be successful early in career working within accounting/finance it is expected that you move several times.,John Deere
82,"""Great Place for College Grads!""",5.0,"I chose to join the Engineering Development Program (EDP) after graduating and it was the best decisions of my career. John Deere is a wonderful place to work with incredible employees that are committed to delivering quality products and maintaining a healthy work-life balance. The company is very family-oriented so that leads to flexible working hours and opportunities to volunteer and engage outside of work. The EDP program is great because you start working with a cohort of new graduates so even though it was scary moving to a new town in the Midwest, I made friends and a support network very quickly and there were social and development committees in the program that ensured that all EDPs had a quality experience. This is by far one of the best rotational programs for new engineers and they give you a variety of options for your rotations where you are challenged, respected, and prepared to become a full-time engineer. I feel like I am a part of a community at John Deere and I'm so glad I'm not in a toxic, cutthroat environment that I saw at other companies. People come here to work and stay because the company values its people above everything else.",The locations are pretty remote and limited. The Quad Cities and Cary are probably the best places to work geographically. The pay is also average for a large industrial company. Upper management needs to listen and invest in young talent especially as we try to globalize. Things are slow to change and modernize.,John Deere
83,"""Great company to work for""",5.0,"1. Diverse and inclusive environment 2. Strong emphasis on employee development 3. Work/Life Balance 4. Company Core Values - Commitment, Innovation, Integrity &amp; Quality 5. Competitive Salary &amp; Benefits (Bonus, 401k match, health etc)",Difficult to get hired on from a contract position to become a full time employee.,John Deere
84,"""John Deere Financial Review""",5.0,- Terrific company culture - Strong emphasis on diversity and inclusion - Strong sense of direction - Competitive pay and benefits - Very manageable work/life balance,- Lack of connect from Deere &amp; Company to the Financial branch,John Deere
85,"""Deere offers work with a purpose and a great company culture.""",5.0,"Creates products that feed and shelter people across the world which makes the work very fulfilling. Management seems to genuinely care about the values of integrity, quality, innovation, and commitment and applies them to customers and employees. Deere also has a good work/life balance, opportunities to work remotely, great retirement plan benefits, very friendly employees, and a close-knit company culture.",Deere can have a somewhat conservative workplace (varies based on location). For example some offices have stricter dress codes and traditional work spaces.,John Deere
86,"""Great Company to work for""",5.0,John Deere is a wonderful place to work and maintaining a healthy work-life balance. Excellent opportunities to develop personal skills!!!,I didn't have any concerns in my first year!!!,John Deere
87,"""Great Place to work and learn""",5.0,"Great opportunities working with a variety of people, in a variety of places and on several different projects.","Always kept busy, but that isn't a bad thing.",John Deere
88,"""Great company, great people""",5.0,"Opportunities to grow and develop, great people to work with in a variety of teams and projects, and generous benefits.",Dedicating more time and resources to training opportunities,John Deere
89,"""Good company""",5.0,Individual involvement Career opportunities Vast resources to complete projects,New employees start out with zero vacation days The employee product discounts aren't much,John Deere
90,"""John Deere is more than just work.""",5.0,"Good pay and salary comparatively. My favorite aspect is the flexibility and understanding of Deere. Whatever the cause, Deere is willing to acknowledge that life contains more than work and is therefore more flexible. That is worth a lot of money to me.","It is a large company, at times that becomes very apparent despite all the opportunities. It is easy to feel lost in a large crowd, especially when you are new like I am.",John Deere
91,"""Linked to the Land""",5.0,Competitive compensation and benefits. Excellent leadership and career development. Not micro-managed,Large company so you need to stand out,John Deere
92,"""New Product Introduction Supply Management Specialist""",4.0,Great values and great dedicated team of employees.,Long working hours and my commute was extremely far from home.,John Deere
93,"""John Deere experience""",5.0,"great culture, competitive pay, solid work/life balance",none that I can think of,John Deere
94,"""I enjoyed my first year with John Deere""",5.0,Lots of willing salaried staff that is helpful in learning the ins and outs of each department.,"I got moved around a lot on my first year, which made it hard to build any ground to improve my departments.",John Deere
95,"""Great company to work for!""",5.0,"1. People/Management - everyone I work with is great, always willing to help others 2. Culture/Values - fairly low stress environment, trust and be trusted 3. Pay - competitive pay 4. Benefits - great 401k, good PTO, good insurance 5. Work/life balance - average 45 hours per week 6. Opportunity - plenty of room for advancement, it is encouraged NOTE: These are not in any particular order",NONE - I absolutely love my job,John Deere
96,"""Great family friendly company with growth opportunities""",5.0,"Competitive compensation and benefits package, flex schedule opportunities, world class culture.",Training is often self driven and constantly evolving.,John Deere
97,"""Great Place to Work""",5.0,Competitive pay Great 401K match Excellent opportunities to develop,Food in the cafeteria is overpriced.,John Deere
98,"""1-year review""",5.0,"Managers are interested in helping you get your next job, Development is huge to them, Engaged workforce, lots of networking opportunities.",The onboarding process could use some work. Especially with HR helping with benefits. I think it would be beneficial to have time to sit down to explain all of them from health benefits to 401k. Having someone walk through the options will make it easier to understand.,John Deere
99,"""Outstanding company with even more outstanding employees!""",5.0,"Work-Life balanced. Excellent development and growth opportunities for all employees. People seem to be genuinely happy to work here, and happy to help their co-workers!","Seem to lack some of the processes (and understanding of processes in place) which have been used by other industries since the 90's. Pay is a little low, but the benefits in total will be better in the long run.",John Deere
100,"""Good Company - Good Benefits""",5.0,"Financially sound, well run organization.",Too many divisions which create silos.,John Deere
101,"""It has been an amazing year""",5.0,Development opportunities Teamwork Continuous Improvement Flexible hours Great Culture,Can be stressful A lot of responsibilities,John Deere
102,"""Great Company if you don't mind relocations""",4.0,"The company seems to really care about employees in good times and is emminently focused on keeping shareholders happy in tough times. There are opportunities to do many different jobs, but if you want to climb the ladder, be prepared to relocate every 2-3 years","Working arrangements are still generally stuck in the past.. ie, if you're not at you're desk, you're assumed to be not working. Climbing the ladder requires frequently uprooting your life and family or waiting many years for a promotion. For all the talk about ""how"" we work, when push comes to shove, the will of the shareholders reigns supreme",John Deere
103,"""Great Company - Questionable Promotions""",3.0,"Worked at John Deere Financial for several years. Loved most of my time at the company, truly do think John Deere is a fantastic company. Great WomenREACH Program, was given the chance to be a chair for a couple years which really helped in showcasing my facilitation and leadership skills. Began my career in Collections and was fortunate to have such a supervisor while in that role. That said supervisor was a forever mentor throughout my career at JDF.","Ended my career at John Deere Financial in the Wholesale Department as a Settlement Auditor. The management at that time (not sure if it has changed since Summer 2016) was extremely toxic. Looking at where I am now in my career (outside of Deere) and seeing how respected Deere is as a company, I find myself questioning how certain leadership within Deere gets to that point (people management).",John Deere
104,"""Tractor Slingin'""",3.0,A whole lot of overtime hours,Very Short Breaks for the Overtime hours,John Deere
105,"""Great Benefits""",3.0,The company has great benefits and compensates very well.,Leadership and the company as a whole is very old school and conservative.,John Deere
106,"""Great company to work at""",5.0,"The people, the projects, flexibility, work/life management, the pay","The location of the company. Most of the places are located on small towns, which is not an issues if that is what you are used to. However, coming from a big city you realized that there is not much to do.",John Deere
107,"""Great company to work for, especially if you're new to the field.""",5.0,"Good training, decent benefits, fun people and supervisors to work with","A little difficult to receive a raise, but still possible",John Deere
108,"""Good ethics""",3.0,"Good Ethics, Agile development environment.",growing up the ladder is tough.,John Deere
109,"""Great Company and Awesome Culture""",5.0,The people are the best part of working at John Deere. People believe in the company and the vision.,"Some locations are remote, so if you are not from there, they can be a challenge to draw new folks to.",John Deere
110,"""Drivetrain PDP ME""",4.0,"Great benefits, down to earth individuals creating a great culture, awesome product to work on",Location of Iowa manufacturing plants,John Deere
111,"""Hightly Reccomend With Exception""",4.0,"-Endless opportunity (internationally and nationally) I have already traveled to Mexico and Spain for work in the last year. both awesome experiences. -Endless Resources - company has internal online classes, in class, mentors, co-workers all willing to teach information that YOU are willing to step out of your way for. -John Deere wants you to experience and move around so job changes and promotions are highly encouraged by upper management and your managers. -Working with other talented individuals - if you like working with others this is an absolute asset depending on the department. When I worked in Supply Quality as a contingent I was able to understand and meet key stakeholders throughout the business from warranty to shipping and logistics on how the company works. -Production is a fun and faced paced but sometimes strict in a very well organized way. -Very weld kept facilities and assets making the environment to work in enjoyable.","-Very talented employees can also be a struggle. Depending on the situation talen sometimes falls short of common sense and business decisions. This is where I have been involved with some questionable decisions based off of someone with some leverage that makes a decision that realistically and business wise doesn't make sense - I am entitled to my own opinion though. Not in a negative way. (sometimes people make mechanical decisions when they have never turned a wrench or understand is what I am saying). -You are your own mentor/trainer - meaning getting a new position depending on person you are back fillings willingness they have to train you, you may end up having to fail over and over in the beginning to get situated. some people like that, I did, but only to the extent where it was expected but never allowed me to grow and or be taught. -Work life balance in production is something that you have to learn how you would like to do it. you can get very sucked into having minimal work life balance if there is production 6-7 days a week with 10-11 hour days. -Some managers may end up getting put in spots based off of situations that should not be managing employees. Its part of the learning process and that may have to be understood how you want to handle them. Coming from someone who truly loves their boss but the boss doesn't have much experience or skills as being a leader for a department. -Leadership decisions are not very well communicated down the chain very well unless you are actively searching and reading company news articles/etc. on your own. also goes back to the manager. -GPMS, ways employees are ranked this is all based on how your manager utilizes the company evaluation process. This can be a very personal experience or a very numerical experience, know your situation and tailor it the best you can to get the best outcome. You at all costs do not want to have any negative scaring comments or reviews because they will stay with you for the life of your alias. This is different if there are Improvements you can do to become a better employee. two different things.",John Deere
112,"""Excellent workplace""",5.0,Takes good care of its employees.,Could use a little more flexibility,John Deere
113,"""Nice lifestyle, interesting projects""",4.0,"- Values, ethics &amp; culture. It feels good to work for a company that CARES about its customers and its community. You know you are selling a quality product. There are lots of volunteer opportunities. The environment with coworkers is not cut-throat, we care about each other. - Benefits: Great 401k match, Great relocation package, Great tuition assistance for going back to school part-time/online, Low cost of living area - Very strong job security with a full time position. - Work: Leadership very supportive of learning opportunities, A lot of autonomy in work. Manager trusts you to do the job well. The projects can be very interesting and broad. Most of the time I feel like I am doing very practical and important work. - Flexible work hours, supportive of work/life balance. No pressure to work overtime. - Holiday shutdown between Christmas and new years doesn't count towards vacation which helps with the small number of vacation days... but it would be even nicer if this was flex vacation.",- Very little vacation time for newer employees. Vacation days are use/lose so it is not possible to save up for longer trip. - Its an older company with low turnover so it seems that you need to wait a long time for an opportunity to move up or take a leadership position.,John Deere
