,company,cons,pros,rating,title
24,Apple,"Any kind of change is slow, lots of red tape Movement in the company follows very strict procedures Scheduling isn't very flexible",The benefits are great The people are great to work with and love being there You learn a lot from how they run things Ability to work from home is awesome,4.0,"""Great Place to Work"""
25,Apple,Poor accountability to upper management,Great pay with stick incentive to stay,4.0,"""Great company"""
26,Apple,everything you do at all seconds of your shift are documented. Job gets a little boring,company gives tons of benefits to employees,5.0,"""Overall good experience working for apple"""
27,Apple,Retail hours are not great if you are looking for work/life balance. The pay for a trillion dollar company could definitely be better,the best part of working for this company is the people that you work with every day and the worst part is how customers treat you. Good thing all the employees are fantastic and there to build you back up. Company is always giving opportunities for growth.,5.0,"""Great employees"""
28,Apple,It's retail. Hours can be weird because it is a retail job. Hard to balance this job sometimes if you are in school. Not much room for moving up.,Great work-life balance. It is a fun job and the people are great. Managers are generally great too and are focused on personal growth,5.0,"""Great Company"""
29,Apple,Language barrier with foreign customers,Awesome people Pay rate is good,5.0,"""An Apple employee was here"""
30,Apple,"Work, life balance is none existant. The needs of the business outweigh your family.",Pay is great and creating relationships makes to work gratifying.,4.0,"""Pro work is short of manager work."""
31,Apple,No Cons in my opinion.,Great training on how to connect with others and provide solutions.,5.0,"""Great Company"""
32,Apple,"Angry customers sometimes, even though they broke it.","Amazing job, great coworkers, should have stayed longer!",5.0,"""Great!"""
33,Apple,there are no downsides lol yay,amazing best amazing wonderful love it,5.0,"""Great company"""
34,Apple,No company is perfect. There will be challenges that come up being in the Tech Industry. Just know that you can make a difference.,"Great benefits, Managers who care about your experience (since that translates to your customer experience, and your enjoyment of your career) and great Technology",4.0,"""Great Company, be prepared for daily changes, feedback, and some  self-training"""
35,Apple,"Upset customers,no long breaks,long work hours","Pay,pto, no weekends, great work place",4.0,"""Good job"""
36,Apple,"Nothing much, hard to move up unless your driven",Great company to work for with benefits,5.0,"""Awesome"""
37,Apple,Customer confrontations. Sometimes have to deal with fraud with no repercussions to customers.,Great rapport with coworkers. A management team that really cares.,5.0,"""Amazing!!!"""
38,Apple,"Location, Location, San Francisco, Palo Alto","Pay, Benefits, Life, Work, Balance",5.0,"""Great"""
39,Apple,- Unpredictable scheduling that varies quite a bit - Retail hours are 9am - 9pm so employees can be scheduled from 8am - 10pm - The company is enormous so it can be easy to feel unseen,"- Robust benefits package for part-time employees - Full medical, dentist, and vision insurance - Diverse workplace that feels authentic",5.0,"""A Wonderful &amp; Supportive Workplace"""
40,Apple,"- Fear of employee lawsuits drives too many decisions. Managers are left unable to actually manage their teams - Inability to hold employees accountable leads to insanely high levels of short term leaves, people not showing up to work. - Almost impossible to move from a ''rotation' to a permanent position, so it feels abusive working that role multiple times without receiving the pay for it. - Culturally, they're far too detached","- Amazing co-workers, a lot of great managers - Reasonable salary - Great benefits - Modern worksites",4.0,"""Support"""
41,Apple,"Individual Manager Styles can be...well, sometimes things just don't translate well.","At Home, Decent Pay, Great Culture.",4.0,"""The Treat Their Advisors Well"""
42,Apple,Hard to get in!,"Great team environment, a lot of individual personal development opportunities.",5.0,"""Great Company, Great People, Great Benefits"""
43,Apple,Overworking is getting harder after sometime,They know what to do,5.0,"""Apple is Good"""
44,Apple,"Very repetitive. I would receive at least 8 calls a day from people who forgot their passwords. Some customers can get very angry and upset for their own misuse of their phone/computer and then take their frustration out on the advisor. I heard some negative things about some of the managers from other coworkers, but my manager was great. Another con is that they don’t acknowledge any of the public holidays except for New Years. Expect to work over the 4th of July, Thanksgiving, and yes, even Christmas.","Some fantastic benefits for the college role. Tuition reimbursement would help me with one semester, matching 401k, employee stock program, paid time off, discounts for friends, family and yourself in the Apple store. All around good benefits.",5.0,"""Positive Experience"""
45,Apple,Hard to be recognized. Feel always over engineered and finger pointing. Politics.,"Good pay, work life balance, and benefits. Get to know lot of people and latest Apple products.",4.0,"""Good Work Life Balance"""
46,Apple,"depending on what store you're at, not a lot room for growth","great vibes, and great people",5.0,"""Love it here"""
47,Apple,Not like other retail companies,"Great positive place, recommend it to everyone",5.0,"""N/A"""
48,Apple,"Demanding and fast paced environment dealing with a lot of customer, who can often times be difficult.",At least at the time was reasonable pay for that level of work. Decent benefits.,4.0,"""It was alright"""
49,Apple,Can be overwhelming at first,Great culture Very supportive management and coworkers Easy to ask for help Great perks!,4.0,"""Great place to work!"""
50,Apple,You're a very small cog in a huge machine. The bureaucracy can be stifling.,"You'll work with people at the top of their fields, on very interesting projects.",4.0,"""Good employer, all things considered"""
51,Apple,"Every man/woman for themselves culture sometimes, but that isn't such a big deal if you are mentally prepared for the competitiveness of the Bay Area","Great CEO and direction, amazing place to grow and learn about things that matter like attention to detail and software practices. Great perks (healthcare, free beer bashes, etc) and a top class gym facility for pennies on the dollar.",5.0,"""Great company, great perks if you are willing to put in the work"""
52,Apple,Not much downside that I could think of at the moment.,"First and foremost, the culture that has been put in place is engaging and fun. You'll develop many perspectives from customer interaction that you'll be able to apply in any career.",4.0,"""All about culture"""
53,Apple,Terrible management and there’s nothing you can do about it. It varies from store to store. Good luck.,Amazing pay great benefits pretty awesome sense of family with coworkers,4.0,"""Truth"""
54,Apple,growth its not easy if you thinks its easy,empowerment within employee ideas for new process,5.0,"""great place to work"""
55,Apple,"No work/life balance, high stress 365 days of the year, too much Exec Involvement in everything, Recruiting &amp; HR are horrible","good benefits, facilities, some good people that care, everyone is overworked and not enough resources, internal processes are painful",2.0,"""Not worth your Health"""
56,Apple,-customers were rude -highly stressful job -must have thick skin,-Awesome Pay -tuition reimbursement -flexible hours -all online,4.0,"""Technical support AHA"""
57,Apple,maybe too laid back sometimes,"fun, open minded, lots of training/learning",4.0,"""great"""
58,Apple,"No work life balance, you will dedicate yourself completely and most likely carry duties of 2+ people.",Great benefits and lots of opportunities within.,4.0,"""Dream Company"""
59,Apple,As a college student: have to work extra hours during common school breaks and cannot not take time off during common school breaks (Christmas time),"Benefits for part time workers (401k, insurance, etc) Consistent hours with paid time off and sick time.",4.0,"""Best benefits for part time job"""
60,Apple,"discounts are average, the schedule is not super flexible","Great benefits, competitive pay, and diverse organization",5.0,"""Great Place to work"""
61,Apple,Difficult to move up to managment,Awesome people and benefits. Great work life balance,5.0,"""Great Job"""
62,Apple,Hope you’re real chummy with the managers if you want a promotion,"Great coworkers, benefits and environment",4.0,"""Probably the best retail job"""
63,Apple,"Busy, busy, busy Holiday time can be very demanding","Your coworkers become like family Management really works with you Benefits are amazing, even for part time employees",5.0,"""It was a great, yet busy, experience. Apple expects a lot but they will reward you in return"""
64,Apple,Very little to no security,great staff Great pay and benefits,5.0,"""Awesome job"""
65,Apple,No room to advance after certain level,"Good pay, good benefits,",4.0,"""Good Company"""
66,Apple,People sometimes treat you like what’s going on with their device is your fault,Great pay and benefits,4.0,"""Great place  to work"""
67,Apple,"No work/life balance, held to somewhat more standards than permanent when in a seasonal position.","Good pay, a lot of hours, nice environment with staff.",4.0,"""Specialist"""
68,Apple,"Malls make it difficult to be taken seriously as a business rep, loud work environment makes phone conversations difficult, zero WFH ability reduces overall job satisfaction.","Dynamic environment, good support from corporate, flexible work hours and best hours for any retail job ever.",4.0,"""Great job. Would be perfect if it added field work and wasn’t in a mall."""
69,Apple,"-The company DGAF about retail B2B teams. No resources, leadership or direction. -Retail store managers don’t understand B2B and can’t manage the teams well. -Worlds worst CRM. Can’t Apple afford Salesforce?",-Discounts on Apple products -Access to great companies -Low bar for success,3.0,"""Too big and too disjointed"""
70,Apple,Upward Movement is somewhat difficult,"Amazing Benefits, great coworkers, Caring management.",5.0,"""Great Place to work"""
71,Apple,Working weekends sucked. That was the only major flaw,Amazing company.. great team.. benefits amazing pay even better.. beer bash.. all is great,5.0,"""Love hate"""
72,Apple,- schedule not very flexible,- supportive work environment - great training provided to help you preform,5.0,"""Apple retail"""
73,Apple,rude customers holidays stats for calls amount of calls,benefits schedule discounts work life balance,4.0,"""Great Job"""
74,Apple,"None in my opinion, Apple was a great place to be.",Amazing benefits Great pay Sense of community Lots of support Everyone is happy at Apple and love there jobs Room for growth,5.0,"""Best place to work"""
75,Apple,Transferring and growing can be difficult thoughout the company,Great company and culture to be a part of.,5.0,"""Great Retail Job"""
76,Apple,can be chaotic at times,Amazing brand and lots of good work to learn,4.0,"""Great Experience"""
77,Apple,random hours are not ideal,the company pays well .,4.0,"""-"""
78,Apple,Bad management with lots of favoritism.,"Good benefits and depending on where you are, most coworkers are friendly.",4.0,"""Very hit or miss"""
79,Apple,nothing bad at all about this company,"good pay, focused on designing and creating a great product is in apple's dna",5.0,"""AWESOME"""
80,Apple,It's a giant organisation that moves like a giant,"All dependent on the team itself and manager. In my case, I had: - flexibility - get the job done mentality - very competitive - great compensation (if you perform)",5.0,"""Great company, competitive envirounment"""
81,Apple,"long hours, tedious work, heavy work load during peak hours",great benefits and starting wage,5.0,"""Great position for remote work"""
82,Apple,No regularity as far as scheduling goes.,I enjoyed this job because it allowed me to learn a lot very quickly.,5.0,"""Loved it"""
83,Apple,Hard to grow within company,Very fun and caring company,5.0,"""Operations Specialist"""
84,Apple,Little upward mobility unless staying for a very long time.,Awesome coworkers. Best place to work in retail in my opinion.,5.0,"""Great Experience!"""
85,Apple,Retail hours can be tough,"Fun work, incredible team, good benefits, great managers",5.0,"""A fantastic workplace if you can deal with retail hours"""
86,Apple,They do not promote from within,"Great befits, good work environment",5.0,"""Its okay if you dont mind staying entry level"""
87,Apple,"Hours, schedule and unreal expectations","Health benefits are amazing, competitive salary, discount and perks",4.0,"""Career Options"""
88,Apple,"If you ever buy anything at Apple and get a survey PLEASE FILL IT OUT. You have no idea how much it means to the person who sold you your device. Fill out the whole thing! After all the rah rah APPLE IS GREAT dies down it is a sales job. For the most part Apple products sell themselves. Most people tend to know what they want. They come to the store for the Apple experience. After that you're being judged on stuff like adding AppleCare+, Apple Business introductions and other metrics. Training feels rushed. 3 weeks of partial drilling of sales highlights. Too much to know for the incredibly complicated world of products, cell phone plans, AppleCare+ and Genius Bar. Basically they pound you full of the overview and you'll pick up the rest on the floor. Seasonal workers are exposed to the benefits and perks of the full time employees but can't participate. Feels bad. You get some of the benefits but not others and it is often not clear. Had more experienced staff snipe business referrals from customers I was working with. I had one interaction with my team leader in 4 months. Nice guy but felt very uninterested in our team growth. I'd be curious to see what the retention was per team related to the team leaders. Had coworkers tell me they avoided taking customers who appeared to be from abroad due to the likelihood that they wouldn't be able to attach AppleCare+ to a sale and drive down their numbers. Managers seem to be oblivious to that fact. Constant drumbeat for retail employees to care and give back to the community with employee donations and volunteering. Asking people making $25k a year to donate and volunteer for things felt weird. While they are all very earnest and good causes, they should be teaching financial planning seminars more often. The amount of coworkers spending their paychecks back into Apple was astounding. Seasonal workers are expected to put in time on their own development despite not having access to the tools the full time staff have. It is unclear when you're supposed to put in this time as your work week if fully scheduled.","Great on-boarding process, even for part time season workers. Lots of classic Apple, feel good, cult vibe. Company mission is lofty. Relatively flat managerial hierarchy means you can approach anyone on the floor for help without getting an ""That's not my job"" or ""I'm too important to ask"" attitude. The majority of my co-workers were friendly and helpful. Again, very little attitude towards new people. Met some interesting and friendly folks. 25% discount for you. 10% discount for friends and family. People team kept things interesting with fun and weekly events. $19 hr decent rate for retail. Upfront about seasonal work opportunities to stay and general attitude towards workers.",3.0,"""At the end of the day it is a sales job."""
89,Apple,a lot of politic involved. they will try to keep you in your role if you preform amazingly,"amazing benefits, great people and pay",3.0,"""great place to work"""
90,Apple,"Could be very intense at times - I dealt with some sensory overload when I first started - music playing over the speakers, videos playing on every screen, conversations all around you, your one-on-one conversation with the person in front of you, and the conversation in the headset that you are wearing all at once. It took a while for me to get used to it. Also, needing to keep up with all of the current information regarding products, tech demos, phone company plan changes, etc. was quite a lot of work.","Very dynamic job - every day was different, lots of different customers, problems, obstacles to adapt to, etc. The job also paid well, and had amazing benefits even for part-timers.",5.0,"""Great job, but intense!"""
91,Apple,Growth is difficult due to so many people,Very nice work environment at every store,5.0,"""Tech expert"""
92,Apple,Leadership team play favorites they don’t look at ones potential,Place has great energy great products,3.0,"""Manager"""
93,Apple,"Company culture shifts real quick. It's all a numbers game now, no longer working for a purpose Work becomes monotonous Promotions are usually done through favoritism",Really pushes limits in customer service industry Great training,3.0,"""Great for your resume"""
94,Apple,Nothing much to report actually.,Amazing company to work for.,5.0,"""Amazing"""
95,Apple,A big company that is VERY politically correct. Watch what you say!,Decent pay and friendly people,4.0,"""Good company overall but watch out for the snowflakes"""
96,Apple,Work pressure. No work life balance,Brand value is unbeatable among others,4.0,"""No work life balance"""
97,Apple,Political Need to take feedback from associates.,It’s good and I like it.,4.0,"""Good"""
98,Apple,"A lot of people on the business (non-Engineering) side have left because they hire people into roles where they cant progress, so smart people get frustrated and leave","401-K match was excellent, brand recognition",3.0,"""Non-Engineers are not valued"""
99,Apple,Not flexible and it’s ultimately retail.,The best retail job you could get.,3.0,"""Okay"""
100,Apple,Full time schedule options are slim Other than that great place,Amazing people Great health benefits Great values,5.0,"""Amazing"""
101,Apple,competitve as a person to work there,great place to work as a person,5.0,"""Coronoa"""
102,Apple,Limited local career path options for technicians in NYC. If you want to do anything further technical you need to relocate to other parts of the country. Work at the genius bar can be mind numbing if you have no patience. Management can also be a drag- lots of micro managing. Work life balance could be better- not ideal for those of us with families/kids.,"Great people and benefits. The people you meet here are like minded, incredibly smart and creative, sensitive, and empathetic towards each other and clients. These people become lifelong friends and constantly inspire you to do your best. There is the possibility for mobility outside of Apple retail however there may be obstacles.",4.0,"""Arguably the Best Retail Job(s)"""
103,Apple,"Can feel impersonal, though they work hard to build comradery. Some managers are incredible, some manager are far less.","Friendly culture, outstanding benefits for part-time work, room to grow, flexible scheduling, stock options, thorough on-boarding process.",4.0,"""Solid pay for solid performance"""
104,Apple,Retail is a little exhausting during the holidays.,Great working environments and benefits to match. Even in retail,5.0,"""Operations Specialist Apple Fifth Ave"""
105,Apple,Nothing major to report now,One of the foremost companies in terms of innovation and success,5.0,"""State of the Art"""
106,Apple,Limited growth opportunities unless you are mobile.,Amazing company to work for.,5.0,"""Amazing!"""
107,Apple,Long days. Lots of projects,Being able to be yourself and have a great social/work life balance,5.0,"""Great company culture"""
108,Apple,Demanding; dealing with customers; high demands,Flexible work schedule; work from home,4.0,"""College Tech support advisor part time"""
109,Apple,- Working at the 24/7 location in NYC ... made for overwhelming foot traffic and guest interactions - Not having the most consistent schedule - made work / life balance with school a bit difficult.,"- I met some of the most dynamic people from all walks of life through Apple - Company benefits are awesome, they really do take care of you",4.0,"""Great Experience"""
110,Apple,"metrics based, time is micromanaged, treated like garbage from all customer and managers fail to be empathetic",decent pay with lots of benefits,3.0,"""Burnout is real..."""
111,Apple,Turnover period is quicker than expected,Great Work Environment Great Management,5.0,"""Great Experience"""
112,Apple,shifts change every 90 days,"Face paced. innovative, well known, ambitious",4.0,"""At home position"""
113,Apple,loss of long term vision and care for customers,"401k, healthcare, tuition reimbursement, good pay, made good friends",3.0,"""Downhill"""
114,Apple,"long shifts, firm work hours, working on weekends","Fast paced work environment, professional development, people skills, incredible technology.",5.0,"""Incredible Company"""
115,Apple,management sucks at communicating well,"good pay, pretty good discounts",4.0,"""na"""
116,Apple,you will work a lot,Get paid well to work on cutting edge technology,5.0,"""Good pay, interesting work"""
117,Apple,No cons in my eyes,"Great people, better culture",5.0,"""Great culture"""
118,Apple,The office is very small most work comes to me,Hours are nice and flexible,2.0,"""Brokerage and Asset /based transportation firm"""
119,Apple,Low hourly compensation but high fringe benefits,"Employee centric, fast pace, fringe benefits",4.0,"""Former Retail Manager"""
120,Apple,Not many bad things to say. I enjoyed my time there.,Great culture and work environment. Management really seemed to care about employee development.,5.0,"""Great Company"""
121,Apple,Retail can be difficult.,"Flexible schedule, great benefits, leadership cares about you. Huge opportunities to grow",5.0,"""Amazing place to work at"""
122,Apple,"Corporate culture isn't great, can be long hours","Lots of perks, some friendly people",3.0,"""Depends on the department"""
123,Apple,"It's retail, and dealing with people's personal information can be emotional.","Great benefits, discounts, tuition reimbursement. Good camaraderie with team",5.0,"""Recommend"""
124,Apple,"Scheduling, location, in the mall","Great work environment, attentive management",5.0,"""Great company"""
125,Apple,None that come to mind!,"Many benefits, for Part and Full time positions Good performance results in legitimate rewards, like Vested stocks Opportunities to be promoted are plentiful, although each location may have different opportunities available.",5.0,"""A Great Place to Work"""
126,Apple,"No work life balance, customers are demanding jerks, Apple sometimes expects you be a robot with the way you have to go to one interaction to the next. You can spend long time with a customer. A lot of micromanaging .","Amazing benefits, good pay, probably best retail job, great discounts",3.0,"""In between quitting and staying because of the great benefits and good pay."""
127,Apple,Sucking dry the souls of all employees,Benefits were great - discounts awesome,3.0,"""Work/life balance"""
128,Apple,Retail hours are not fun at all.,Great benefits Career advancement Great people to work with.,5.0,"""Amazing!!!"""
129,Apple,My location was in the mall so sometimes parking was hard,"Super nice coworkers, wonder management",5.0,"""Wonderful"""
130,Apple,"If you're in school, it's a lot of hours and mental/physical energy, can get in the way of classes. Pressure can be quite high, customers can be jerks","Benefits are really nice, as a part time employee I had a good health plan along with public transit reimbursement and tuition reimbursement. Good pay, great coworkers.",4.0,"""Technical Specialist Part Time Position"""
131,Apple,Advancement is difficult even if you're performing to your best ability (not based on my own experience),The people are great to work with,4.0,"""Great Place To Work"""
132,Apple,"None, loved everything about it!","The best culture, pay, benefits, and people!",5.0,"""Loved working here"""
133,Apple,-A very high-energy location. Constant customer flow and demanding clientele may be stressful if you haven't any experience in a similar environment.,-Part-timers have nearly all the benefits of full-time employees. -Easy to negotiate schedule with managers. -Workplace culture is super chill and friendly on most days. -Best pay I've ever had in a retail job.,5.0,"""Amazing Part-Time Gig."""
134,Apple,Do not expect a good work life balance,"People are hardworking, talented, relentless and dedicated to delivering best products and services on the market.",4.0,"""Great place to work for high level executive exposure"""
135,Apple,"the hours were very early, not a lot of interaction with people because it's a remote job.",They did a good job training me and other recruits and my boss was nice.,4.0,"""Good company for a remote job"""
136,Apple,Lack of communication with management,Good pay and benefits for employees,4.0,"""Inventory Control"""
137,Apple,hard to trade shifts,you're important to the store easy to move up,4.0,"""tech"""
138,Apple,"- You don’t actually have to work. For this role, there is no way of tracking productivity. So people who actually do work and people who sit around loafing all day are essentially the same. - No deadlines, deliverables or goals. So you will just feel like you’re wasting time. - Only 12 sick days a year. And you have to earn them on an hourly, per pay check basis. - This is an hourly role. So you’ll be treated like a child. You’ll be told exactly when to take your lunch and breaks. Even though the job is pretty much online and should allow for more flexibility. Also they will make it very evident that they don’t trust you with organization secrets. Apple in general is very paranoid. - Archaic practices. This job is literally online. It can be done from literally anywhere and any communication required could be done online. However, there are no options to work from home, or even an open workspace at the office. You will not be given a laptop. You will have a desktop and will have to work from an uncomfortable desk. Management is not open to the flexibilities of this day and age. - They’ll tell you they want feedback, but they really don’t. - Communication is very manual. Managers will literally go around to every one or yell for everyone to gather for a meeting, instead of using all the technology available to us. This is really just funny to watch. - Managers aren’t really that important. They can barely get any answers to any work problems. They’re just as in the dark as we are.","- You get to tell people you work at Apple - The campus is pretty nice. - Variety of food options - Benefits kick in on the first day - You don’t have to do anything because they can’t track productivity. - You will get paid on time. - Everyone is welcoming, and wonderful - Apple has Resources to help expand your career. - Enough free time to interview for other jobs. - Free beats headphones (For work) - Potentially the most stress free job ever.",3.0,"""At the very least,  It’s a Job"""
139,Apple,Very competitive environment. Can get stressful but you get great health benefits.,Apple is an amazing place to work. Great environment.,5.0,"""Amazing Vision"""
140,Apple,"Some managers great others terrible. Group Sr. Manager incompetent both technically and people manager skills, couldn't earn respect of the AC and FG teams.",Learn a ton making beautiful products,3.0,"""Great products and execution shady management"""
141,Apple,Unable to reach management. Irregular scheduling. Difficult to get time off. Process improvement suggestions are ignored. Management intentionally delays or disregards time off and availability requests.,Good pay and part-time benefits. Looks great on a resume. Opportunity to work with talented people.,2.0,"""Nothing to write home about..."""
142,Apple,"Too Big, Management, service, infrastructure","Product, Management CEO, Culture, Privacy, location",4.0,"""Good"""
143,Apple,It is still retail and there are goals to meet. Management will try not to push them on you but it's part of their job. Also be ready for retail hours.,There is a feeling of family and all my co workers were diverse and great to work with.,3.0,"""Always Remember It's Retail"""
144,Apple,there is no cons working here,Work environment was great as well as the people thats there. You learn alot from all the employees,5.0,"""Working at apple retail"""
145,Apple,The expectations are high and the work moves fast!,I was able to work on some very interesting projects,4.0,"""Fun job!"""
146,Apple,Sometimes the work never stops. You get breaks and a lunch but when it’s crunch time you really feel it,"Really great managers, good benefits, time to Develop professionally",4.0,"""Great company that never stops"""
147,Apple,"Little transparency, constant change in process and tools, mentally and emotionally draining, quarterly schedule changes requiring absolute flexibility with personal schedules","Great benefits, employee resources, potential for growth",3.0,"""Apple is an ideal place to work for people with a solid work/life balance."""
148,Apple,"- Not a job for consistent scheduling, expected to be flexible.",- Supportive team and management - A lot of hands on experience,5.0,"""Very Good Company"""
149,Apple,Limited growth within company; minimal work-life balance,"Benefits, work from home, equipment provided",2.0,"""No growth"""
150,Apple,Poor work/life balance Little to no room for career advancement in retail,Good benefits Discounts are just okay,4.0,"""Good benefits"""
151,Apple,Political bias and heavy business psychology,"Training, internship programs and career experiences",4.0,"""Good experience"""
152,Apple,"No jobs outside of CA, USA matter to Apple. Lots of words and slogans around around team work and collaboration ,.. just words","Good benefits, internal marketings and ads",3.0,"""Only CA jobs rule"""
153,Apple,Work life balance can be tough. Working on the weekends like usual...,Great store and culture therefore very good experience,5.0,"""FUN place to work to get career STARTED"""
154,Apple,Crazy customers expecting the impossible,Greatest company to work for.,5.0,"""Retail Specialist"""
155,Apple,"It’s retail, so retail hours and being on your feet all day and dealing with rude people. But hey, you get paid no matter what so it’s worth working through","Seriously the best retail job you can get! This company takes care of you - great benefits, great culture, and no matter what you will walk away with incredible training and foundation for whatever is next",5.0,"""Incredible place to work!"""
156,Apple,-Heavy workload -Typically must work weekends and holidays,-Excellent Management -Amazing pay to comparable jobs in the market -Many different pathways to move up and develop yourself as an individual -Great improvement tracking system -Satisfactory training process,5.0,"""An Enjoyable Company to Work"""
157,Apple,working weekend just like any other retail job,An amazing environment love management,5.0,"""Amazing company!"""
